Label (Grouping),Unemployment Rate,"Agriculture, forestry, fishing and hunting, and mining",Construction,Manufacturing,Wholesale trade,Retail trade,"Transportation and warehousing, and utilities",Information,"Finance and insurance, and real estate and rental and leasing","Professional, scientific, and management, and administrative and waste management services","Educational services, and health care and social assistance","Arts, entertainment, and recreation, and accommodation and food services","Other services, except public administration",Public administration,"INCOME AND BENEFITS (IN 2018 INFLATION-ADJUSTED DOLLARS) Less than $10,000",HEALTH INSURANCE COVERAGE With health insurance coverage,HEALTH INSURANCE COVERAGE With private health insurance,YEAR STRUCTURE BUILT Built 2014 or later,YEAR STRUCTURE BUILT Built 2010 to 2013,HOUSING TENURE Renter-occupied,YEAR HOUSEHOLDER MOVED INTO UNIT Moved in 2015 or later,YEAR HOUSEHOLDER MOVED INTO UNIT Moved in 2010 to 2014,VEHICLES AVAILABLE No vehicles available,VEHICLES AVAILABLE 2 vehicles available,VEHICLES AVAILABLE 3 or more vehicles available,OCCUPANTS PER ROOM 1.01 to 1.50,OCCUPANTS PER ROOM 1.51 or more,MORTGAGE STATUS Owner-occupied units Housing units with a mortgage,65 years and over,MARITAL STATUS Males 15 years and over Never married,MARITAL STATUS Females 15 years and over Never married,EDUCATIONAL ATTAINMENT Less than 9th grade,"EDUCATIONAL ATTAINMENT 9th to 12th grade, no diploma",Bachelor's degree or higher,PLACE OF BIRTH Native Different state,SEX AND AGE 62 years and over,White,Black or African American,American Indian and Alaska Native,Asian,Hispanic or Latino (of any race),Own children of the householder under 6 years,Own children of the householder 6 to 17 years,Mean travel time to work (minutes),Median household income (dollars),Mean household income (dollars),Total housing units,Homeowner vacancy rate,Rental vacancy rate,ROOM Median rooms,VALUE Median (dollars),SELECTED MONTHLY OWNER COSTS (SMOC) Housing units with a mortgage Median (dollars),SELECTED MONTHLY OWNER COSTS (SMOC) Housing units without a mortgage Median (dollars),GROSS RENT Occupied units paying rent Median (dollars),Population in households,YEAR OF ENTRY Population born outside the United States,YEAR OF ENTRY Foreign born,Total households,Total population,Sex ratio (males per 100 females),Median age (years),tract_x,geoid,label_bin,label_three,label_four,USPS,ALAND,AWATER,ALAND_SQMI,AWATER_SQMI,INTPTLAT,INTPTLONG,relation_max_fee,relation_min_fee
4300.02,0.12,0,0.06,0.1,0.02,0.1,0.08,0.03,0.03,0.12,0.3,0.04,0.09,0.03,0.05,0.91,0.59,0,0.01,0.4,0.1,0.26,0.11,0.41,0.17,0.04,0,0.65,0.04,0.44,0.38,0.06,0.07,0.35,0.11,0.22,0.57,0.1,0.01,0.21,0.42,457,659,31.5,66760,81755,2632,2,8.4,5,416000,2028,447,1904,6653,2034,1952,2475,6711,84.4,43,430002,6037430002,0,0,0,CA,2145763,0,0.828,0,34.139343,-117.9554322,2025,1164
4087.24,0.06,0,0.1,0.07,0.03,0.19,0.1,0.01,0.04,0.06,0.1,0.23,0.05,0.02,0.06,0.78,0.38,0,0,0.96,0.26,0.39,0.1,0.4,0.14,0.11,0.32,0.51,0.19,0.38,0.36,0.14,0.11,0.23,0.02,0.07,0.21,0.01,0.01,0.41,0.51,689,963,22.7,37829,46832,1586,0,2.2,3.2,380400,2417,456,1250,5488,3084,3054,1538,5488,104.9,29,408724,6037408724,0,0,0,CA,533587,0,0.206,0,33.9841386,-117.9033277,2321,1339
4087.23,0.06,0.02,0.03,0.11,0.05,0.16,0.1,0.01,0.03,0.12,0.16,0.13,0.04,0.05,0.05,0.94,0.64,0,0,0.29,0.1,0.21,0.03,0.39,0.43,0.06,0.02,0.57,0.11,0.33,0.28,0.16,0.1,0.26,0.08,0.21,0.27,0.02,0,0.54,0.29,160,319,30.4,66607,83495,829,1.2,0,5.5,454600,1851,517,2126,3008,1604,1593,810,3032,95.5,42.6,408723,6037408723,0,0,0,CA,803150,0,0.31,0,33.9780062,-117.9008838,1963,1250
4087.22,0.05,0.01,0.04,0.11,0.05,0.17,0.05,0.07,0.07,0.1,0.15,0.09,0.05,0.03,0.07,0.92,0.65,0.01,0,0.25,0.1,0.17,0.01,0.32,0.51,0.05,0,0.72,0.12,0.45,0.33,0.07,0.07,0.4,0.06,0.21,0.33,0,0,0.59,0.26,241,365,31.4,83281,96323,1332,3.6,0,5.8,571100,1948,490,1963,4317,2270,2237,1224,4367,97.2,40.3,408722,6037408722,0,0,0,CA,2105580,0,0.813,0,33.9700245,-117.9023476,2631,1250
4087.06,0.1,0,0.02,0.09,0.11,0.17,0.01,0,0.13,0.06,0.23,0.07,0.04,0.06,0.09,0.93,0.68,0,0.02,0.11,0.06,0.15,0,0.37,0.46,0.09,0.01,0.64,0.21,0.4,0.36,0.05,0.02,0.55,0.06,0.23,0.19,0,0.04,0.64,0.21,106,136,33.1,123977,124607,503,0,0,7.4,818200,3202,955,2054,1839,982,967,475,1839,96.9,41.9,408706,6037408706,0,0,3,CA,1304766,0,0.504,0,33.9765828,-117.8687084,2631,1339
4087.05,0.06,0.02,0.03,0.06,0.05,0.13,0.05,0.02,0.09,0.11,0.21,0.16,0.05,0.04,0.04,0.92,0.65,0,0,0.27,0.08,0.27,0.04,0.37,0.33,0.05,0.03,0.66,0.1,0.34,0.27,0.05,0.05,0.36,0.06,0.24,0.26,0,0,0.64,0.24,233,574,33.7,68125,88297,1618,0,0,5.8,576800,2163,486,1853,5430,3206,3162,1587,5463,101.9,45.2,408705,6037408705,0,0,0,CA,1927095,953,0.744,0,33.9818656,-117.8795993,2631,1250
4087.04,0.02,0,0.08,0.1,0.08,0.07,0.07,0,0.19,0.08,0.12,0.13,0.04,0.04,0.13,0.9,0.54,0,0,0.45,0.18,0.33,0.14,0.26,0.28,0,0.04,0.65,0.32,0.29,0.28,0.11,0.07,0.4,0.06,0.31,0.18,0.05,0.03,0.58,0.25,198,376,26.4,45000,69221,1087,3.3,5.4,5.1,533000,2239,493,1339,3298,1794,1776,996,3305,94.3,48.4,408704,6037408704,0,0,0,CA,1144293,0,0.442,0,33.98233,-117.8934924,2126,1250
4087.03,0.03,0,0.01,0.13,0.08,0.14,0.05,0.03,0.1,0.12,0.16,0.11,0.04,0.04,0.03,0.93,0.72,0,0,0.15,0.08,0.22,0.01,0.4,0.47,0.01,0.01,0.67,0.04,0.36,0.25,0.05,0.04,0.57,0.04,0.24,0.12,0.01,0,0.83,0.08,249,750,36.5,113750,143865,2017,0.4,8,7.2,938900,3323,942,2631,6525,3794,3787,1890,6525,109,47.3,408703,6037408703,0,0,3,CA,17083126,0,6.596,0,33.9591958,-117.8885574,2126,1250
4086.31,0.05,0.01,0.01,0.14,0.14,0.12,0.1,0.06,0.04,0.08,0.18,0.07,0.02,0.04,0.04,0.87,0.6,0,0,0.32,0.05,0.25,0.01,0.38,0.39,0.04,0.01,0.71,0.1,0.55,0.31,0.06,0.13,0.23,0.03,0.16,0.32,0.01,0,0.36,0.55,292,727,37.4,73750,92615,1437,2.6,1.8,5.7,441100,1934,442,1802,5253,2297,2262,1382,5253,120.1,37.5,408631,6037408631,0,0,0,CA,1486351,0,0.574,0,34.0002614,-117.9583696,2203,1419
4086.3,0.04,0,0.08,0.11,0.1,0.1,0.02,0.01,0.07,0.11,0.23,0.07,0.09,0.02,0,0.89,0.52,0,0,0.28,0.05,0.22,0.01,0.27,0.53,0.07,0.06,0.75,0.13,0.45,0.37,0.13,0.12,0.16,0.04,0.17,0.58,0,0,0.19,0.76,226,393,33.5,70000,89690,564,4.7,0,5.5,417700,1949,394,2042,2463,800,793,510,2463,87.4,32.7,408630,6037408630,0,0,0,CA,685963,0,0.265,0,34.0064838,-117.9561077,2203,1125
4086.29,0.04,0,0.04,0.12,0.08,0.09,0.08,0.02,0.05,0.16,0.23,0.06,0.02,0.05,0.05,0.93,0.68,0,0,0.13,0.09,0.11,0.04,0.43,0.4,0.02,0.03,0.63,0.14,0.3,0.25,0.02,0.06,0.53,0.09,0.25,0.29,0.02,0.01,0.57,0.24,102,415,37.2,91938,112920,1006,2.8,0,6.2,608500,2519,719,2152,2846,1263,1234,915,2869,108.8,47.3,408629,6037408629,0,0,0,CA,1757591,0,0.679,0,33.9780615,-117.9603912,2419,1445
4086.28,0.03,0,0.02,0.07,0.09,0.11,0.07,0.02,0.08,0.15,0.19,0.1,0.06,0.04,0.05,0.94,0.61,0,0,0.32,0.1,0.19,0.07,0.39,0.29,0.03,0,0.54,0.13,0.32,0.2,0.03,0.03,0.48,0.06,0.29,0.21,0.01,0,0.69,0.21,270,585,33,65643,99954,1979,0,0,5.4,614000,2496,593,1445,5369,3085,3021,1868,5396,97.2,46.3,408628,6037408628,0,0,0,CA,2460567,0,0.95,0,33.9836985,-117.943153,2321,1802
4086.27,0.03,0.01,0.02,0.08,0.07,0.12,0.07,0.01,0.09,0.18,0.15,0.1,0.07,0.04,0.04,0.9,0.7,0,0,0.13,0.09,0.16,0.02,0.37,0.53,0.02,0.01,0.65,0.12,0.36,0.22,0.06,0.06,0.44,0.08,0.3,0.21,0.02,0,0.64,0.2,137,277,36.3,101492,107076,955,0.8,0,6.4,675800,2754,693,2321,3213,1681,1663,935,3213,101.6,50.4,408627,6037408627,0,0,0,CA,3201792,0,1.236,0,33.9760426,-117.9256372,2126,1250
4086.26,0.04,0.01,0.02,0.08,0.04,0.16,0.07,0.01,0.13,0.15,0.21,0.07,0.03,0.04,0.06,0.89,0.64,0,0.01,0.36,0.15,0.24,0.11,0.36,0.33,0.03,0.2,0.61,0.07,0.31,0.31,0.09,0.02,0.46,0.06,0.28,0.24,0,0,0.69,0.24,240,415,36.2,80938,93071,1564,0,5.2,5.6,679400,2461,882,1646,4205,2630,2587,1386,4231,97.1,46.2,408626,6037408626,0,0,0,CA,2484012,0,0.959,0,33.9850726,-117.9197398,2321,1250
4086.25,0.06,0,0.06,0.11,0.04,0.06,0.01,0.02,0.08,0.16,0.32,0.06,0.01,0.06,0,0.93,0.69,0,0,0.19,0.16,0.18,0.02,0.44,0.38,0.04,0.01,0.74,0.05,0.28,0.15,0.07,0.03,0.39,0.07,0.26,0.37,0,0.01,0.5,0.34,336,549,39.2,89798,129813,1352,0,0,6.5,615200,2447,448,2111,4188,1751,1703,1282,4188,111.7,42.7,408625,6037408625,0,0,3,CA,2139067,0,0.826,0,33.9886212,-117.9634087,2419,1705
4086.24,0.07,0,0.03,0.16,0.04,0.11,0.01,0.03,0.08,0.17,0.27,0.03,0.03,0.04,0.04,0.91,0.64,0.02,0,0.15,0.03,0.21,0.02,0.46,0.4,0.05,0,0.67,0.06,0.29,0.22,0.02,0.06,0.41,0.08,0.23,0.28,0,0,0.63,0.25,154,312,36.6,85893,109194,1047,0,0,6,582900,2496,600,2203,3168,1616,1608,1012,3174,94.1,46.5,408624,6037408624,0,0,0,CA,1376921,0,0.532,0,33.9934261,-117.9490627,2152,1445
4086.23,0.05,0,0.04,0.17,0.11,0.08,0.07,0.01,0.07,0.11,0.1,0.14,0.05,0.03,0.06,0.92,0.65,0,0,0.28,0.11,0.22,0.03,0.43,0.29,0.02,0.02,0.66,0.1,0.31,0.26,0.09,0.07,0.26,0.08,0.27,0.32,0.03,0,0.47,0.38,167,450,33.2,72474,90578,1051,0.7,6.4,6,571700,2298,511,1936,3217,1557,1503,993,3217,89.7,45.2,408623,6037408623,0,0,0,CA,953652,0,0.368,0,33.9952944,-117.9376426,2203,1226
4085.05,0.04,0,0.03,0.14,0.03,0.08,0.06,0.02,0.1,0.13,0.21,0.08,0.05,0.07,0.05,0.98,0.75,0,0,0.11,0.1,0.11,0.02,0.29,0.5,0.01,0.01,0.67,0.07,0.35,0.23,0.04,0.05,0.41,0.11,0.26,0.51,0.01,0,0.37,0.45,175,246,34,111731,129412,807,1.6,0,7,655800,2661,580,1516,2483,917,862,758,2524,108.6,45,408505,6037408505,0,0,0,CA,1990287,0,0.768,0,34.0020976,-117.9800005,2419,1419
4085.04,0.06,0,0.07,0.12,0.06,0.08,0.09,0.01,0.05,0.12,0.26,0.08,0.05,0.03,0.03,0.94,0.68,0,0,0.4,0.12,0.27,0.07,0.34,0.33,0.06,0.01,0.7,0.14,0.43,0.41,0.07,0.06,0.31,0.06,0.17,0.37,0,0,0.36,0.53,349,704,33.5,85357,98317,1666,0,9.8,5.5,481300,2207,462,1705,5021,1740,1719,1544,5044,92.2,36.5,408504,6037408504,0,0,0,CA,1417892,0,0.547,0,33.9987706,-117.9710616,2419,1419
4085.03,0.03,0,0.04,0.08,0.06,0.09,0.08,0.02,0.14,0.09,0.22,0.1,0.01,0.07,0.02,0.98,0.75,0,0.01,0.09,0.07,0.15,0.01,0.4,0.49,0.02,0,0.62,0.02,0.35,0.25,0.06,0.04,0.45,0.08,0.26,0.36,0.02,0,0.44,0.31,461,778,38.5,128971,143603,2059,3.2,0,7,670400,2847,577,2419,6619,2739,2679,1974,6619,95.5,46,408503,6037408503,0,0,0,CA,4688104,1764,1.81,0.001,33.983157,-117.9826865,2704,1133
4085.01,0.09,0,0.05,0.08,0.08,0.16,0.08,0.01,0.05,0.11,0.15,0.14,0.04,0.05,0.03,0.89,0.52,0,0,0.35,0.12,0.27,0.04,0.39,0.35,0.02,0.04,0.76,0.23,0.43,0.33,0.14,0.1,0.09,0.03,0.18,0.32,0.01,0.01,0.2,0.72,188,343,32.9,58276,68556,841,0,3.8,5.2,435200,1817,380,1419,2922,1246,1246,796,2922,89.5,35.9,408501,6037408501,0,0,0,CA,863906,0,0.334,0,34.0113412,-117.9680446,2042,1125
4084.02,0.08,0.02,0.05,0.11,0.02,0.1,0.08,0.02,0.09,0.11,0.19,0.1,0.05,0.06,0.02,0.94,0.62,0,0,0.05,0.04,0.17,0.03,0.43,0.38,0.03,0.01,0.66,0.04,0.39,0.3,0.06,0.09,0.3,0.09,0.23,0.55,0.01,0.02,0.22,0.61,273,784,38.3,86991,103162,1870,2.2,0,6.3,591600,2478,536,2340,6447,2122,2051,1831,6468,97.9,45.2,408402,6037408402,0,0,0,CA,11572332,2068,4.468,0.001,34.0145909,-118.0024823,1806,1282
4084.01,0.06,0.01,0.09,0.08,0.01,0.17,0.03,0.01,0.04,0.07,0.21,0.12,0.08,0.1,0.05,0.95,0.65,0,0,0.37,0.14,0.22,0.05,0.36,0.43,0.05,0.01,0.85,0.03,0.38,0.28,0.13,0.08,0.24,0.06,0.2,0.33,0.02,0,0.24,0.64,216,801,31.4,76328,73977,1281,0,0,5.7,444200,2015,361,1720,4593,1692,1664,1262,4629,106.7,38.7,408401,6037408401,0,0,0,CA,1158806,0,0.447,0,34.018275,-117.9819245,2340,1125
4083.03,0.12,0,0.05,0.05,0.07,0.06,0.13,0.03,0.05,0.05,0.32,0.08,0.08,0.04,0.01,0.94,0.62,0,0.01,0.17,0.08,0.15,0.01,0.41,0.35,0.01,0.02,0.66,0.03,0.45,0.39,0.1,0.04,0.19,0.06,0.24,0.51,0.01,0,0.15,0.72,271,492,38.5,72049,85612,1191,0,0,6,499200,2077,554,1415,4396,1114,1101,1179,4396,95.9,36.3,408303,6037408303,0,0,0,CA,1652408,75634,0.638,0.029,34.0341304,-118.0053624,2340,1156
4083.02,0.04,0.01,0.08,0.1,0.04,0.09,0.12,0.01,0.05,0.14,0.2,0.08,0.03,0.06,0.04,0.93,0.67,0,0,0.14,0.06,0.13,0.01,0.46,0.46,0.12,0.03,0.58,0.04,0.32,0.26,0.14,0.11,0.18,0.04,0.19,0.54,0,0.01,0.15,0.77,259,661,33.8,92955,97463,1145,4.8,0,5.8,462800,1968,444,1806,4122,1491,1463,1068,4122,110.7,40,408302,6037408302,0,0,0,CA,2925011,440695,1.129,0.17,34.0382308,-118.0172042,1436,1131
4083.01,0.11,0,0.08,0.14,0.03,0.13,0.07,0,0.05,0.11,0.16,0.13,0.07,0.02,0.04,0.86,0.45,0,0,0.32,0.05,0.17,0.07,0.34,0.47,0.18,0.04,0.82,0.18,0.41,0.44,0.25,0.18,0.09,0.04,0.18,0.3,0.01,0,0.13,0.84,449,797,27.6,65662,72913,1279,0,0,5.3,416500,1857,361,1282,5491,2407,2378,1225,5561,82.2,35.4,408301,6037408301,0,0,0,CA,1991496,93798,0.769,0.036,34.0464049,-117.9957024,1913,1334
4082.12,0.06,0,0.02,0.11,0.05,0.11,0.06,0.02,0.05,0.1,0.28,0.15,0.02,0.05,0.03,0.95,0.62,0,0,0.21,0.12,0.21,0.04,0.42,0.37,0.04,0.04,0.66,0.15,0.42,0.28,0.06,0.1,0.33,0.05,0.21,0.21,0.03,0,0.55,0.31,536,447,31.7,75870,101741,1382,0,0,5.7,555200,2203,696,1719,5235,2548,2458,1356,5285,100.8,40.8,408212,6037408212,0,0,0,CA,2815273,35848,1.087,0.014,33.994422,-117.8795586,2300,1339
4082.11,0.04,0.01,0.06,0.16,0.06,0.16,0.09,0.02,0.05,0.08,0.17,0.07,0.04,0.04,0.04,0.82,0.47,0,0,0.53,0.21,0.36,0.04,0.41,0.29,0.08,0.15,0.51,0.09,0.39,0.28,0.11,0.06,0.33,0.05,0.2,0.27,0.01,0,0.65,0.3,675,450,29.2,55476,64438,1852,3.5,0,4.4,388400,1710,451,1571,6057,3695,3669,1790,6064,88.3,37.6,408211,6037408211,0,0,0,CA,7762269,110782,2.997,0.043,33.9988356,-117.9080818,1931,1250
4082.02,0.04,0.01,0.09,0.15,0.01,0.21,0.1,0,0.04,0.13,0.13,0.06,0.05,0.02,0.02,0.8,0.4,0,0,0.38,0.2,0.21,0.03,0.22,0.45,0.09,0.05,0.67,0.06,0.47,0.28,0.14,0.12,0.17,0.03,0.11,0.49,0.01,0,0.13,0.8,156,296,34.8,65600,87395,489,0,0,5.2,538500,2349,338,1125,1939,752,752,456,2004,110.7,35.1,408202,6037408202,0,0,0,CA,10252143,232878,3.958,0.09,34.0213468,-117.9657288,2042,1419
4081.41,0.07,0.02,0.08,0.19,0.08,0.13,0.11,0.01,0.02,0.08,0.12,0.1,0.03,0.03,0.02,0.85,0.43,0,0,0.26,0.07,0.24,0.01,0.26,0.54,0.13,0.07,0.76,0.05,0.45,0.42,0.28,0.14,0.07,0.01,0.16,0.26,0.01,0,0.18,0.81,415,818,29,75417,80887,1159,0,5.5,5.6,380700,1747,408,1596,5617,2800,2775,1107,5627,106.6,33.8,408141,6037408141,0,0,0,CA,1121077,0,0.433,0,34.008773,-117.8924325,2022,1571
4081.4,0.14,0.01,0.12,0.12,0.02,0.18,0.09,0.01,0.06,0.08,0.11,0.15,0.04,0.02,0.05,0.81,0.34,0,0.01,0.28,0.05,0.37,0.05,0.4,0.44,0.1,0.07,0.58,0.04,0.51,0.42,0.3,0.14,0.07,0.01,0.12,0.36,0.01,0,0.11,0.85,343,748,27.9,62524,65092,786,2.7,0,5.5,337100,1813,376,1791,3911,1767,1722,759,3918,99,29.2,408140,6037408140,0,0,0,CA,917605,0,0.354,0,34.0095219,-117.9032402,1931,1571
4081.39,0.07,0,0.08,0.19,0.03,0.13,0.1,0,0.01,0.14,0.17,0.09,0.06,0.01,0.03,0.82,0.38,0,0,0.31,0.04,0.29,0.05,0.25,0.5,0.18,0.06,0.69,0.06,0.45,0.38,0.26,0.21,0.06,0.03,0.15,0.4,0,0.01,0.03,0.94,292,785,29.4,63021,71830,832,0,0,5.7,346700,1801,343,1676,4404,1856,1810,813,4404,98.6,34.2,408139,6037408139,0,0,0,CA,785108,0,0.303,0,34.012323,-117.9134004,1931,1226
4081.38,0.09,0,0.08,0.15,0.06,0.08,0.1,0.01,0.05,0.11,0.2,0.07,0.06,0.03,0.02,0.85,0.39,0,0,0.26,0.05,0.22,0.04,0.34,0.39,0.13,0.05,0.51,0.1,0.47,0.42,0.27,0.1,0.11,0.04,0.14,0.35,0.02,0.01,0.05,0.88,546,848,34.1,52939,70142,1243,2.6,0,5.3,271500,1683,607.7262533,1328,5558,2157,2123,1219,5558,105.2,33.3,408138,6037408138,0,0,0,CA,885783,0,0.342,0,34.0193311,-117.9159505,1925,1226
4081.37,0.12,0,0.05,0.15,0.04,0.09,0.07,0.01,0.08,0.09,0.26,0.08,0.05,0.04,0.03,0.95,0.63,0,0,0.62,0.27,0.32,0.03,0.36,0.29,0.12,0.01,0.84,0.06,0.4,0.43,0.04,0.05,0.33,0.06,0.17,0.34,0.1,0,0.34,0.46,301,673,36.9,70476,79785,1401,0,4.6,4.6,428300,2032,585,1674,4271,1592,1553,1320,4291,102.3,33.5,408137,6037408137,0,0,0,CA,830776,0,0.321,0,34.0084495,-117.8838337,2325,1596
4081.36,0.06,0,0.05,0.1,0.06,0.11,0.08,0.01,0.09,0.1,0.21,0.13,0.03,0.04,0.02,0.93,0.59,0,0,0.23,0.09,0.17,0.03,0.33,0.43,0.03,0.01,0.64,0.07,0.29,0.36,0.1,0.09,0.23,0.08,0.19,0.3,0.05,0.03,0.39,0.49,174,547,37.1,76799,84668,1042,0,0,6.1,453100,1935,448,2022,3657,1550,1525,1023,3745,84.6,42.5,408136,6037408136,0,0,0,CA,1009419,0,0.39,0,34.0089143,-117.8755476,2325,1596
4081.35,0.06,0,0.05,0.12,0.05,0.09,0.09,0.05,0.09,0.09,0.21,0.08,0.04,0.04,0.06,0.92,0.69,0,0,0.45,0.13,0.26,0.02,0.45,0.36,0.01,0,0.79,0.01,0.32,0.35,0.03,0.06,0.41,0.07,0.16,0.2,0.03,0,0.47,0.41,281,527,36.3,90347,95002,1214,3.6,0,5.8,501600,2223,688,1931,3938,1552,1538,1190,3948,81.4,37.3,408135,6037408135,0,0,0,CA,1129932,0,0.436,0,34.016144,-117.8977913,1925,1596
4081.34,0.06,0,0.04,0.08,0.02,0.06,0.12,0.03,0.05,0.12,0.33,0.06,0.05,0.06,0.02,0.94,0.67,0,0,0.22,0.12,0.18,0.02,0.37,0.47,0.02,0.03,0.77,0.05,0.49,0.32,0.07,0.04,0.4,0.05,0.27,0.18,0.09,0,0.52,0.26,144,290,40,91736,108991,818,0,10.5,6.4,459000,2279,580,1925,2744,1400,1338,763,2783,104.6,42.9,408134,6037408134,0,0,0,CA,884018,0,0.341,0,34.0224507,-117.8980812,2325,1493
4081.33,0.1,0,0.07,0.1,0.03,0.12,0.07,0.04,0.05,0.08,0.23,0.1,0.08,0.02,0.04,0.86,0.5,0,0,0.59,0.16,0.39,0.05,0.41,0.26,0.1,0.05,0.78,0.01,0.38,0.41,0.15,0.08,0.29,0.03,0.14,0.27,0.04,0,0.36,0.55,557,689,34.8,66458,78483,1614,0,1.9,4.6,485500,1958,444,1627,5455,2749,2698,1539,5502,95.7,33.3,408133,6037408133,0,0,0,CA,1057185,0,0.408,0,34.0241796,-117.9093406,1931,1328
4080.06,0.1,0,0.03,0.16,0.04,0.12,0.04,0.03,0.03,0.1,0.27,0.06,0.04,0.1,0.04,0.95,0.6,0,0.01,0.53,0.12,0.33,0.01,0.42,0.25,0.12,0.02,0.72,0.18,0.34,0.36,0.07,0.03,0.34,0.03,0.17,0.16,0.06,0,0.57,0.35,164,601,32.2,70217,87193,1104,0,13.5,4.5,549800,2271,510,1493,3430,1878,1821,1010,3452,96.5,38.2,408006,6037408006,0,0,0,CA,3323281,0,1.283,0,34.0345437,-117.9014171,1931,1581
4080.05,0.07,0,0.05,0.08,0.07,0.14,0.07,0.02,0.1,0.08,0.19,0.14,0.04,0.03,0.03,0.91,0.67,0.02,0.01,0.26,0.2,0.26,0.02,0.38,0.37,0.04,0.02,0.72,0.05,0.37,0.28,0.06,0.06,0.45,0.08,0.17,0.39,0.04,0.01,0.4,0.39,341,843,32,105640,125845,1633,1.7,0,6.1,612200,2459,827,1769,5074,2117,2066,1530,5110,110.2,38.5,408005,6037408005,0,0,0,CA,3680014,4628,1.421,0.002,34.0490207,-117.8958117,2208,1263
4080.04,0.07,0,0.03,0.12,0.06,0.05,0.07,0.01,0.07,0.14,0.24,0.1,0.05,0.05,0.02,0.9,0.65,0,0,0.49,0.15,0.4,0.05,0.49,0.23,0.08,0.01,0.76,0.1,0.37,0.32,0.09,0.04,0.45,0.05,0.11,0.32,0.07,0,0.39,0.45,193,395,38.2,71971,87273,886,0,3.5,4.8,371000,1912,572,1650,2486,1066,1040,827,2486,93.5,35.5,408004,6037408004,0,0,0,CA,618357,0,0.239,0,34.0379961,-117.9156679,1627,1328
4080.03,0.07,0.02,0.05,0.09,0.05,0.14,0.08,0.01,0.06,0.12,0.24,0.06,0.04,0.04,0.11,0.83,0.56,0,0,0.25,0.17,0.23,0.1,0.37,0.39,0.05,0.03,0.66,0.19,0.43,0.39,0.07,0.1,0.28,0.09,0.17,0.3,0.06,0.01,0.3,0.58,385,138,31.3,100288,93651,1297,0,7,5.6,446900,2106,611,1581,4642,1904,1862,1264,4642,97.8,37.2,408003,6037408003,0,0,0,CA,1363453,1729,0.526,0.001,34.0455304,-117.9154705,2208,1493
4078.02,0.06,0.01,0.06,0.15,0.05,0.18,0.09,0.02,0.04,0.08,0.16,0.1,0.05,0.02,0,0.86,0.55,0,0,0.15,0.06,0.16,0.01,0.38,0.45,0.13,0.03,0.76,0.01,0.5,0.36,0.2,0.11,0.1,0.07,0.17,0.46,0.02,0.01,0.15,0.78,200,430,29.5,83413,91660,807,0,12.1,5.9,427800,1913,338,1456,3580,1433,1414,771,3596,114.9,36.3,407802,6037407802,0,0,0,CA,3131551,1706,1.209,0.001,34.0229332,-117.9348628,1662,951
4078.01,0.08,0.02,0.03,0.19,0.08,0.09,0.05,0.01,0.05,0.07,0.19,0.13,0.05,0.04,0.01,0.89,0.59,0,0,0.18,0.12,0.17,0.03,0.29,0.56,0.14,0.07,0.78,0.07,0.49,0.38,0.21,0.09,0.14,0.02,0.16,0.37,0.01,0,0.24,0.71,407,914,28.7,83355,101496,1104,1.9,0,6.1,426000,1900,446,1600,5957,2548,2516,1087,5976,106.5,34.6,407801,6037407801,0,0,0,CA,1072033,0,0.414,0,34.0302293,-117.9214946,1650,1226
4077.02,0.06,0.01,0.08,0.18,0.03,0.14,0.06,0,0.05,0.14,0.18,0.1,0.03,0.01,0.03,0.9,0.56,0,0,0.29,0.09,0.24,0.02,0.34,0.43,0.09,0.01,0.7,0.09,0.4,0.32,0.22,0.11,0.18,0.03,0.18,0.43,0.01,0.02,0.15,0.76,594,877,38,75518,92029,1677,0.5,7.6,5.8,407300,1673,412,1662,6909,2610,2505,1609,6920,81.2,31.9,407702,6037407702,0,0,0,CA,2000417,905,0.772,0,34.0211206,-117.9466149,2042,951
4077.01,0.04,0.02,0.07,0.17,0.05,0.13,0.09,0.01,0.03,0.08,0.13,0.11,0.07,0.03,0.09,0.81,0.34,0,0,0.58,0.06,0.33,0.13,0.29,0.25,0.18,0.1,0.64,0.23,0.52,0.42,0.31,0.19,0.07,0.04,0.15,0.29,0.02,0,0.12,0.85,299,918,33.1,40929,59416,1245,0,4.4,4.3,367100,1765,293,1226,4964,2283,2259,1128,4971,102.6,31.4,407701,6037407701,0,0,0,CA,1134475,0,0.438,0,34.0139367,-117.9298382,1936,1328
4076.02,0.09,0.01,0.1,0.12,0.04,0.15,0.08,0.01,0.03,0.07,0.22,0.1,0.03,0.03,0.01,0.86,0.45,0,0,0.35,0.14,0.22,0.05,0.3,0.48,0.1,0.02,0.69,0.05,0.45,0.41,0.18,0.14,0.11,0.06,0.15,0.37,0.01,0,0.11,0.82,126,794,29.4,65573,73079,930,0,0,5.8,418400,1720,379,1514,3980,1455,1404,926,3980,90.2,35.2,407602,6037407602,0,0,0,CA,933775,841,0.361,0,34.0323937,-117.9468466,1719,951
