Label (Grouping),Unemployment Rate,"Agriculture, forestry, fishing and hunting, and mining",Construction,Manufacturing,Wholesale trade,Retail trade,"Transportation and warehousing, and utilities",Information,"Finance and insurance, and real estate and rental and leasing","Professional, scientific, and management, and administrative and waste management services","Educational services, and health care and social assistance","Arts, entertainment, and recreation, and accommodation and food services","Other services, except public administration",Public administration,"INCOME AND BENEFITS (IN 2018 INFLATION-ADJUSTED DOLLARS) Less than $10,000",HEALTH INSURANCE COVERAGE With health insurance coverage,HEALTH INSURANCE COVERAGE With private health insurance,YEAR STRUCTURE BUILT Built 2014 or later,YEAR STRUCTURE BUILT Built 2010 to 2013,HOUSING TENURE Renter-occupied,YEAR HOUSEHOLDER MOVED INTO UNIT Moved in 2015 or later,YEAR HOUSEHOLDER MOVED INTO UNIT Moved in 2010 to 2014,VEHICLES AVAILABLE No vehicles available,VEHICLES AVAILABLE 2 vehicles available,VEHICLES AVAILABLE 3 or more vehicles available,OCCUPANTS PER ROOM 1.01 to 1.50,OCCUPANTS PER ROOM 1.51 or more,MORTGAGE STATUS Owner-occupied units Housing units with a mortgage,65 years and over,MARITAL STATUS Males 15 years and over Never married,MARITAL STATUS Females 15 years and over Never married,EDUCATIONAL ATTAINMENT Less than 9th grade,"EDUCATIONAL ATTAINMENT 9th to 12th grade, no diploma",Bachelor's degree or higher,PLACE OF BIRTH Native Different state,SEX AND AGE 62 years and over,White,Black or African American,American Indian and Alaska Native,Asian,Hispanic or Latino (of any race),Own children of the householder under 6 years,Own children of the householder 6 to 17 years,Mean travel time to work (minutes),Median household income (dollars),Mean household income (dollars),Total housing units,Homeowner vacancy rate,Rental vacancy rate,ROOM Median rooms,VALUE Median (dollars),SELECTED MONTHLY OWNER COSTS (SMOC) Housing units with a mortgage Median (dollars),SELECTED MONTHLY OWNER COSTS (SMOC) Housing units without a mortgage Median (dollars),GROSS RENT Occupied units paying rent Median (dollars),Population in households,YEAR OF ENTRY Population born outside the United States,YEAR OF ENTRY Foreign born,Total households,Total population,Sex ratio (males per 100 females),Median age (years),tract_x,geoid,label_bin,label_three,label_four,USPS,ALAND,AWATER,ALAND_SQMI,AWATER_SQMI,INTPTLAT,INTPTLONG,relation_max_fee,relation_min_fee
9201.16,0.05,0,0.03,0.1,0.04,0.1,0.09,0.04,0.1,0.11,0.18,0.1,0.03,0.1,0.01,0.96,0.85,0.01,0,0.08,0.1,0.26,0.01,0.43,0.4,0.01,0,0.83,0.08,0.26,0.25,0.02,0.03,0.37,0.16,0.14,0.67,0.07,0,0.14,0.24,438,897,29.9,109625,123075,1691,0,0,6.2,483600,2572,786,2063,5289,1136,1057,1656,5289,92.5,38.1,920116,6037920116,0,0,3,CA,7423211,1353,2.866,0.001,34.4800598,-118.632867,2810,1125
9201.15,0.03,0.02,0.05,0.08,0.02,0.09,0.07,0.08,0.09,0.13,0.2,0.11,0.01,0.06,0.02,0.99,0.86,0,0.01,0.25,0.19,0.24,0.02,0.48,0.21,0.01,0.01,0.79,0.08,0.31,0.17,0.01,0.02,0.57,0.24,0.15,0.65,0.02,0,0.15,0.21,416,681,34.1,114408,131324,1540,0,0,5.9,551100,3091,741,1576,4026,703,641,1509,4026,101,40.8,920115,6037920115,0,0,3,CA,3600356,0,1.39,0,34.4257895,-118.5500603,2046,1538.682558
9201.14,0.06,0,0.07,0.06,0.02,0.08,0.05,0.05,0.09,0.08,0.29,0.12,0.04,0.05,0.02,0.94,0.86,0.01,0.01,0.55,0.33,0.38,0,0.58,0.17,0.01,0.03,0.87,0,0.3,0.37,0.02,0.01,0.55,0.26,0.05,0.65,0.05,0,0.19,0.18,608,1239,32.4,103750,118153,2356,0,0,5,587600,2964,681,2001,6723,1246,1211,2342,6723,80.5,31,920114,6037920114,0,0,3,CA,2835169,0,1.095,0,34.4314745,-118.5622123,2191,1538.682558
9201.12,0.06,0,0.06,0.11,0.02,0.06,0.06,0.04,0.07,0.14,0.25,0.07,0.1,0.04,0,0.96,0.81,0,0,0.23,0.09,0.27,0.1,0.4,0.34,0.01,0,0.8,0.11,0.26,0.24,0.02,0.05,0.4,0.25,0.22,0.79,0.06,0,0.08,0.23,229,702,37.5,117656,138146,1496,0,0,6.2,559800,2590,673,1538.682558,4255,587,551,1496,4279,106.3,43.5,920112,6037920112,0,0,3,CA,1728570,0,0.667,0,34.4354255,-118.5391687,2281,1085
9201.11,0.08,0,0.05,0.07,0.02,0.05,0.1,0.06,0.05,0.08,0.31,0.13,0.05,0.03,0.01,0.96,0.84,0,0,0.12,0.07,0.19,0,0.48,0.39,0.03,0,0.81,0.07,0.28,0.29,0.02,0.04,0.35,0.22,0.16,0.7,0.03,0.02,0.11,0.26,146,431,38.1,107500,121310,958,0,0,6,487300,2438,631,2281,2957,344,297,934,2995,98,39.7,920111,6037920111,0,0,3,CA,1175068,0,0.454,0,34.4524557,-118.5384384,2558,1538.682558
9201.1,0.05,0,0.03,0.18,0.01,0.08,0.06,0.08,0.07,0.17,0.19,0.05,0.05,0.04,0.01,0.96,0.9,0,0,0.31,0.16,0.3,0,0.49,0.39,0.02,0,0.89,0,0.39,0.29,0.01,0,0.6,0.22,0.11,0.77,0.04,0,0.17,0.13,107,628,37.5,153798,174333,1002,4.1,0,6.9,660100,3075,1015,1912,3093,586,560,965,3093,111.7,39.3,920110,6037920110,0,0,3,CA,1053808,0,0.407,0,34.4462512,-118.5457329,2425,1538.682558
9201.09,0.06,0,0.07,0.07,0.04,0.12,0.04,0.06,0.09,0.11,0.2,0.1,0.03,0.07,0.01,0.95,0.85,0,0,0.37,0.14,0.42,0.02,0.49,0.22,0.01,0.01,0.79,0.01,0.28,0.2,0.02,0.02,0.51,0.22,0.16,0.69,0.08,0.01,0.12,0.2,363,1129,38,110079,123501,2186,0,3.5,5.6,569700,2598,763,2191,5835,1138,992,2083,5835,89.9,41.2,920109,6037920109,0,0,3,CA,2258752,505,0.872,0,34.4529062,-118.553452,2425,1538.682558
9201.06,0.11,0.02,0.08,0.16,0.01,0.13,0.06,0.04,0.05,0.09,0.2,0.09,0.02,0.04,0.04,0.82,0.61,0.02,0.01,0.16,0.08,0.24,0.01,0.45,0.46,0.13,0.03,0.75,0.1,0.46,0.39,0.13,0.07,0.16,0.11,0.12,0.7,0.04,0.01,0.04,0.65,258,645,34,85556,96721,958,0,6.4,5.4,329200,1948,546,1125,3573,943,904,922,3573,101.5,34.5,920106,6037920106,0,0,0,CA,46113007,670557,17.804,0.259,34.4444857,-118.6737987,2810,1538.682558
9201.04,0.06,0,0.03,0.1,0.03,0.04,0.07,0.07,0.1,0.12,0.19,0.15,0.04,0.06,0.03,0.94,0.76,0,0,0.05,0.06,0.16,0,0.39,0.55,0.01,0.01,0.76,0.03,0.28,0.33,0.05,0.06,0.26,0.18,0.16,0.82,0.01,0,0.04,0.2,230,409,31.9,126474,141082,898,1.6,0,7.1,549500,2609,744,2464,2966,410,404,864,2966,89.2,41.6,920104,6037920104,0,0,3,CA,158260183,34125,61.105,0.013,34.5728918,-118.743322,2810,1125
9201.02,0.09,0.01,0.07,0.15,0.03,0.08,0.1,0.04,0.06,0.11,0.16,0.09,0.04,0.07,0.09,0.94,0.64,0,0,0.44,0.18,0.41,0.05,0.3,0.27,0.03,0,0.81,0.25,0.37,0.23,0.03,0.11,0.31,0.22,0.13,0.73,0.06,0,0.08,0.37,476,911,35.5,80135,95317,1940,0,2.3,5.2,380900,2774,346,1202,5215,1223,1081,1814,5387,102.6,35.8,920102,6037920102,0,0,0,CA,615828928,12194707,237.773,4.708,34.6330733,-118.6002394,2950,1402
9200.45,0.04,0.01,0.01,0.09,0.01,0.09,0.05,0.06,0.11,0.11,0.25,0.09,0.05,0.08,0.02,0.96,0.87,0,0,0.09,0.05,0.19,0.02,0.52,0.34,0.01,0.01,0.81,0.02,0.32,0.31,0.01,0.03,0.39,0.17,0.14,0.77,0.02,0,0.12,0.24,205,823,31.1,128269,136142,1372,0.6,0,6.5,530700,2762,728,2663,4472,912,850,1364,4472,91.8,41.6,920045,6037920045,0,0,3,CA,1869926,0,0.722,0,34.4533926,-118.5168986,2950,1568
9200.44,0.04,0,0.07,0.1,0.01,0.12,0.09,0.08,0.07,0.08,0.18,0.12,0.03,0.06,0.02,0.91,0.79,0,0,0.14,0.17,0.25,0.04,0.44,0.35,0.02,0.01,0.84,0.02,0.32,0.23,0.01,0.01,0.44,0.18,0.14,0.67,0.02,0,0.18,0.2,212,401,43,102625,113915,853,0,13.6,5.9,460100,2142,548,1568,2543,495,489,835,2552,127.5,38.1,920044,6037920044,0,0,0,CA,972475,27696,0.375,0.011,34.4435485,-118.5164043,2663,1085
9200.43,0.05,0,0.05,0.12,0.01,0.11,0.06,0.05,0.07,0.12,0.28,0.05,0.03,0.05,0.02,0.96,0.88,0.05,0.09,0.15,0.14,0.34,0.01,0.51,0.38,0.04,0,0.83,0.04,0.32,0.19,0.03,0.02,0.47,0.12,0.13,0.53,0.04,0,0.3,0.28,639,1397,43.8,140370,161786,2040,0,0,7.2,625500,3381,999,2357,7005,2046,1989,1988,7005,97.5,37.9,920043,6037920043,0,0,3,CA,18679074,11223,7.212,0.004,34.3909956,-118.4411518,2613,1533
9200.42,0.04,0,0.1,0.15,0.02,0.11,0.03,0.02,0.09,0.11,0.22,0.07,0.03,0.05,0.01,0.92,0.73,0,0.02,0.45,0.17,0.45,0.03,0.43,0.28,0.08,0,0.89,0.22,0.36,0.35,0.03,0.06,0.25,0.13,0.14,0.61,0.07,0,0.12,0.34,699,997,38.7,90996,97918,2521,0,0,4.8,414300,2320,608,1815,7521,1276,1263,2481,7527,81.8,34.4,920042,6037920042,0,0,0,CA,3760659,0,1.452,0,34.3970572,-118.4712312,2357,1561
9200.41,0.09,0,0.03,0.05,0.04,0.11,0.03,0.08,0.06,0.22,0.18,0.14,0.05,0.03,0.02,0.89,0.6,0,0.04,0.68,0.23,0.45,0.03,0.47,0.24,0.15,0.08,0.85,0.09,0.41,0.36,0.07,0.08,0.31,0.12,0.06,0.56,0.12,0.02,0.13,0.45,312,635,36.2,78192,82267,912,7.6,10.6,4.6,380600,2103,738,2232,3100,714,662,824,3100,107.2,27.3,920041,6037920041,0,0,0,CA,1809186,0,0.699,0,34.4180484,-118.4333787,2613,1441
9200.4,0.11,0,0.05,0.07,0.01,0.2,0.03,0.07,0.08,0.11,0.25,0.09,0.01,0.03,0.01,0.95,0.75,0,0.01,0.31,0.17,0.35,0,0.42,0.44,0.07,0.01,0.8,0.08,0.37,0.27,0.04,0.04,0.36,0.17,0.14,0.64,0.05,0,0.13,0.28,389,407,37.8,94837,115363,1011,0,0,6.2,533200,2754,591,1892,3360,1090,1080,993,3360,95,35.4,920040,6037920040,0,0,3,CA,2960456,0,1.143,0,34.435608,-118.4274646,2613,1441
9200.39,0.14,0,0.06,0.08,0.05,0.17,0.09,0.05,0.07,0.08,0.17,0.08,0.01,0.09,0.01,0.95,0.79,0,0,0.13,0.09,0.25,0.01,0.45,0.42,0,0,0.83,0.02,0.33,0.37,0.02,0.03,0.31,0.21,0.19,0.79,0.08,0,0.04,0.35,145,247,33.1,123938,124631,561,1.2,0,6.8,519600,2531,840,2440,1824,323,259,555,1824,109.9,40.7,920039,6037920039,0,0,3,CA,1042081,1043,0.402,0,34.4233641,-118.4397622,2232,1441
9200.38,0.08,0.02,0.12,0.11,0.03,0.1,0.04,0.03,0.03,0.11,0.13,0.16,0.08,0.04,0.04,0.87,0.55,0.01,0,0.6,0.29,0.37,0.04,0.41,0.14,0.11,0.05,0.82,0.14,0.48,0.41,0.08,0.11,0.26,0.14,0.11,0.68,0.04,0.04,0.06,0.59,385,719,36.7,53100,61347,1673,3.6,2.5,4,236600,1688,722,1533,4299,1280,1257,1600,4299,89.3,33,920038,6037920038,0,0,0,CA,993208,0,0.383,0,34.4236681,-118.4469663,2440,1441
9200.37,0.06,0,0.11,0.1,0.03,0.17,0.06,0.02,0.06,0.1,0.17,0.09,0.08,0.02,0.05,0.89,0.42,0,0.02,0.83,0.17,0.5,0.01,0.44,0.19,0.1,0.18,0.81,0.1,0.51,0.42,0.13,0.1,0.18,0.08,0.08,0.56,0.08,0.06,0.05,0.76,1236,2003,29.3,56694,64269,2373,0,6.4,3.8,271100,1736,450,1719,8266,2702,2577,2236,8266,94.7,25.6,920037,6037920037,0,0,0,CA,932567,0,0.36,0,34.4133052,-118.4506873,2440,1441
9200.36,0.08,0,0.04,0.11,0.01,0.1,0.06,0.08,0.05,0.13,0.2,0.14,0.03,0.06,0.05,0.89,0.66,0,0,0.38,0.11,0.31,0.02,0.35,0.37,0.05,0.05,0.83,0.05,0.43,0.33,0.08,0.09,0.24,0.14,0.12,0.77,0.03,0.01,0.05,0.54,218,573,36.5,84464,90772,954,0,0,5.4,420600,2248,548,1561,3158,738,710,954,3170,115.4,34.9,920036,6037920036,0,0,0,CA,1222296,0,0.472,0,34.4215429,-118.4758577,2136,1342
9200.35,0.07,0,0.05,0.08,0.05,0.13,0.04,0.05,0.05,0.13,0.22,0.12,0.06,0.03,0.05,0.88,0.67,0.01,0.01,0.25,0.13,0.23,0.02,0.4,0.32,0.02,0.01,0.79,0.03,0.46,0.41,0.07,0.07,0.31,0.13,0.14,0.68,0.01,0,0.12,0.49,495,1229,37.4,79890,94229,2256,2.9,0,5.7,400800,2224,479,1950,7112,2287,2197,2207,7112,87.8,35.8,920035,6037920035,0,0,0,CA,2466773,0,0.952,0,34.4193105,-118.4640472,2440,1441
9200.34,0.07,0,0.08,0.06,0.04,0.1,0.03,0.06,0.06,0.08,0.18,0.14,0.1,0.06,0.05,0.89,0.61,0,0.03,0.27,0.11,0.29,0.02,0.37,0.42,0.03,0.02,0.83,0.08,0.4,0.33,0.06,0.06,0.32,0.11,0.14,0.73,0.02,0.01,0.11,0.38,215,689,34,84094,96923,1149,0,0,5.9,456500,2456,698,1441,3574,946,907,1079,3582,116.3,38.3,920034,6037920034,0,0,0,CA,9013714,0,3.48,0,34.4388053,-118.4511824,3500,1533
9200.32,0.05,0,0.07,0.06,0.06,0.05,0.06,0.06,0.11,0.09,0.2,0.09,0.04,0.11,0.01,0.97,0.89,0.18,0.11,0.04,0.15,0.32,0,0.39,0.56,0.01,0,0.9,0.1,0.35,0.34,0.01,0.05,0.36,0.14,0.11,0.71,0.05,0,0.13,0.24,315,705,41.1,141140,151969,1042,3.4,0,7.2,632500,3133,690,3500,3502,583,529,969,3641,94.7,36.9,920032,6037920032,0,0,3,CA,12317338,0,4.756,0,34.4591733,-118.4642303,2136,1441
9200.31,0.07,0,0.08,0.05,0.01,0.09,0.03,0.06,0.08,0.18,0.16,0.16,0.07,0.04,0.03,0.95,0.66,0.01,0.01,0.15,0.16,0.18,0.07,0.41,0.11,0.01,0,0.61,0.04,0.27,0.19,0.05,0.06,0.25,0.34,0.38,0.77,0.04,0.01,0.1,0.3,276,618,42.4,56518,81899,2570,0,0,4.9,290100,1628,717,1865,5572,1231,1172,2521,5618,82.3,53.3,920031,6037920031,0,0,0,CA,6360356,1241,2.456,0,34.3994653,-118.4836245,1950,1342
9200.3,0.05,0,0.05,0.1,0.03,0.11,0.02,0.05,0.06,0.14,0.26,0.11,0.05,0.03,0.04,0.93,0.69,0,0,0.35,0.24,0.35,0.02,0.49,0.25,0.03,0.02,0.87,0.17,0.41,0.4,0.04,0.05,0.34,0.14,0.09,0.66,0.06,0,0.12,0.36,624,1007,31.7,81786,95093,1906,0.6,3.7,5.7,426800,2283,628,1791,5849,1219,1156,1840,5849,91,32.3,920030,6037920030,0,0,0,CA,2617891,0,1.011,0,34.4151371,-118.4898281,2136,1342
9200.29,0.09,0,0.06,0.06,0.04,0.12,0.05,0.03,0.06,0.11,0.14,0.17,0.09,0.07,0.04,0.94,0.77,0,0,0.3,0.1,0.33,0.04,0.36,0.39,0.06,0.03,0.71,0.06,0.36,0.33,0.02,0.05,0.27,0.2,0.12,0.71,0.03,0,0.07,0.34,285,681,33.1,76844,93168,1202,0,7.1,5.5,423100,2059,468,1695,3949,885,819,1151,3956,95.6,34.9,920029,6037920029,0,0,0,CA,2238062,2114,0.864,0.001,34.4303422,-118.4865185,2136,1342
9200.28,0.04,0.01,0.03,0.12,0.03,0.08,0.06,0.06,0.07,0.07,0.31,0.05,0.03,0.08,0.04,0.96,0.87,0.03,0.06,0.14,0.16,0.33,0.02,0.44,0.34,0.02,0.02,0.9,0.12,0.26,0.28,0.03,0.03,0.45,0.16,0.09,0.69,0.05,0.01,0.13,0.34,975,1425,40,117423,136045,2182,1.6,0,5.9,478100,2815,639,2136,7271,1574,1466,2131,7271,85.5,33.3,920028,6037920028,0,0,3,CA,2617271,0,1.011,0,34.4392803,-118.4869105,3500,1342
9200.23,0.09,0.01,0.04,0.1,0.05,0.17,0.04,0.03,0.07,0.11,0.15,0.13,0.09,0.03,0.03,0.89,0.54,0,0,0.17,0.12,0.19,0.02,0.37,0.38,0.09,0.01,0.72,0,0.46,0.35,0.14,0.1,0.15,0.1,0.13,0.79,0.04,0.01,0,0.62,131,490,33.5,76750,91499,750,0,0,5.6,146900,1774,720,1342,2766,767,757,729,2781,96.8,35.1,920023,6037920023,0,0,0,CA,1343029,0,0.519,0,34.4234641,-118.4919398,2136,1561
9200.2,0.08,0,0.1,0.09,0.02,0.11,0.03,0.05,0.05,0.07,0.24,0.11,0.06,0.06,0.02,0.93,0.75,0,0,0.08,0.09,0.14,0.02,0.35,0.46,0.06,0,0.75,0.03,0.43,0.26,0.04,0.06,0.32,0.18,0.16,0.82,0.02,0.01,0.06,0.31,381,1162,36.2,103417,123276,2106,0.9,0,6.4,518100,2402,632,1980,6875,1364,1345,2032,6911,104.5,37.5,920020,6037920020,0,0,3,CA,10835819,18673,4.184,0.007,34.4715219,-118.4990703,2950,1568
9200.18,0.03,0,0.05,0.15,0.03,0.05,0.07,0.09,0.07,0.06,0.29,0.07,0.03,0.05,0.03,0.97,0.85,0,0.01,0.14,0.08,0.23,0.01,0.34,0.45,0.02,0.01,0.76,0.12,0.26,0.23,0.03,0.03,0.33,0.14,0.14,0.86,0.03,0,0.06,0.24,199,321,34.9,106150,110391,716,0,6.4,5.8,475400,2371,564,2425,2095,245,220,709,2095,94.3,41.9,920018,6037920018,0,0,3,CA,967509,0,0.374,0,34.4558936,-118.5295464,2950,1568
9200.17,0.03,0,0.11,0.09,0,0.15,0.06,0.06,0.03,0.06,0.26,0.08,0.03,0.08,0.01,0.93,0.8,0,0,0.2,0.09,0.26,0.01,0.43,0.4,0.08,0,0.78,0.05,0.34,0.33,0.04,0.04,0.22,0.17,0.17,0.87,0,0,0.05,0.36,315,726,30.9,105536,110296,1362,0,0,5.8,470800,2233,587,1955,4452,546,485,1328,4491,92.3,37,920017,6037920017,0,0,0,CA,2068708,8391,0.799,0.003,34.4474408,-118.5295759,2663,1538.682558
9200.16,0.05,0,0.03,0.11,0.02,0.07,0.03,0.04,0.08,0.11,0.28,0.13,0.04,0.07,0.01,0.97,0.92,0,0.01,0.15,0.13,0.27,0.01,0.44,0.37,0.01,0,0.84,0,0.29,0.26,0.02,0.06,0.45,0.18,0.13,0.72,0.03,0,0.12,0.25,388,818,36.3,127422,149287,1403,0,0,7.4,620700,3085,828,2558,4465,746,699,1354,4465,98.8,38.3,920016,6037920016,0,0,3,CA,2118515,0,0.818,0,34.4638784,-118.5208803,2950,1568
9200.15,0.04,0,0.04,0.11,0.02,0.09,0.05,0.03,0.1,0.12,0.23,0.07,0.05,0.09,0.02,0.96,0.9,0.01,0,0.07,0.13,0.13,0.02,0.44,0.36,0,0.01,0.86,0.02,0.28,0.27,0.02,0.03,0.43,0.2,0.12,0.79,0.02,0,0.08,0.21,444,1110,40.1,140101,146729,1864,0,0,6.8,578600,2960,647,2950,5698,873,803,1833,5706,111.6,41,920015,6037920015,0,0,3,CA,5860174,1128,2.263,0,34.4731193,-118.5275931,2663,1955
9200.13,0.04,0,0.01,0.1,0.02,0.1,0.02,0.09,0.1,0.13,0.25,0.09,0.05,0.06,0.02,0.97,0.83,0.18,0.1,0.06,0.17,0.32,0.02,0.42,0.36,0.01,0,0.75,0.06,0.33,0.22,0.04,0.07,0.36,0.19,0.2,0.65,0.03,0.01,0.17,0.26,405,1096,41.7,125188,144351,2097,0,9.8,6.3,494900,2856,848,1085,6500,1410,1309,2072,6516,113.6,42,920013,6037920013,0,0,3,CA,8408110,3968,3.246,0.002,34.4297662,-118.5230964,2663,1538.682558
9200.12,0.05,0.1,0.13,0.1,0.02,0.05,0.05,0.04,0.05,0.11,0.22,0.02,0.08,0.03,0.02,0.86,0.69,0.01,0,0.25,0.12,0.38,0,0.41,0.33,0.04,0.01,0.68,0.05,0.31,0.23,0.06,0.05,0.3,0.22,0.25,0.88,0,0,0.02,0.2,50,114,41.4,64479,81837,540,0,0,5,264500,1436,433,1012,1023,135,131,441,1023,115.8,48.1,920012,6037920012,0,0,0,CA,69889224,2413797,26.984,0.932,34.5927112,-118.3492785,3250,963
9110.01,0.08,0,0.17,0.22,0,0.09,0.04,0.01,0.03,0.03,0.32,0.05,0.01,0.04,0.02,0.89,0.5,0,0.01,0.26,0.1,0.36,0.04,0.38,0.26,0.04,0,0.64,0.06,0.24,0.3,0.08,0.15,0.23,0.23,0.24,0.54,0.06,0,0.01,0.47,276,610,46.2,50732,78324,1784,2.1,0,5.1,240100,1682,487,1193,4361,883,811,1572,4380,89,46.7,911001,6037911001,0,0,0,CA,373223743,902535,144.102,0.348,34.4839878,-117.8077879,1422,950
9108.13,0.04,0.03,0.16,0.12,0.02,0.08,0.04,0.06,0.03,0.11,0.16,0.09,0.06,0.04,0.05,0.95,0.79,0,0.01,0.07,0.07,0.17,0.01,0.33,0.55,0,0.02,0.62,0.06,0.25,0.23,0.02,0.06,0.25,0.22,0.22,0.88,0,0.01,0.03,0.17,236,395,45.9,84048,117704,1361,0,11.9,6.2,603100,2721,567,1538.682558,4060,430,372,1300,4074,110.8,46.9,910813,6037910813,0,0,0,CA,82502537,27685,31.854,0.011,34.5152531,-118.3048498,3250,1012
9108.1,0.03,0,0.09,0.08,0.03,0.11,0.03,0.05,0.05,0.09,0.29,0.11,0.04,0.05,0,0.94,0.84,0.04,0,0.07,0.1,0.12,0.01,0.31,0.61,0,0,0.83,0,0.33,0.25,0.03,0.05,0.35,0.15,0.11,0.72,0.06,0,0.1,0.19,284,344,42.1,146364,163585,794,2.9,15.3,7,590500,2898,780,3250,2631,361,339,720,2631,115,37.6,910810,6037910810,0,0,3,CA,23831092,7265,9.201,0.003,34.4595477,-118.3532786,2613,1538.682558
9108.09,0.09,0,0.15,0.07,0.02,0.1,0,0.07,0.11,0.15,0.26,0.05,0.01,0.03,0,0.97,0.84,0,0.04,0.05,0.05,0.23,0.03,0.34,0.48,0,0.01,0.78,0.02,0.22,0.21,0,0.02,0.52,0.2,0.25,0.84,0.01,0,0.05,0.14,152,285,41.2,138750,173994,748,0,0,7.5,913100,4000,997,2613,2131,324,319,708,2131,92.5,48.1,910809,6037910809,0,0,3,CA,12113702,4453,4.677,0.002,34.4091015,-118.4098478,2440,1533
9108.08,0.06,0.01,0.05,0.09,0.02,0.09,0.05,0.06,0.06,0.11,0.19,0.09,0.06,0.12,0.01,0.96,0.85,0.01,0,0.07,0.06,0.21,0.01,0.41,0.41,0.02,0.01,0.82,0.01,0.35,0.22,0.03,0.05,0.25,0.23,0.14,0.81,0,0.04,0.03,0.22,274,513,44.1,101635,120555,1100,0,0,6,457000,2378,480,2352,3380,362,314,1071,3385,111.2,40.6,910808,6037910808,0,0,3,CA,10767878,587,4.158,0,34.4620693,-118.395844,3250,1892
9108.07,0.07,0,0.06,0.08,0.03,0.17,0.07,0.05,0.09,0.11,0.22,0.06,0.04,0.03,0.03,0.97,0.77,0,0.07,0.27,0.18,0.29,0.03,0.51,0.34,0.03,0.01,0.83,0.02,0.3,0.22,0.03,0.08,0.27,0.15,0.16,0.73,0.06,0,0.09,0.35,519,952,45.1,109886,113617,1993,4.8,0,6.2,455300,2376,668,2274,6245,1342,1300,1923,6245,88.9,38.3,910807,6037910807,0,0,3,CA,5510454,0,2.128,0,34.4410273,-118.4105719,2613,1533
9108.05,0.07,0.01,0.1,0.15,0.01,0.11,0.1,0.04,0.03,0.09,0.2,0.06,0.05,0.07,0.05,0.96,0.83,0,0.01,0.1,0.16,0.24,0.04,0.3,0.51,0.03,0,0.74,0.16,0.33,0.22,0.02,0.08,0.31,0.23,0.21,0.86,0.02,0,0.03,0.17,307,527,50,111618,120283,1720,3.6,0,6.2,515700,2566,668,1538.682558,4464,462,372,1582,4687,112.9,47.2,910805,6037910805,0,0,0,CA,110063437,87717,42.496,0.034,34.4705186,-118.2228302,3250,1456
9108.04,0.04,0,0.13,0.11,0.03,0.07,0.07,0.06,0.1,0.11,0.1,0.06,0.07,0.09,0.02,0.94,0.79,0,0,0.07,0.08,0.23,0.01,0.39,0.5,0.01,0.02,0.74,0.03,0.3,0.26,0.01,0.04,0.26,0.22,0.2,0.88,0.02,0,0.02,0.23,128,348,53.2,94137,124910,1164,0,0,6.3,543400,2502,600,1458,2926,239,205,1117,2926,99.6,49.1,910804,6037910804,0,0,3,CA,65187639,0,25.169,0,34.5244096,-118.1943718,1828,1342
9107.16,0.06,0.03,0.07,0.12,0.01,0.11,0.06,0.04,0.06,0.1,0.25,0.1,0.04,0.03,0.07,0.92,0.58,0,0,0.27,0.18,0.25,0.02,0.49,0.31,0.03,0,0.82,0.01,0.44,0.38,0.11,0.19,0.12,0.09,0.12,0.48,0.12,0,0.05,0.62,636,867,45.3,62299,85379,1760,2,0,6.2,261500,1695,602,1569,5862,1499,1468,1681,5862,113,33.5,910716,6037910716,0,0,0,CA,2452288,15014,0.947,0.006,34.5463872,-118.0731854,1750,1161
9107.15,0.08,0.01,0.05,0.15,0.06,0.11,0.05,0.01,0.03,0.09,0.26,0.1,0.06,0.02,0.09,0.91,0.49,0,0,0.3,0.16,0.33,0.09,0.41,0.28,0.06,0.02,0.8,0.13,0.44,0.42,0.11,0.15,0.1,0.09,0.11,0.37,0.16,0.01,0.01,0.72,434,1370,44.4,53521,59788,2069,0,3.7,5.4,223000,1515,429,1402,6486,2043,2002,1904,6494,110.8,30.6,910715,6037910715,0,0,0,CA,1986480,985,0.767,0,34.5546511,-118.0700947,1750,1161
9107.14,0.07,0.02,0.12,0.09,0.03,0.13,0.08,0.01,0.03,0.09,0.16,0.11,0.08,0.05,0.02,0.87,0.43,0,0,0.35,0.22,0.29,0.02,0.33,0.44,0.11,0.02,0.92,0.11,0.5,0.37,0.23,0.16,0.1,0.06,0.1,0.31,0.12,0,0.01,0.78,334,1037,49.8,61982,77339,948,1.6,3.7,5.9,213900,1405,444,1469,4113,1428,1382,909,4113,98.5,27,910714,6037910714,0,0,0,CA,1003314,651,0.387,0,34.5616733,-118.0375369,1777,1243
9107.13,0.08,0,0.06,0.1,0.04,0.16,0.08,0.04,0.07,0.08,0.21,0.08,0.06,0.03,0.02,0.92,0.48,0,0.06,0.19,0.13,0.29,0.02,0.38,0.36,0.08,0.02,0.86,0.04,0.47,0.32,0.16,0.16,0.09,0.08,0.12,0.35,0.13,0.01,0.03,0.71,463,1119,48.2,61307,66572,1516,1.4,0,6.2,249500,1514,657,1585,5705,1891,1773,1429,5705,106.4,32.5,910713,6037910713,0,0,0,CA,1994639,1602,0.77,0.001,34.5770039,-118.0366123,1777,947
