,Own children of the householder 6 to 17 years,YEAR OF ENTRY Foreign born,Median age (years),GROSS RENT Occupied units paying rent Median (dollars),Sex ratio (males per 100 females),"Educational services, and health care and social assistance",relation_max_fee,White,ROOM Median rooms,Hispanic or Latino (of any race),Mean household income (dollars),VALUE Median (dollars),Mean travel time to work (minutes),Total population,Rental vacancy rate,relation_min_fee,HOUSING TENURE Renter-occupied,"Arts, entertainment, and recreation, and accommodation and food services",SELECTED MONTHLY OWNER COSTS (SMOC) Housing units without a mortgage Median (dollars),SELECTED MONTHLY OWNER COSTS (SMOC) Housing units with a mortgage Median (dollars),Own children of the householder under 6 years,label,INTPTLONG                                                                                                                             ,INTPTLAT,geoid
989,404.0,1275.0,36.3,1640.0,91.17,0.38,1606.0,0.03,5.1,0.04,84894.0,472000.0,51.9,2686.0,4.944467353951887,1317.0,0.31,0.06,761.0,2688.0,133.0,0.0,-73.9008897,40.6322533,36047100600.0
990,308.0,1016.0,34.1,1317.0,84.92,0.4,1640.0,0.08,4.9,0.06,75287.0,442900.0,50.9,2232.0,6.4,1394.0,0.44,0.08,800.0,2790.0,174.0,0.0,-73.8980664,40.6341331,36047100800.0
991,418.0,919.0,33.8,1605.0,85.42,0.43,1600.0,0.08,5.2,0.12,83307.0,575300.0,51.3,2277.0,6.6,1196.0,0.5,0.05,793.0,3007.0,172.0,0.0,-73.894972,40.6360282,36047101000.0
992,294.0,1120.0,36.7,1326.0,79.87,0.43,1605.0,0.08,4.3,0.07,62997.0,433500.0,50.0,2261.0,1.4,1196.0,0.45,0.06,691.0,2349.0,188.0,0.0,-73.8936677,40.6397265,36047101200.0
993,270.0,1238.0,44.8,1257.0,84.01,0.45,1607.0,0.06,4.5,0.05,68624.0,442100.0,49.8,2186.0,7.9,1196.0,0.33,0.03,663.0,2606.0,76.0,0.0,-73.8906734,40.6416626,36047101400.0
994,186.0,888.0,43.3,1196.0,93.88,0.36,1607.0,0.05,5.4,0.01,97309.0,487800.0,50.9,1710.0,4.944467353951887,1257.0,0.24,0.07,948.0,2442.0,103.0,0.0,-73.8881409,40.643303,36047101600.0
995,205.0,705.0,44.1,1351.0,67.81,0.38,1607.0,0.02,4.1,0.06,88289.0,452700.0,48.5,1767.0,5.1,1196.0,0.34,0.04,779.0,2523.0,29.0,0.0,-73.886645,40.643853,36047101800.0
996,282.0,950.0,35.2,1600.0,85.4,0.43,1605.0,0.13,5.6,0.06,101126.0,488500.0,51.3,2171.0,6.9,1196.0,0.29,0.04,848.0,2784.0,264.0,1.0,-73.8870181,40.6383785,36047102000.0
997,467.0,1099.0,39.8,1304.0,88.21,0.44,1605.0,0.06,4.3,0.03,80354.0,445000.0,51.7,2091.0,2.6,1196.0,0.46,0.05,796.0,2663.0,70.0,0.0,-73.8900106,40.6364413,36047102200.0
998,332.0,1064.0,36.6,1556.0,85.91,0.38,1605.0,0.04,5.1,0.01,92313.0,445300.0,51.8,2203.0,3.6,439.0,0.37,0.06,911.0,2394.0,109.0,0.0,-73.8932756,40.6329284,36047102400.0
999,273.0,1197.0,40.0,1394.0,73.37,0.44,1640.0,0.04,5.0,0.05,82193.0,530300.0,51.2,2448.0,7.4,1317.0,0.43,0.11,1105.0,2961.0,152.0,0.0,-73.8984805,40.6296068,36047102600.0
1000,233.0,929.0,35.4,1489.0,77.95,0.48,1640.0,0.02,5.1,0.02,94429.0,540400.0,48.5,1767.0,3.0,1317.0,0.44,0.11,1370.0,2920.0,123.0,0.0,-73.8952137,40.6272716,36047102800.0
1001,818.0,498.0,30.7,439.0,59.66,0.33,1605.0,0.09,4.0,0.25,31739.0,582861.2010443864,56.1,3918.0,4.944467353951887,597.0,1.0,0.05,835.5364006988934,2637.827457264957,374.0,1.0,-73.8805974,40.6332674,36047103400.0
1002,554.0,2069.0,50.9,718.0,61.51,0.34,1607.0,0.36,3.4,0.2,32072.0,582861.2010443864,55.8,5913.0,1.0,346.0,0.99,0.06,835.5364006988934,2637.827457264957,344.0,1.0,-73.8805957,40.6492206,36047105801.0
1003,802.0,1721.0,44.5,597.0,67.83,0.37,1607.0,0.26,3.8,0.16,39240.0,429300.0,49.1,6475.0,2.8,718.0,0.97,0.07,835.5364006988934,2267.0,367.0,1.0,-73.8810976,40.645199,36047105804.0
1004,292.0,1500.0,48.6,1189.0,82.19,0.28,1553.0,0.03,4.0,0.11,70227.0,288600.0,57.6,4276.0,7.6,346.0,0.38,0.04,710.0,2157.0,123.0,0.0,-73.875959,40.6588417,36047107800.0
1005,324.0,678.0,29.3,1541.0,97.2,0.34,1439.0,0.05,4.3,0.12,67909.0,476500.0,59.4,2256.0,6.1,713.0,0.81,0.04,814.0,2361.0,205.0,0.0,-73.9016506,40.6526617,36047109800.0
1006,862.0,1423.0,33.9,972.0,83.81,0.37,1288.0,0.03,4.1,0.16,52267.0,378900.0,49.8,4906.0,4.7,531.0,0.71,0.06,578.0,2036.0,288.0,1.0,-73.8887713,40.6574133,36047110400.0
1007,651.0,320.0,30.7,346.0,66.99,0.43,1553.0,0.12,3.7,0.21,33269.0,582861.2010443864,48.9,3400.0,4.2,1147.0,1.0,0.06,835.5364006988934,2637.827457264957,325.0,1.0,-73.8813458,40.6605445,36047111000.0
1008,721.0,1120.0,28.3,1553.0,79.84,0.44,1403.0,0.18,3.9,0.25,61706.0,486200.0,50.3,3836.0,6.5,346.0,0.77,0.07,661.0,2400.0,482.0,0.0,-73.8756883,40.6638632,36047111600.0
1009,429.0,1091.0,34.2,1286.0,83.89,0.32,1553.0,0.21,3.4,0.25,48366.0,433900.0,41.7,3093.0,13.6,346.0,0.59,0.08,881.0,2142.0,318.0,0.0,-73.876018,40.6687567,36047111800.0
1010,631.0,1036.0,34.0,1403.0,83.55,0.37,1553.0,0.22,3.6,0.34,41498.0,467700.0,37.6,3069.0,4.8,346.0,0.75,0.14,731.0,1961.0,89.0,1.0,-73.8805197,40.6666275,36047112000.0
1011,579.0,1553.0,34.3,1288.0,71.31,0.41,1315.0,0.13,4.4,0.24,40886.0,504300.0,53.5,3810.0,6.1,780.0,0.82,0.07,915.0,2250.0,332.0,0.0,-73.8859223,40.6637279,36047112200.0
1012,493.0,987.0,32.7,1222.0,83.72,0.35,1315.0,0.02,4.5,0.12,59819.0,517100.0,52.4,3160.0,5.7,780.0,0.66,0.07,835.5364006988934,2899.0,106.0,0.0,-73.8871536,40.6660037,36047112400.0
1013,624.0,1420.0,32.2,1178.0,88.14,0.26,1315.0,0.15,4.4,0.27,47310.0,384000.0,41.8,3601.0,5.1,780.0,0.81,0.11,669.0,2174.0,291.0,0.0,-73.8931118,40.6648986,36047112600.0
1014,599.0,1598.0,31.5,1240.0,93.9,0.35,1288.0,0.1,4.1,0.11,48972.0,417900.0,44.7,3688.0,10.6,780.0,0.73,0.02,746.0,2342.0,295.0,0.0,-73.8921088,40.6617411,36047112800.0
1015,751.0,1926.0,29.0,1131.0,76.66,0.34,1341.0,0.02,4.3,0.16,43954.0,391800.0,46.5,4194.0,6.1,394.0,0.75,0.03,719.0,1175.0,487.0,0.0,-73.8964707,40.6621721,36047113000.0
1016,360.0,728.0,31.9,1341.0,92.74,0.38,1131.0,0.05,5.0,0.14,64908.0,353000.0,39.6,1939.0,9.5,394.0,0.41,0.07,555.0,1152.0,94.0,0.0,-73.8988885,40.6612884,36047113200.0
1017,518.0,545.0,27.8,527.0,78.06,0.33,1131.0,0.1,4.2,0.35,29922.0,554300.0,45.8,3182.0,2.6,394.0,0.96,0.05,835.5364006988934,3103.0,244.0,1.0,-73.8996082,40.6677793,36047113400.0
1018,321.0,748.0,32.7,1190.0,95.17,0.33,1308.0,0.38,4.9,0.76,62364.0,447200.0,42.9,1860.0,2.7,422.0,0.56,0.05,578.0,2465.0,156.0,0.0,-73.9010285,40.6789955,36047114201.0
1019,485.0,800.0,33.7,1164.0,91.91,0.36,1448.0,0.26,4.3,0.6,78532.0,398000.0,49.3,2848.0,5.7,1155.0,0.66,0.06,1059.0,2260.0,194.0,0.0,-73.8912824,40.6823605,36047114202.0
1020,366.0,568.0,32.8,1014.0,68.69,0.34,1206.0,0.27,4.2,0.4,33782.0,460000.0,40.6,2144.0,8.1,394.0,0.85,0.14,835.5364006988934,2661.0,201.0,1.0,-73.8985527,40.6728096,36047114400.0
1021,549.0,1499.0,33.9,1291.0,79.51,0.24,1448.0,0.3,4.7,0.66,53447.0,456900.0,47.1,3416.0,1.5,1155.0,0.68,0.12,861.0,2605.0,340.0,0.0,-73.8923418,40.6792066,36047114600.0
1022,557.0,1028.0,27.5,1277.0,108.04,0.26,1448.0,0.11,4.6,0.41,54793.0,474600.0,46.7,2796.0,2.0,780.0,0.75,0.13,794.0,2706.0,228.0,0.0,-73.8865225,40.6739223,36047115000.0
1023,474.0,1207.0,31.1,1155.0,82.25,0.27,1448.0,0.08,4.3,0.3,48335.0,438600.0,43.6,2947.0,6.0,780.0,0.75,0.03,750.0,2817.0,259.0,0.0,-73.8909301,40.6732693,36047115200.0
1024,914.0,1065.0,26.9,512.0,59.55,0.45,1131.0,0.07,4.0,0.24,29503.0,560600.0,44.0,4075.0,1.0,394.0,0.96,0.08,835.5364006988934,3734.0,418.0,1.0,-73.8958947,40.6683267,36047115600.0
1025,464.0,1149.0,35.5,1149.0,108.44,0.27,1315.0,0.11,4.6,0.27,67112.0,444000.0,50.1,2814.0,5.7,780.0,0.56,0.04,755.0,2287.0,148.0,1.0,-73.8921624,40.6688809,36047115800.0
1026,300.0,707.0,38.2,780.0,70.39,0.37,1315.0,0.12,4.1,0.36,40929.0,342400.0,46.2,2031.0,5.1,1149.0,0.7,0.07,556.0,1546.0,114.0,1.0,-73.8885305,40.6694195,36047116000.0
1027,256.0,725.0,34.7,1315.0,81.81,0.4,1277.0,0.03,4.8,0.13,60328.0,355500.0,46.0,2329.0,2.5,780.0,0.46,0.08,720.0,2051.0,180.0,0.0,-73.8850349,40.6699382,36047116200.0
1028,419.0,971.0,35.1,1147.0,84.62,0.31,1553.0,0.15,4.2,0.34,61408.0,357200.0,42.4,3013.0,8.4,1260.0,0.58,0.12,527.0,2481.0,257.0,0.0,-73.8811822,40.6705099,36047116400.0
1029,596.0,1015.0,29.3,1293.0,96.63,0.32,1403.0,0.21,3.9,0.35,57818.0,427500.0,42.8,2977.0,6.9,1127.0,0.78,0.05,741.0,2862.0,368.0,1.0,-73.8822052,40.6745627,36047116600.0
1030,250.0,721.0,33.9,1127.0,111.33,0.32,1523.0,0.33,3.1,0.52,41679.0,395200.0,45.1,1399.0,12.0,1260.0,0.84,0.22,835.5364006988934,2750.0,82.0,1.0,-73.882516,40.6789908,36047116800.0
1031,306.0,819.0,26.7,1377.0,86.51,0.29,1448.0,0.2,4.3,0.68,42125.0,355000.0,32.5,1783.0,5.5,1155.0,0.82,0.1,979.0,2313.0,131.0,0.0,-73.886181,40.6776,36047117000.0
1032,341.0,1059.0,33.2,1354.0,114.35,0.19,1448.0,0.25,4.4,0.77,63960.0,466900.0,49.4,2375.0,9.1,1155.0,0.59,0.18,840.0,2594.0,225.0,0.0,-73.8875149,40.6808117,36047117201.0
1033,591.0,1329.0,36.5,1336.0,87.67,0.24,1523.0,0.43,3.2,0.57,63536.0,425900.0,45.9,2937.0,7.8,1127.0,0.69,0.1,983.0,2858.0,178.0,0.0,-73.883765,40.6827365,36047117202.0
1034,524.0,1833.0,28.1,1523.0,99.33,0.19,1336.0,0.53,4.0,0.72,67433.0,401300.0,42.6,4451.0,7.9,1127.0,0.67,0.07,721.0,2629.0,524.0,0.0,-73.8797862,40.6828584,36047117400.0
1035,512.0,1409.0,30.1,1335.0,87.02,0.24,1523.0,0.39,4.1,0.71,53677.0,408700.0,40.8,3198.0,5.4,1127.0,0.74,0.06,697.0,2628.0,388.0,0.0,-73.8768792,40.6847798,36047117601.0
1036,432.0,1328.0,33.5,1142.0,84.18,0.29,1488.0,0.29,3.7,0.69,46384.0,437800.0,49.1,2958.0,5.3,1144.0,0.72,0.06,646.0,2357.0,328.0,0.0,-73.8744475,40.686235,36047117602.0
1037,300.0,813.0,36.0,1324.0,112.52,0.25,1403.0,0.28,3.8,0.53,56185.0,400000.0,48.3,1732.0,9.0,1112.0,0.74,0.09,1023.0,2269.0,129.0,0.0,-73.8742881,40.6816514,36047117800.0
1038,446.0,1305.0,30.8,1144.0,92.84,0.24,1488.0,0.34,3.8,0.7,56392.0,475800.0,39.1,2962.0,1.3,1142.0,0.69,0.19,763.0,2622.0,326.0,0.0,-73.8718976,40.6879085,36047118201.0
1039,549.0,1367.0,32.2,1389.0,88.1,0.19,1488.0,0.53,3.8,0.74,68079.0,382600.0,40.1,3066.0,5.2,1142.0,0.6,0.13,330.0,2601.0,267.0,1.0,-73.8690021,40.6886646,36047118202.0
1040,829.0,2794.0,30.7,1403.0,88.06,0.24,1389.0,0.44,3.8,0.68,52124.0,411200.0,42.0,5465.0,7.6,1142.0,0.61,0.11,635.0,2688.0,434.0,0.0,-73.86941,40.6843041,36047118400.0
1041,362.0,1200.0,32.8,1299.0,94.22,0.25,1403.0,0.4,3.4,0.59,52282.0,404100.0,43.2,2453.0,14.5,1112.0,0.68,0.06,929.0,2250.0,241.0,0.0,-73.8677811,40.6814659,36047118600.0
1042,520.0,1135.0,26.0,1382.0,94.1,0.23,1403.0,0.37,3.7,0.53,40248.0,444400.0,39.8,2533.0,2.1,1112.0,0.75,0.09,372.0,2263.0,252.0,0.0,-73.8716311,40.6790596,36047119000.0
1043,403.0,1256.0,30.6,1284.0,96.22,0.29,1523.0,0.29,3.7,0.41,50403.0,458700.0,39.5,3269.0,16.0,1127.0,0.76,0.11,579.0,2534.0,479.0,1.0,-73.8781574,40.6771101,36047119200.0
1044,770.0,1403.0,26.4,1260.0,64.45,0.39,1403.0,0.2,3.7,0.3,47331.0,396000.0,41.1,3960.0,13.4,1127.0,0.67,0.1,646.0,2066.0,546.0,1.0,-73.8770602,40.6725527,36047119400.0
1045,755.0,2170.0,35.7,1112.0,109.29,0.29,1382.0,0.17,3.4,0.23,46542.0,419900.0,43.4,5203.0,6.3,1136.0,0.74,0.13,598.0,2819.0,509.0,1.0,-73.8731634,40.6758956,36047119600.0
1046,651.0,780.0,30.4,1448.0,76.15,0.31,1377.0,0.19,4.1,0.54,41037.0,494600.0,44.2,3264.0,6.4,1155.0,0.89,0.08,836.0,2363.0,444.0,0.0,-73.8943861,40.6763145,36047119800.0
1047,390.0,1053.0,32.9,1191.0,113.17,0.32,1382.0,0.11,3.5,0.22,49700.0,390300.0,48.7,2330.0,9.9,533.0,0.77,0.14,672.0,2585.0,264.0,0.0,-73.8672723,40.6748774,36047120000.0
1048,1513.0,3085.0,34.7,1136.0,79.72,0.42,1382.0,0.07,3.3,0.11,46609.0,440700.0,45.7,8851.0,12.5,498.0,0.81,0.06,760.0,2321.0,639.0,0.0,-73.8651635,40.6713046,36047120800.0
1049,557.0,714.0,32.2,533.0,75.18,0.25,1382.0,0.36,3.9,0.51,30262.0,582861.2010443864,44.7,4157.0,1.0,498.0,1.0,0.18,835.5364006988934,2637.827457264957,393.0,1.0,-73.8722343,40.670068,36047121000.0
1050,1009.0,896.0,26.5,498.0,77.03,0.36,1403.0,0.14,4.1,0.36,30269.0,582861.2010443864,43.0,4608.0,4.944467353951887,533.0,1.0,0.09,835.5364006988934,2637.827457264957,600.0,1.0,-73.8651717,40.6674646,36047121400.0
1051,842.0,2262.0,31.3,1240.0,87.46,0.32,1480.0,0.05,3.6,0.19,69981.0,572000.0,41.4,5903.0,3.5,498.0,0.8,0.04,835.5364006988934,2717.0,786.0,0.0,-73.8628567,40.6637329,36047122000.0
1052,2280.0,682.0,13.4,1549.0,120.63,0.29,2261.0,0.89,4.9,0.09,43817.0,644000.0,27.6,6610.0,1.6,1024.0,0.88,0.09,843.0,3074.0,1526.0,0.0,-73.9567404,40.6967384,36047123700.0
1053,249.0,506.0,36.4,1830.0,82.1,0.27,2071.0,0.75,5.6,0.13,130718.0,885200.0,38.2,2848.0,3.4,1443.0,0.49,0.11,744.0,3339.0,333.0,0.0,-73.9812779,40.6546407,36047150200.0
1054,424.0,1388.0,40.1,1532.0,102.9,0.27,1481.0,0.46,7.0,0.15,129409.0,1146400.0,37.6,3496.0,2.5,1216.0,0.4,0.1,1155.0,3417.0,235.0,0.0,-73.9671836,40.6439742,36047152200.0
1055,189.0,1097.0,40.2,628.0,78.0,0.18,3261.0,0.28,3.8,0.3,31894.0,582861.2010443864,38.0,2670.0,5.7,652.0,1.0,0.35,835.5364006988934,2637.827457264957,113.0,1.0,-73.9855833,40.7098961,36061000201.0
1056,1074.0,2294.0,44.0,720.0,71.76,0.3,1439.0,0.36,3.8,0.4,60671.0,544200.0,34.7,8016.0,1.6,425.0,0.78,0.18,283.0,2115.0,377.0,1.0,-73.9789944,40.7085736,36061000202.0
1057,893.0,5660.0,47.2,652.0,90.16,0.24,3261.0,0.13,3.9,0.31,33122.0,596500.0,30.9,10765.0,4.944467353951887,628.0,0.96,0.16,868.0,2637.827457264957,721.0,1.0,-73.9880558,40.7102579,36061000600.0
1058,1027.0,6294.0,44.1,977.0,99.21,0.22,3261.0,0.11,3.1,0.03,43959.0,545500.0,33.5,9299.0,1.5,628.0,0.99,0.25,835.5364006988934,2637.827457264957,195.0,1.0,-73.9932525,40.7101181,36061000800.0
1059,103.0,151.0,45.4,1238.0,117.11,0.27,2376.0,0.74,3.8,0.23,104779.0,562700.0,30.9,1485.0,8.3,398.0,0.28,0.15,344.0,1965.0,90.0,0.0,-73.9721475,40.71144,36061001001.0
1060,651.0,1264.0,37.9,400.0,65.89,0.38,2433.0,0.22,3.8,0.67,26768.0,582861.2010443864,39.5,5909.0,1.7,398.0,1.0,0.12,835.5364006988934,2637.827457264957,460.0,1.0,-73.9714373,40.715481,36061001002.0
1061,338.0,1190.0,48.9,914.0,105.74,0.3,1942.0,0.57,3.5,0.28,82626.0,546100.0,30.2,3726.0,4.944467353951887,720.0,0.64,0.1,305.0,2275.0,186.0,1.0,-73.9820936,40.7159065,36061001200.0
1062,199.0,1253.0,30.8,2853.0,71.34,0.12,3500.0,0.68,2.5,0.14,165469.0,939800.0,24.0,4537.0,6.4,394.0,0.91,0.05,1500.0,3903.0,321.0,1.0,-74.0129778,40.7090838,36061001300.0
1063,255.0,815.0,46.0,1391.8300338000963,69.53,0.22,1318.0,0.77,3.6,0.14,121132.0,657300.0,29.4,3199.0,2.0,628.0,0.22,0.11,326.0,2171.0,177.0,0.0,-73.9873314,40.7151603,36061001401.0
1064,157.0,1243.0,37.6,1014.0,85.08,0.2,2056.0,0.39,3.0,0.25,69002.0,592600.0,32.6,2902.0,2.9,1056.0,0.96,0.22,835.5364006988934,1838.0,89.0,1.0,-73.9858814,40.7175134,36061001402.0
1065,232.0,2310.0,42.5,2379.0,82.82,0.19,3120.0,0.64,3.0,0.08,133918.0,554600.0,23.2,6777.0,2.0,394.0,0.57,0.07,835.5364006988934,3931.0,205.0,0.0,-74.0013991,40.7075653,36061001501.0
1066,336.0,2038.0,27.9,3120.0,105.11,0.13,2941.0,0.69,3.0,0.06,193830.0,1027800.0,23.2,7747.0,2.7,394.0,0.78,0.08,1408.0,4000.0,482.0,0.0,-74.002583,40.7049074,36061001502.0
1067,714.0,4366.0,42.2,1056.0,86.06,0.15,2056.0,0.18,3.0,0.07,64342.0,582861.2010443864,32.5,7219.0,3.8,652.0,0.91,0.19,859.0,3426.0,248.0,0.0,-73.993266,40.7159568,36061001600.0
1068,358.0,3674.0,37.1,1318.0,145.73,0.13,2056.0,0.33,3.0,0.08,80768.0,1064300.0,28.8,7991.0,4.3,1014.0,0.94,0.2,1500.0,4000.0,289.0,0.0,-73.9908408,40.7190464,36061001800.0
1069,592.0,1093.0,43.1,398.0,65.61,0.34,2376.0,0.23,4.2,0.62,21925.0,582861.2010443864,43.0,4720.0,4.944467353951887,400.0,1.0,0.19,835.5364006988934,2637.827457264957,320.0,1.0,-73.9702209,40.7183569,36061002000.0
1070,885.0,1531.0,34.8,3500.0,114.13,0.16,3117.0,0.78,3.5,0.05,425142.0,2000000.0,25.2,6488.0,1.0,939.0,0.53,0.06,1500.0,4000.0,648.0,0.0,-74.0100434,40.7143296,36061002100.0
1071,435.0,1716.0,40.3,956.0,89.35,0.19,1942.0,0.3,3.8,0.43,53040.0,582861.2010443864,37.4,6546.0,2.3,914.0,0.9,0.12,1083.0,1835.0,176.0,1.0,-73.9818443,40.7191156,36061002201.0
1072,111.0,458.0,33.7,1942.0,101.56,0.14,1762.0,0.61,3.0,0.21,108274.0,635400.0,32.3,1937.0,4.944467353951887,914.0,0.91,0.12,835.5364006988934,2929.0,12.0,1.0,-73.9811412,40.7212597,36061002202.0
1073,396.0,954.0,39.8,526.0,80.43,0.27,2476.0,0.32,4.1,0.53,45239.0,582861.2010443864,35.8,5126.0,1.8,398.0,1.0,0.08,835.5364006988934,2637.827457264957,196.0,1.0,-73.9682501,40.7221618,36061002400.0
1074,637.0,2076.0,46.6,394.0,74.76,0.29,3120.0,0.16,3.9,0.42,26922.0,582861.2010443864,39.1,5311.0,0.4,939.0,1.0,0.21,835.5364006988934,2637.827457264957,96.0,1.0,-73.9962356,40.7089899,36061002500.0
1075,557.0,1169.0,37.5,923.0,89.25,0.23,2047.0,0.42,3.5,0.48,91445.0,392600.0,33.6,4139.0,3.1,956.0,0.9,0.07,144.0,2422.0,128.0,0.0,-73.9799302,40.722585,36061002601.0
1076,242.0,1571.0,36.5,1241.0,107.1,0.21,2047.0,0.6,3.7,0.17,106141.0,661000.0,31.6,4289.0,4.0,923.0,0.77,0.08,728.0,1865.0,72.0,0.0,-73.9786159,40.7243901,36061002602.0
1077,128.0,803.0,49.9,1027.0,72.84,0.22,3120.0,0.15,3.5,0.01,104698.0,602200.0,33.0,1400.0,3.6,394.0,0.51,0.19,753.0,2563.0,49.0,0.0,-73.9990121,40.7125508,36061002700.0
1078,803.0,1657.0,39.1,965.0,78.86,0.24,2047.0,0.39,3.5,0.46,58031.0,457600.0,34.4,7360.0,4.6,923.0,0.9,0.09,835.5364006988934,2042.0,400.0,1.0,-73.9768124,40.7268632,36061002800.0
1079,159.0,3233.0,41.9,939.0,158.02,0.1,2826.0,0.14,2.9,0.12,54034.0,582861.2010443864,28.5,6110.0,1.7,394.0,0.93,0.11,1500.0,2637.827457264957,315.0,0.0,-74.0005401,40.7141595,36061002900.0
1080,167.0,1260.0,30.1,2056.0,104.97,0.14,1585.0,0.64,2.7,0.18,104501.0,584800.0,30.7,4167.0,3.0,1014.0,0.97,0.08,835.5364006988934,2769.0,114.0,1.0,-73.9868387,40.7210057,36061003001.0
1081,142.0,902.0,39.7,1241.0,66.26,0.21,2349.0,0.61,3.0,0.22,71761.0,606500.0,30.6,2848.0,3.2,1262.0,0.91,0.13,835.5364006988934,3500.0,52.0,1.0,-73.9858662,40.7229641,36061003002.0
1082,113.0,652.0,24.8,2826.0,85.03,0.13,2154.0,0.68,3.2,0.08,253105.0,1418900.0,23.2,2744.0,8.8,394.0,0.71,0.09,998.0,4000.0,90.0,0.0,-74.0038151,40.715311,36061003100.0
1083,230.0,2056.0,36.0,1762.0,102.82,0.1,2047.0,0.8,3.1,0.06,85967.0,654800.0,30.3,7920.0,1.3,923.0,0.88,0.11,205.0,2390.0,244.0,0.0,-73.9837166,40.7255579,36061003200.0
1084,526.0,1115.0,39.0,3117.0,98.19,0.11,3500.0,0.81,3.7,0.07,397149.0,2000000.0,24.2,5030.0,2.8,1161.0,0.57,0.05,1500.0,4000.0,565.0,0.0,-74.0061463,40.7188624,36061003300.0
1085,151.0,1713.0,33.5,2047.0,108.72,0.11,1942.0,0.75,2.9,0.17,107386.0,711500.0,32.2,6222.0,4.4,923.0,0.93,0.21,835.5364006988934,2766.0,62.0,0.0,-73.9814618,40.7290092,36061003400.0
1086,348.0,1214.0,35.3,1262.0,148.07,0.26,2349.0,0.52,3.4,0.43,105747.0,435500.0,27.0,3401.0,4.9,1014.0,0.9,0.12,333.0,2450.0,239.0,0.0,-73.9911397,40.7223222,36061003601.0
1087,10.0,639.0,34.7,1585.0,127.55,0.22,3500.0,0.67,2.8,0.16,109412.0,447800.0,27.2,2883.0,11.4,1241.0,0.93,0.07,835.5364006988934,2637.827457264957,46.0,0.0,-73.990206,40.7245631,36061003602.0
1088,304.0,548.0,41.9,2304.0,89.81,0.07,3500.0,0.85,3.5,0.08,253676.0,1484000.0,24.5,2663.0,4.944467353951887,1847.0,0.53,0.07,1439.0,4000.0,134.0,0.0,-74.0167229,40.7269119,36061003700.0
1089,158.0,1690.0,32.8,1756.0,84.89,0.17,3500.0,0.72,3.0,0.14,85613.0,852300.0,26.4,8429.0,6.2,1241.0,0.9,0.12,1468.0,4000.0,60.0,0.0,-73.9884656,40.7273669,36061003800.0
1090,746.0,621.0,37.9,1847.0,84.41,0.17,3500.0,0.78,3.6,0.1,310580.0,2000000.0,28.6,5632.0,8.7,1161.0,0.65,0.07,1500.0,4000.0,444.0,0.0,-74.0122662,40.7204981,36061003900.0
1091,118.0,1925.0,30.2,2187.0,139.5,0.17,3500.0,0.78,2.9,0.07,126710.0,624400.0,31.8,9429.0,2.7,1756.0,0.9,0.11,835.5364006988934,2172.0,531.0,0.0,-73.9860235,40.7307448,36061004000.0
1092,520.0,3979.0,33.7,1405.0,97.21,0.14,2826.0,0.37,3.2,0.06,131255.0,897600.0,28.1,8336.0,1.6,939.0,0.91,0.1,864.0,4000.0,167.0,0.0,-73.9966958,40.7191639,36061004100.0
1093,157.0,1205.0,22.4,2442.0,87.69,0.23,3500.0,0.74,2.8,0.05,205254.0,1153500.0,24.3,5291.0,9.1,1756.0,0.66,0.08,1421.0,2833.0,61.0,0.0,-73.9893679,40.7318035,36061004200.0
1094,83.0,1531.0,35.9,2185.0,105.09,0.14,2258.0,0.64,3.1,0.08,113994.0,704400.0,27.5,4315.0,3.7,1161.0,0.88,0.1,835.5364006988934,2637.827457264957,138.0,0.0,-73.9954663,40.7233237,36061004300.0
1095,1073.0,2910.0,34.9,1870.0,60.68,0.26,2476.0,0.79,3.5,0.09,105510.0,582861.2010443864,30.8,16039.0,1.5,398.0,1.0,0.13,835.5364006988934,2637.827457264957,261.0,0.0,-73.9715756,40.7278421,36061004400.0
1096,106.0,220.0,39.2,1161.0,97.46,0.16,2826.0,0.68,3.8,0.04,237056.0,2000000.0,23.6,932.0,9.3,939.0,0.58,0.13,1500.0,4000.0,56.0,0.0,-73.9993912,40.7205701,36061004500.0
1097,164.0,454.0,36.5,2154.0,123.02,0.16,2826.0,0.85,3.6,0.03,219816.0,2000000.0,24.8,2277.0,10.1,1161.0,0.72,0.08,1500.0,4000.0,114.0,0.0,-74.0028628,40.722419,36061004700.0
1098,86.0,1567.0,35.3,1802.0,75.69,0.17,2361.0,0.71,3.2,0.08,195695.0,770100.0,24.6,7147.0,12.1,965.0,0.58,0.09,667.0,2202.0,325.0,0.0,-73.9837297,40.7338561,36061004800.0
1099,330.0,1341.0,35.3,2038.0,100.26,0.14,2341.0,0.87,2.8,0.05,168443.0,2000000.0,23.6,4562.0,1.7,1161.0,0.78,0.13,1500.0,4000.0,212.0,0.0,-74.0004802,40.7250607,36061004900.0
1100,285.0,997.0,35.5,2686.0,74.74,0.14,2688.0,0.83,2.7,0.06,207506.0,894100.0,23.7,5174.0,5.9,2081.0,0.55,0.06,1032.0,2345.0,137.0,0.0,-73.9872138,40.7361115,36061005000.0
1101,144.0,664.0,30.5,2660.0,95.83,0.2,3059.0,0.77,3.6,0.05,278219.0,1686200.0,21.0,3852.0,2.1,1705.0,0.5,0.06,1078.0,4000.0,352.0,0.0,-73.9904555,40.7374356,36061005200.0
