,Label (Grouping),Unemployment Rate,"Agriculture, forestry, fishing and hunting, and mining",Construction,Manufacturing,Wholesale trade,Retail trade,"Transportation and warehousing, and utilities",Information,"Finance and insurance, and real estate and rental and leasing","Professional, scientific, and management, and administrative and waste management services","Educational services, and health care and social assistance","Arts, entertainment, and recreation, and accommodation and food services","Other services, except public administration",Public administration,"INCOME AND BENEFITS (IN 2018 INFLATION-ADJUSTED DOLLARS) Less than $10,000",HEALTH INSURANCE COVERAGE With health insurance coverage,HEALTH INSURANCE COVERAGE With private health insurance,YEAR STRUCTURE BUILT Built 2014 or later,YEAR STRUCTURE BUILT Built 2010 to 2013,HOUSING TENURE Renter-occupied,YEAR HOUSEHOLDER MOVED INTO UNIT Moved in 2015 or later,YEAR HOUSEHOLDER MOVED INTO UNIT Moved in 2010 to 2014,VEHICLES AVAILABLE No vehicles available,VEHICLES AVAILABLE 2 vehicles available,VEHICLES AVAILABLE 3 or more vehicles available,OCCUPANTS PER ROOM 1.01 to 1.50,OCCUPANTS PER ROOM 1.51 or more,MORTGAGE STATUS Owner-occupied units Housing units with a mortgage,65 years and over,MARITAL STATUS Males 15 years and over Never married,MARITAL STATUS Females 15 years and over Never married,EDUCATIONAL ATTAINMENT Less than 9th grade,"EDUCATIONAL ATTAINMENT 9th to 12th grade, no diploma",Bachelor's degree or higher,PLACE OF BIRTH Native Different state,SEX AND AGE 62 years and over,White,Black or African American,American Indian and Alaska Native,Asian,Hispanic or Latino (of any race),Own children of the householder under 6 years,Own children of the householder 6 to 17 years,Mean travel time to work (minutes),Median household income (dollars),Mean household income (dollars),Total housing units,Homeowner vacancy rate,Rental vacancy rate,ROOM Median rooms,VALUE Median (dollars),SELECTED MONTHLY OWNER COSTS (SMOC) Housing units with a mortgage Median (dollars),SELECTED MONTHLY OWNER COSTS (SMOC) Housing units without a mortgage Median (dollars),GROSS RENT Occupied units paying rent Median (dollars),Population in households,YEAR OF ENTRY Population born outside the United States,YEAR OF ENTRY Foreign born,Total households,Total population,Sex ratio (males per 100 females),Median age (years),tract_x,GEOID,typology_x,typ_cat_x,label_x,Unnamed: 0,tract_y,typology_y,typ_cat_y,label_y,USPS,ALAND,AWATER,ALAND_SQMI,AWATER_SQMI,INTPTLAT,INTPTLONG                                                                                                                             
37,1064.06,0.03,0.00,0.09,0.10,0.02,0.15,0.07,0.04,0.08,0.08,0.23,0.08,0.03,0.04,0.03,0.91,0.65,0.04,0.08,0.26,0.14,0.36,0.03,0.28,0.40,0.09,0.03,0.64,0.03,0.37,0.30,0.15,0.09,0.17,0.09,0.16,0.74,0.03,0.04,0.05,0.69,391.0,1003.0,34.2,77454.0,92391.0,1702.0,0.0,0.0,5.9,381400.00,2460.0,760.0,1718.0,5835.0,1907.0,1886.0,1645.0,5860.0,84.7,35.5,106406.0,6037106406.0,6.0,['SMMI'],0.0,2963.0,106406.0,6.0,['SMMI'],0.0,CA,2085950,916,0.805,0.0,34.322861,-118.4589744
38,1064.07,0.05,0.01,0.10,0.18,0.02,0.11,0.04,0.01,0.05,0.07,0.26,0.09,0.01,0.05,0.07,0.92,0.39,0.03,0.00,0.76,0.25,0.41,0.26,0.35,0.10,0.11,0.06,0.77,0.35,0.46,0.42,0.22,0.13,0.15,0.09,0.16,0.77,0.10,0.00,0.04,0.74,277.0,663.0,43.1,37452.0,54918.0,948.0,0.0,3.0,4.5,241500.00,1771.0,621.0,1548.0,3081.0,1051.0,1030.0,891.0,3272.0,92.8,30.7,106407.0,6037106407.0,1.0,['LISD'],0.0,2964.0,106407.0,1.0,['LISD'],0.0,CA,232127,0,0.09,0.0,34.3105742,-118.4365572
39,1064.08,0.05,0.01,0.11,0.14,0.03,0.14,0.04,0.00,0.02,0.10,0.22,0.12,0.05,0.01,0.05,0.82,0.42,0.01,0.00,0.86,0.17,0.45,0.07,0.37,0.20,0.18,0.04,0.95,0.17,0.47,0.45,0.22,0.11,0.06,0.03,0.05,0.74,0.02,0.00,0.04,0.91,384.0,784.0,27.8,49464.0,61479.0,1043.0,11.7,3.0,4.4,316000.00,1736.0,,1424.0,3797.0,1681.0,1673.0,961.0,3817.0,101.4,28.4,106408.0,6037106408.0,1.0,['LISD'],0.0,2965.0,106408.0,1.0,['LISD'],0.0,CA,229094,0,0.088,0.0,34.313263,-118.4400767
40,1065.1,0.04,0.00,0.07,0.06,0.02,0.09,0.08,0.07,0.11,0.06,0.23,0.10,0.06,0.07,0.03,0.93,0.67,0.00,0.02,0.35,0.15,0.28,0.01,0.43,0.30,0.05,0.01,0.79,0.09,0.46,0.31,0.08,0.05,0.32,0.11,0.13,0.65,0.07,0.00,0.09,0.70,317.0,800.0,36.9,91983.0,93420.0,1698.0,0.0,5.7,5.8,498300.00,3023.0,1071.0,1740.0,4943.0,1589.0,1506.0,1600.0,5347.0,141.5,38.1,106510.0,6037106510.0,7.0,['ARE'],0.0,2798.0,106510.0,7.0,['ARE'],0.0,CA,5708881,8398,2.204,0.003,34.3263984,-118.4796123
41,1065.2,0.02,0.00,0.12,0.11,0.06,0.16,0.05,0.03,0.05,0.15,0.17,0.04,0.04,0.02,0.04,0.87,0.51,0.00,0.02,0.37,0.08,0.25,0.05,0.28,0.48,0.08,0.03,0.68,0.16,0.50,0.37,0.27,0.09,0.07,0.05,0.15,0.84,0.00,0.00,0.01,0.87,564.0,880.0,30.6,63594.0,77777.0,1492.0,2.0,3.7,5.9,395600.00,2210.0,890.0,1774.0,5850.0,2421.0,2318.0,1440.0,5879.0,101.1,33.1,106520.0,6037106520.0,6.0,['SMMI'],0.0,1333.0,106520.0,6.0,['SMMI'],0.0,CA,2205882,0,0.852,0.0,34.3088574,-118.4613523
42,1066.03,0.04,0.01,0.04,0.12,0.02,0.08,0.05,0.05,0.07,0.25,0.24,0.05,0.04,0.01,0.01,0.96,0.79,0.01,0.00,0.14,0.07,0.16,0.01,0.39,0.46,0.01,0.00,0.69,0.05,0.38,0.20,0.05,0.04,0.53,0.13,0.23,0.67,0.00,0.00,0.24,0.16,177.0,492.0,32.7,114688.0,137403.0,1007.0,4.4,0.0,7.1,673400.00,3072.0,883.0,3375.0,3180.0,1336.0,1283.0,969.0,3222.0,112.7,42.6,106603.0,6037106603.0,9.0,['SAE'],0.0,733.0,106603.0,9.0,['SAE'],0.0,CA,15302666,3978,5.908,0.002,34.3121073,-118.5243083
43,1066.04,0.04,0.01,0.12,0.20,0.07,0.06,0.02,0.00,0.08,0.13,0.13,0.10,0.06,0.03,0.06,0.92,0.56,0.00,0.02,0.49,0.08,0.23,0.05,0.38,0.30,0.13,0.07,0.72,0.14,0.45,0.32,0.30,0.09,0.13,0.02,0.15,0.84,0.00,0.01,0.02,0.92,495.0,987.0,27.5,58028.0,72742.0,1236.0,0.0,0.0,5.3,501500.00,2371.0,756.0,1345.0,5124.0,1945.0,1905.0,1163.0,5143.0,102.6,32.2,106604.0,6037106604.0,6.0,['SMMI'],0.0,2667.0,106604.0,6.0,['SMMI'],0.0,CA,2611563,8851,1.008,0.003,34.3033292,-118.4745764
44,1066.41,0.04,0.01,0.03,0.10,0.02,0.11,0.01,0.09,0.09,0.18,0.23,0.06,0.04,0.04,0.02,0.94,0.77,0.00,0.00,0.09,0.14,0.12,0.02,0.50,0.34,0.00,0.01,0.77,0.03,0.29,0.25,0.02,0.07,0.49,0.18,0.28,0.72,0.01,0.00,0.20,0.11,152.0,273.0,37.7,108333.0,156660.0,802.0,0.0,0.0,7.0,667800.00,3051.0,811.0,3047.0,2343.0,884.0,814.0,792.0,2352.0,79.7,47.2,106641.0,6037106641.0,9.0,['SAE'],0.0,2799.0,106641.0,9.0,['SAE'],0.0,CA,1135493,0,0.438,0.0,34.2984691,-118.5084331
45,1066.42,0.08,0.00,0.02,0.09,0.00,0.15,0.03,0.03,0.07,0.16,0.25,0.05,0.07,0.10,0.04,0.95,0.77,0.00,0.00,0.05,0.04,0.13,0.02,0.41,0.36,0.06,0.00,0.76,0.00,0.36,0.26,0.03,0.03,0.37,0.17,0.22,0.61,0.06,0.00,0.11,0.27,63.0,481.0,37.6,106179.0,145415.0,1086.0,4.1,0.0,6.1,604100.00,2630.0,615.0,3500.0,2953.0,955.0,943.0,1025.0,3016.0,94.2,44.9,106642.0,6037106642.0,9.0,['SAE'],0.0,637.0,106642.0,9.0,['SAE'],0.0,CA,1577594,0,0.609,0.0,34.2863224,-118.5070136
46,1066.43,0.07,0.01,0.02,0.08,0.01,0.06,0.05,0.08,0.12,0.19,0.23,0.08,0.01,0.06,0.00,0.99,0.86,0.00,0.00,0.14,0.07,0.13,0.01,0.39,0.51,0.00,0.00,0.87,0.04,0.28,0.34,0.03,0.07,0.57,0.15,0.22,0.65,0.02,0.02,0.21,0.13,222.0,590.0,36.5,151875.0,192785.0,1362.0,1.5,0.0,7.4,893700.00,4000.0,1100.0,2283.0,4593.0,1606.0,1480.0,1336.0,4599.0,85.0,44.3,106643.0,6037106643.0,9.0,['SAE'],0.0,2081.0,106643.0,9.0,['SAE'],0.0,CA,4340006,0,1.676,0.0,34.2894663,-118.5220384
47,1066.45,0.08,0.00,0.06,0.08,0.02,0.12,0.01,0.04,0.14,0.14,0.22,0.08,0.05,0.05,0.06,0.94,0.77,0.00,0.00,0.11,0.05,0.16,0.01,0.45,0.40,0.01,0.00,0.72,0.07,0.34,0.22,0.03,0.02,0.49,0.20,0.29,0.79,0.05,0.00,0.13,0.16,228.0,387.0,37.2,110946.0,139591.0,1228.0,2.0,6.3,6.9,676800.00,3106.0,1019.0,2957.0,3478.0,1174.0,1125.0,1142.0,3491.0,92.3,50.1,106645.0,6037106645.0,9.0,['SAE'],0.0,3235.0,106645.0,9.0,['SAE'],0.0,CA,2527931,0,0.976,0.0,34.2905628,-118.4941725
48,1066.46,0.06,0.01,0.08,0.08,0.01,0.04,0.06,0.06,0.08,0.12,0.27,0.05,0.12,0.03,0.03,0.95,0.76,0.00,0.03,0.10,0.06,0.19,0.06,0.47,0.34,0.04,0.01,0.81,0.06,0.26,0.28,0.08,0.05,0.34,0.13,0.26,0.56,0.05,0.00,0.17,0.34,242.0,359.0,31.9,105750.0,118686.0,998.0,1.0,0.0,6.3,551900.00,2592.0,660.0,2250.0,3278.0,1248.0,1220.0,969.0,3439.0,91.4,47.6,106646.0,6037106646.0,9.0,['SAE'],0.0,3236.0,106646.0,9.0,['SAE'],0.0,CA,1476213,0,0.57,0.0,34.2797379,-118.4939447
49,1066.48,0.02,0.01,0.09,0.20,0.03,0.14,0.05,0.01,0.07,0.13,0.15,0.06,0.03,0.02,0.04,0.88,0.43,0.00,0.03,0.52,0.14,0.30,0.04,0.31,0.34,0.19,0.07,0.62,0.04,0.47,0.39,0.25,0.16,0.09,0.05,0.10,0.76,0.00,0.00,0.00,0.96,347.0,881.0,27.4,65278.0,74537.0,1090.0,1.4,2.0,4.7,403300.00,2231.0,731.0,1161.0,4569.0,2396.0,2376.0,1032.0,4569.0,111.9,30.0,106648.0,6037106648.0,6.0,['SMMI'],0.0,3238.0,106648.0,6.0,['SMMI'],0.0,CA,792930,0,0.306,0.0,34.2930983,-118.4558345
50,1066.49,0.04,0.00,0.06,0.05,0.02,0.09,0.07,0.03,0.07,0.16,0.30,0.10,0.03,0.03,0.01,0.94,0.65,0.00,0.00,0.23,0.06,0.23,0.03,0.33,0.48,0.07,0.07,0.82,0.03,0.36,0.40,0.14,0.09,0.29,0.06,0.16,0.60,0.03,0.00,0.21,0.65,201.0,398.0,31.0,82841.0,97544.0,753.0,0.0,0.0,6.0,480300.00,2646.0,720.0,1554.0,2599.0,1046.0,1024.0,702.0,2599.0,90.4,39.1,106649.0,6037106649.0,6.0,['SMMI'],0.0,3239.0,106649.0,6.0,['SMMI'],0.0,CA,1112675,0,0.43,0.0,34.2892496,-118.460655
51,1070.1,0.09,0.02,0.09,0.21,0.02,0.11,0.01,0.03,0.07,0.14,0.18,0.07,0.07,0.00,0.03,0.91,0.52,0.00,0.00,0.26,0.04,0.18,0.02,0.45,0.39,0.04,0.03,0.82,0.08,0.45,0.45,0.23,0.17,0.06,0.02,0.11,0.69,0.01,0.00,0.01,0.96,179.0,543.0,32.0,56375.0,68057.0,759.0,0.0,0.0,5.5,393200.00,2031.0,457.0,1717.0,3083.0,1297.0,1281.0,739.0,3093.0,97.8,31.6,107010.0,6037107010.0,7.0,['ARE'],0.0,436.0,107010.0,7.0,['ARE'],0.0,CA,684671,0,0.264,0.0,34.3020803,-118.4467204
52,1070.2,0.04,0.00,0.13,0.15,0.00,0.10,0.07,0.01,0.05,0.12,0.18,0.10,0.06,0.03,0.03,0.86,0.57,0.01,0.00,0.30,0.07,0.29,0.03,0.40,0.39,0.09,0.07,0.84,0.15,0.47,0.44,0.23,0.14,0.16,0.02,0.08,0.69,0.01,0.02,0.09,0.86,410.0,1116.0,39.4,81935.0,97985.0,1317.0,0.0,6.5,5.8,386200.00,2145.0,536.0,1784.0,5433.0,2315.0,2237.0,1250.0,5442.0,94.5,29.7,107020.0,6037107020.0,7.0,['ARE'],0.0,1473.0,107020.0,7.0,['ARE'],0.0,CA,994806,0,0.384,0.0,34.2975505,-118.4504794
53,1081.01,0.05,0.00,0.03,0.08,0.06,0.13,0.06,0.03,0.17,0.09,0.21,0.06,0.04,0.05,0.06,0.96,0.79,0.00,0.00,0.18,0.12,0.23,0.03,0.49,0.34,0.00,0.00,0.76,0.11,0.31,0.21,0.05,0.03,0.49,0.11,0.26,0.66,0.04,0.00,0.21,0.17,104.0,254.0,33.7,141893.0,158136.0,823.0,2.2,0.0,6.8,696100.00,3111.0,848.0,3354.0,2407.0,1073.0,1062.0,765.0,2417.0,106.1,46.6,108101.0,6037108101.0,9.0,['SAE'],0.0,437.0,108101.0,9.0,['SAE'],0.0,CA,1128633,0,0.436,0.0,34.2793058,-118.5416524
54,1081.02,0.07,0.00,0.03,0.06,0.00,0.12,0.02,0.04,0.14,0.14,0.27,0.11,0.05,0.03,0.04,0.98,0.76,0.00,0.00,0.13,0.11,0.17,0.01,0.45,0.33,0.00,0.00,0.74,0.09,0.18,0.21,0.04,0.06,0.60,0.14,0.28,0.51,0.04,0.00,0.37,0.08,219.0,501.0,38.0,95592.0,115642.0,1271.0,0.0,0.0,6.7,666100.00,3174.0,883.0,2534.0,3663.0,1760.0,1750.0,1217.0,3677.0,90.0,51.3,108102.0,6037108102.0,9.0,['SAE'],0.0,734.0,108102.0,9.0,['SAE'],0.0,CA,2183816,0,0.843,0.0,34.2804584,-118.5550665
55,1081.03,0.01,0.01,0.05,0.06,0.06,0.07,0.02,0.04,0.12,0.19,0.29,0.07,0.02,0.02,0.01,0.99,0.88,0.03,0.00,0.11,0.07,0.13,0.01,0.40,0.42,0.00,0.00,0.68,0.04,0.28,0.24,0.02,0.04,0.60,0.11,0.33,0.63,0.00,0.00,0.29,0.12,225.0,289.0,35.5,159643.0,179376.0,1100.0,2.8,0.0,7.4,863700.00,3493.0,1083.0,2941.0,3153.0,1361.0,1323.0,1050.0,3153.0,97.6,50.7,108103.0,6037108103.0,9.0,['SAE'],0.0,2437.0,108103.0,9.0,['SAE'],0.0,CA,2563867,0,0.99,0.0,34.2864236,-118.5400017
56,1081.04,0.02,0.00,0.04,0.07,0.04,0.08,0.05,0.02,0.06,0.19,0.28,0.02,0.11,0.04,0.01,0.91,0.74,0.00,0.00,0.12,0.06,0.19,0.01,0.48,0.37,0.07,0.01,0.79,0.02,0.28,0.31,0.01,0.03,0.59,0.21,0.26,0.58,0.05,0.00,0.31,0.06,48.0,276.0,43.3,130714.0,152372.0,598.0,4.0,0.0,7.0,673800.00,2851.0,772.0,3290.0,1922.0,670.0,670.0,570.0,1922.0,100.6,46.2,108104.0,6037108104.0,9.0,['SAE'],0.0,861.0,108104.0,9.0,['SAE'],0.0,CA,826020,0,0.319,0.0,34.2943135,-118.5460083
57,1082.01,0.04,0.01,0.02,0.05,0.04,0.10,0.02,0.04,0.09,0.20,0.28,0.08,0.04,0.04,0.00,0.95,0.84,0.00,0.00,0.24,0.15,0.28,0.00,0.51,0.31,0.00,0.00,0.87,0.02,0.24,0.17,0.02,0.01,0.63,0.12,0.21,0.40,0.06,0.00,0.47,0.06,336.0,869.0,38.2,125000.0,150661.0,1952.0,4.7,0.0,6.3,687900.00,3044.0,985.0,3198.0,5501.0,2531.0,2464.0,1828.0,5501.0,107.7,45.1,108201.0,6037108201.0,9.0,['SAE'],0.0,3240.0,108201.0,9.0,['SAE'],0.0,CA,2805114,0,1.083,0.0,34.2868634,-118.564234
58,1096.01,0.10,0.01,0.10,0.12,0.04,0.06,0.10,0.04,0.04,0.10,0.24,0.07,0.06,0.02,0.02,0.91,0.76,0.00,0.01,0.17,0.03,0.24,0.05,0.44,0.45,0.07,0.02,0.68,0.04,0.41,0.29,0.08,0.07,0.17,0.08,0.18,0.49,0.03,0.00,0.10,0.61,457.0,570.0,29.8,92545.0,99625.0,1340.0,0.0,11.4,5.7,467200.00,2301.0,666.0,2746.0,4926.0,1502.0,1422.0,1267.0,4938.0,115.8,38.8,109601.0,6037109601.0,9.0,['SAE'],0.0,735.0,109601.0,9.0,['SAE'],0.0,CA,2214559,33284,0.855,0.013,34.2593157,-118.4495333
59,1096.03,0.09,0.00,0.11,0.09,0.02,0.15,0.02,0.03,0.04,0.14,0.21,0.04,0.10,0.05,0.14,0.89,0.58,0.00,0.00,0.40,0.15,0.26,0.03,0.40,0.30,0.08,0.02,0.81,0.19,0.56,0.40,0.20,0.09,0.24,0.07,0.19,0.46,0.02,0.01,0.13,0.68,265.0,626.0,31.2,53750.0,70672.0,1335.0,0.0,5.8,5.1,452200.00,2389.0,455.0,1417.0,4469.0,2265.0,2222.0,1303.0,4476.0,92.4,37.7,109603.0,6037109603.0,1.0,['LISD'],0.0,3241.0,109603.0,1.0,['LISD'],0.0,CA,998887,0,0.386,0.0,34.2536518,-118.4654157
60,1096.04,0.08,0.02,0.09,0.11,0.02,0.12,0.03,0.04,0.05,0.08,0.27,0.06,0.10,0.02,0.01,0.93,0.71,0.00,0.00,0.21,0.10,0.24,0.05,0.34,0.36,0.07,0.02,0.71,0.04,0.43,0.32,0.07,0.07,0.22,0.08,0.16,0.48,0.02,0.02,0.18,0.54,237.0,454.0,27.3,88000.0,88464.0,921.0,0.0,8.1,5.3,456000.00,2536.0,732.0,1216.0,3088.0,955.0,914.0,904.0,3088.0,106.6,33.7,109604.0,6037109604.0,6.0,['SMMI'],0.0,3242.0,109604.0,6.0,['SMMI'],0.0,CA,1174875,0,0.454,0.0,34.2615445,-118.4653518
61,1112.01,0.07,0.01,0.08,0.09,0.01,0.08,0.06,0.03,0.08,0.13,0.18,0.06,0.12,0.06,0.01,0.90,0.74,0.00,0.00,0.11,0.03,0.22,0.07,0.44,0.31,0.02,0.01,0.73,0.04,0.38,0.25,0.05,0.06,0.39,0.14,0.21,0.69,0.01,0.02,0.16,0.31,276.0,327.0,32.6,85034.0,113101.0,1156.0,0.0,13.1,6.3,575800.00,2601.0,628.0,2179.0,3474.0,1228.0,1185.0,1128.0,3485.0,93.1,43.5,111201.0,6037111201.0,7.0,['ARE'],0.0,737.0,111201.0,7.0,['ARE'],0.0,CA,1912806,0,0.739,0.0,34.2748338,-118.5101489
62,1112.02,0.07,0.01,0.05,0.10,0.01,0.07,0.07,0.05,0.06,0.13,0.26,0.07,0.08,0.03,0.02,0.96,0.75,0.00,0.00,0.31,0.15,0.20,0.03,0.37,0.34,0.03,0.04,0.73,0.00,0.44,0.33,0.03,0.05,0.41,0.10,0.19,0.57,0.06,0.00,0.22,0.28,284.0,817.0,29.9,80521.0,91830.0,1964.0,2.7,14.1,5.2,560300.00,2533.0,738.0,1757.0,5217.0,1895.0,1872.0,1657.0,5329.0,116.9,42.8,111202.0,6037111202.0,6.0,['SMMI'],0.0,2084.0,111202.0,6.0,['SMMI'],0.0,CA,1866692,0,0.721,0.0,34.2684432,-118.5148271
63,1112.04,0.05,0.00,0.06,0.12,0.03,0.07,0.03,0.04,0.09,0.17,0.26,0.07,0.04,0.03,0.01,0.98,0.87,0.00,0.00,0.04,0.06,0.11,0.02,0.41,0.48,0.00,0.00,0.72,0.02,0.30,0.23,0.03,0.03,0.59,0.19,0.29,0.63,0.05,0.01,0.22,0.15,205.0,871.0,33.6,150192.0,171731.0,1994.0,0.0,0.0,7.3,749600.00,3344.0,1017.0,3161.0,6143.0,1889.0,1871.0,1966.0,6153.0,106.9,49.2,111204.0,6037111204.0,9.0,['SAE'],0.0,442.0,111204.0,9.0,['SAE'],0.0,CA,3294685,16598,1.272,0.006,34.262647,-118.5471995
64,1112.05,0.06,0.00,0.03,0.04,0.01,0.04,0.04,0.07,0.10,0.15,0.32,0.09,0.06,0.05,0.01,0.95,0.70,0.00,0.00,0.47,0.14,0.37,0.01,0.49,0.25,0.05,0.00,0.68,0.03,0.47,0.39,0.02,0.03,0.50,0.13,0.16,0.46,0.11,0.00,0.35,0.17,167.0,737.0,34.1,76968.0,109874.0,1336.0,3.1,0.0,5.4,491700.00,2519.0,832.0,2227.0,4064.0,1541.0,1511.0,1314.0,4064.0,108.1,35.5,111205.0,6037111205.0,6.0,['SMMI'],0.0,3243.0,111205.0,6.0,['SMMI'],0.0,CA,1141318,17738,0.441,0.007,34.2543903,-118.5351305
65,1112.06,0.06,0.00,0.05,0.10,0.04,0.03,0.11,0.05,0.05,0.13,0.30,0.06,0.07,0.02,0.01,0.95,0.81,0.00,0.00,0.10,0.10,0.15,0.04,0.33,0.39,0.02,0.01,0.67,0.01,0.33,0.24,0.02,0.07,0.37,0.15,0.25,0.63,0.01,0.00,0.13,0.29,134.0,696.0,36.7,114861.0,155877.0,1600.0,0.0,0.0,6.7,647700.00,3072.0,745.0,,4307.0,1145.0,1093.0,1517.0,4382.0,103.2,47.1,111206.0,6037111206.0,9.0,['SAE'],0.0,3244.0,111206.0,9.0,['SAE'],0.0,CA,2611197,11547,1.008,0.004,34.2690645,-118.5343557
66,1113.01,0.03,0.00,0.03,0.08,0.03,0.14,0.08,0.01,0.09,0.12,0.26,0.07,0.05,0.05,0.08,0.92,0.67,0.01,0.00,0.66,0.18,0.36,0.07,0.38,0.16,0.02,0.07,0.68,0.09,0.45,0.31,0.08,0.08,0.35,0.13,0.15,0.51,0.06,0.00,0.21,0.35,538.0,1142.0,32.8,68456.0,72229.0,2906.0,0.0,3.6,4.3,562200.00,2589.0,661.0,1520.0,7053.0,2889.0,2857.0,2689.0,7151.0,97.3,37.6,111301.0,6037111301.0,6.0,['SMMI'],0.0,2085.0,111301.0,6.0,['SMMI'],0.0,CA,2001347,0,0.773,0.0,34.261129,-118.5157706
67,1113.02,0.08,0.01,0.06,0.04,0.04,0.10,0.06,0.03,0.09,0.10,0.25,0.19,0.02,0.02,0.08,0.93,0.72,0.00,0.02,0.45,0.15,0.32,0.12,0.40,0.21,0.02,0.01,0.68,0.10,0.47,0.39,0.03,0.05,0.46,0.15,0.21,0.60,0.08,0.00,0.22,0.21,196.0,715.0,37.9,66850.0,92511.0,1870.0,0.0,5.0,5.5,605900.00,2735.0,761.0,1687.0,5101.0,1800.0,1703.0,1817.0,5325.0,101.7,40.2,111302.0,6037111302.0,6.0,['SMMI'],0.0,1475.0,111302.0,6.0,['SMMI'],0.0,CA,1552799,0,0.6,0.0,34.2539511,-118.5128425
68,1131.01,0.06,0.00,0.03,0.08,0.01,0.10,0.10,0.03,0.10,0.13,0.23,0.08,0.07,0.05,0.04,0.93,0.65,0.00,0.00,0.24,0.12,0.22,0.01,0.37,0.43,0.05,0.00,0.71,0.11,0.34,0.26,0.03,0.03,0.36,0.11,0.28,0.76,0.02,0.00,0.16,0.24,163.0,450.0,34.1,105781.0,111153.0,1141.0,4.9,0.0,6.5,625200.00,2598.0,896.0,2917.0,3525.0,1169.0,1158.0,1091.0,3699.0,85.1,49.0,113101.0,6037113101.0,9.0,['SAE'],0.0,3245.0,113101.0,9.0,['SAE'],0.0,CA,2265262,2714,0.875,0.001,34.2654115,-118.5852975
69,1131.02,0.06,0.00,0.05,0.11,0.02,0.07,0.02,0.09,0.11,0.16,0.19,0.09,0.07,0.01,0.05,0.98,0.85,0.00,0.00,0.06,0.10,0.19,0.02,0.40,0.43,0.00,0.00,0.73,0.04,0.36,0.21,0.04,0.01,0.53,0.22,0.32,0.78,0.03,0.00,0.12,0.12,103.0,249.0,34.0,138333.0,202650.0,1000.0,0.9,0.0,8.0,865700.00,3703.0,1280.0,2643.0,2907.0,698.0,684.0,972.0,2928.0,119.5,50.8,113102.0,6037113102.0,9.0,['SAE'],0.0,3246.0,113102.0,9.0,['SAE'],0.0,CA,3653885,16997,1.411,0.007,34.2663853,-118.56677
70,1132.11,0.03,0.01,0.07,0.14,0.01,0.12,0.02,0.07,0.05,0.20,0.17,0.05,0.07,0.02,0.04,0.99,0.83,0.00,0.01,0.17,0.07,0.32,0.01,0.53,0.16,0.00,0.00,0.73,0.07,0.27,0.18,0.02,0.02,0.46,0.24,0.29,0.82,0.01,0.00,0.15,0.11,450.0,241.0,34.2,93009.0,128385.0,1659.0,0.1,2.1,6.5,476600.00,2608.0,1029.0,2191.0,3883.0,963.0,943.0,1607.0,3929.0,78.8,49.8,113211.0,6037113211.0,9.0,['SAE'],0.0,2438.0,113211.0,9.0,['SAE'],0.0,CA,7280767,3053,2.811,0.001,34.2675047,-118.6227776
71,1132.12,0.03,0.01,0.06,0.08,0.01,0.05,0.06,0.05,0.12,0.12,0.28,0.08,0.08,0.01,0.07,0.96,0.75,0.00,0.01,0.37,0.11,0.25,0.02,0.36,0.40,0.01,0.00,0.70,0.08,0.31,0.32,0.03,0.03,0.39,0.16,0.23,0.62,0.02,0.01,0.22,0.28,100.0,463.0,33.5,79009.0,103364.0,1088.0,0.0,0.0,5.4,553800.00,2590.0,792.0,2097.0,3151.0,1207.0,1165.0,1088.0,3272.0,88.0,45.2,113212.0,6037113212.0,7.0,['ARE'],0.0,474.0,113212.0,7.0,['ARE'],0.0,CA,998550,0,0.386,0.0,34.2606831,-118.6024264
72,1132.13,0.02,0.00,0.03,0.08,0.01,0.12,0.03,0.05,0.08,0.15,0.31,0.06,0.06,0.02,0.01,0.95,0.72,0.00,0.00,0.39,0.11,0.29,0.02,0.48,0.22,0.04,0.01,0.71,0.10,0.42,0.31,0.05,0.04,0.37,0.17,0.19,0.45,0.05,0.01,0.23,0.28,199.0,681.0,34.0,84274.0,103746.0,1710.0,0.0,0.0,5.5,520600.00,2799.0,717.0,1738.0,4921.0,1776.0,1771.0,1684.0,5059.0,98.9,40.2,113213.0,6037113213.0,7.0,['ARE'],0.0,1905.0,113213.0,7.0,['ARE'],0.0,CA,1300834,24,0.502,0.0,34.2515,-118.607847
73,1132.31,0.09,0.00,0.07,0.04,0.00,0.06,0.04,0.06,0.12,0.13,0.32,0.10,0.03,0.03,0.02,0.94,0.79,0.00,0.00,0.20,0.10,0.21,0.03,0.50,0.27,0.01,0.00,0.69,0.01,0.31,0.23,0.03,0.03,0.48,0.23,0.24,0.65,0.13,0.00,0.12,0.11,98.0,432.0,32.9,105208.0,117087.0,850.0,0.0,0.0,6.3,655000.00,3047.0,839.0,2438.0,2424.0,516.0,497.0,837.0,2424.0,119.4,46.7,113231.0,6037113231.0,9.0,['SAE'],0.0,475.0,113231.0,9.0,['SAE'],0.0,CA,4121025,18102,1.591,0.007,34.2266028,-118.6502378
