,Label (Grouping),Unemployment Rate,"Agriculture, forestry, fishing and hunting, and mining",Construction,Manufacturing,Wholesale trade,Retail trade,"Transportation and warehousing, and utilities",Information,"Finance and insurance, and real estate and rental and leasing","Professional, scientific, and management, and administrative and waste management services","Educational services, and health care and social assistance","Arts, entertainment, and recreation, and accommodation and food services","Other services, except public administration",Public administration,"INCOME AND BENEFITS (IN 2018 INFLATION-ADJUSTED DOLLARS) Less than $10,000",HEALTH INSURANCE COVERAGE With health insurance coverage,HEALTH INSURANCE COVERAGE With private health insurance,YEAR STRUCTURE BUILT Built 2014 or later,YEAR STRUCTURE BUILT Built 2010 to 2013,HOUSING TENURE Renter-occupied,YEAR HOUSEHOLDER MOVED INTO UNIT Moved in 2015 or later,YEAR HOUSEHOLDER MOVED INTO UNIT Moved in 2010 to 2014,VEHICLES AVAILABLE No vehicles available,VEHICLES AVAILABLE 2 vehicles available,VEHICLES AVAILABLE 3 or more vehicles available,OCCUPANTS PER ROOM 1.01 to 1.50,OCCUPANTS PER ROOM 1.51 or more,MORTGAGE STATUS Owner-occupied units Housing units with a mortgage,65 years and over,MARITAL STATUS Males 15 years and over Never married,MARITAL STATUS Females 15 years and over Never married,EDUCATIONAL ATTAINMENT Less than 9th grade,"EDUCATIONAL ATTAINMENT 9th to 12th grade, no diploma",Bachelor's degree or higher,PLACE OF BIRTH Native Different state,SEX AND AGE 62 years and over,White,Black or African American,American Indian and Alaska Native,Asian,Hispanic or Latino (of any race),Own children of the householder under 6 years,Own children of the householder 6 to 17 years,Mean travel time to work (minutes),Median household income (dollars),Mean household income (dollars),Total housing units,Homeowner vacancy rate,Rental vacancy rate,ROOM Median rooms,VALUE Median (dollars),SELECTED MONTHLY OWNER COSTS (SMOC) Housing units with a mortgage Median (dollars),SELECTED MONTHLY OWNER COSTS (SMOC) Housing units without a mortgage Median (dollars),GROSS RENT Occupied units paying rent Median (dollars),Population in households,YEAR OF ENTRY Population born outside the United States,YEAR OF ENTRY Foreign born,Total households,Total population,Sex ratio (males per 100 females),Median age (years),tract_x,GEOID,typology_x,typ_cat_x,label_x,Unnamed: 0,tract_y,typology_y,typ_cat_y,label_y,USPS,ALAND,AWATER,ALAND_SQMI,AWATER_SQMI,INTPTLAT,INTPTLONG                                                                                                                             
1002,4803.02,0.02,0.00,0.04,0.11,0.05,0.06,0.04,0.04,0.08,0.13,0.24,0.12,0.04,0.04,0.08,0.97,0.68,0.01,0.00,0.62,0.22,0.32,0.12,0.39,0.18,0.06,0.01,0.67,0.19,0.47,0.35,0.08,0.07,0.41,0.08,0.20,0.36,0.04,0.01,0.45,0.30,139.0,476.0,30.2,64028.0,91986.0,1806.0,0.0,0.0,4.0,686500.00,2581.0,585.0,1355.0,4535.0,1811.0,1762.0,1789.0,4593.0,101.2,39.9,480302.0,6037480302.0,5.0,['AdvG'],1.0,618.0,480302.0,5.0,['AdvG'],1.0,CA,1050467,0,0.406,0.0,34.1012449,-118.1218022
1003,4803.03,0.08,0.01,0.02,0.05,0.05,0.09,0.04,0.03,0.12,0.12,0.23,0.14,0.06,0.05,0.09,0.90,0.55,0.00,0.00,0.75,0.26,0.30,0.07,0.38,0.13,0.07,0.06,0.68,0.15,0.62,0.40,0.08,0.06,0.37,0.03,0.15,0.23,0.03,0.02,0.42,0.46,193.0,557.0,30.2,48138.0,66132.0,1521.0,0.0,0.0,3.8,528500.00,2127.0,580.0,1351.0,3850.0,1830.0,1809.0,1430.0,3850.0,102.5,36.7,480303.0,6037480303.0,4.0,['EOG'],1.0,3365.0,480303.0,4.0,['EOG'],1.0,CA,451631,0,0.174,0.0,34.0951421,-118.1377177
1004,4803.04,0.04,0.02,0.01,0.07,0.02,0.09,0.06,0.03,0.07,0.14,0.25,0.13,0.08,0.03,0.12,0.88,0.50,0.03,0.02,0.86,0.23,0.42,0.18,0.31,0.10,0.04,0.05,0.50,0.43,0.42,0.42,0.12,0.08,0.29,0.07,0.19,0.14,0.02,0.01,0.58,0.32,220.0,447.0,32.7,39575.0,53535.0,1912.0,0.0,0.9,3.6,459900.00,1523.0,492.0,1261.0,4342.0,2404.0,2351.0,1856.0,4459.0,70.6,38.1,480304.0,6037480304.0,1.0,['LISD'],0.0,3366.0,480304.0,1.0,['LISD'],0.0,CA,436639,0,0.169,0.0,34.0961677,-118.1316021
1005,4807.02,0.03,0.00,0.05,0.05,0.03,0.08,0.01,0.07,0.10,0.18,0.29,0.07,0.03,0.04,0.03,0.95,0.79,0.00,0.01,0.30,0.11,0.23,0.01,0.48,0.25,0.02,0.00,0.65,0.07,0.27,0.26,0.01,0.03,0.68,0.13,0.22,0.45,0.05,0.00,0.42,0.17,363.0,607.0,30.9,152500.0,191115.0,1751.0,0.0,14.0,6.4,1021800.00,3207.0,716.0,1744.0,4477.0,1432.0,1418.0,1626.0,4477.0,92.6,44.5,480702.0,6037480702.0,7.0,['ARE'],0.0,666.0,480702.0,7.0,['ARE'],0.0,CA,2176097,0,0.84,0.0,34.1049412,-118.1699084
1006,4807.03,0.09,0.00,0.01,0.03,0.01,0.12,0.04,0.06,0.12,0.13,0.30,0.08,0.07,0.03,0.01,0.97,0.84,0.00,0.01,0.45,0.15,0.32,0.01,0.49,0.19,0.05,0.02,0.77,0.07,0.41,0.35,0.02,0.02,0.61,0.18,0.14,0.55,0.04,0.00,0.35,0.18,377.0,583.0,32.4,106750.0,149808.0,1341.0,0.0,3.8,5.5,987700.00,3445.0,595.0,1722.0,3694.0,948.0,894.0,1234.0,3694.0,100.4,37.0,480703.0,6037480703.0,9.0,['SAE'],0.0,2421.0,480703.0,9.0,['SAE'],0.0,CA,1134056,1122,0.438,0.0,34.1100892,-118.1628455
1007,4807.04,0.05,0.00,0.06,0.06,0.04,0.08,0.04,0.06,0.09,0.12,0.24,0.10,0.06,0.05,0.05,0.92,0.78,0.00,0.00,0.67,0.17,0.39,0.04,0.38,0.20,0.02,0.01,0.75,0.10,0.40,0.34,0.02,0.02,0.59,0.19,0.12,0.49,0.01,0.01,0.34,0.22,293.0,946.0,30.2,79621.0,109378.0,1953.0,2.9,6.1,4.6,837700.00,3306.0,482.0,1656.0,4726.0,1546.0,1440.0,1796.0,4726.0,87.4,38.6,480704.0,6037480704.0,8.0,['BE'],0.0,2361.0,480704.0,8.0,['BE'],0.0,CA,1069409,0,0.413,0.0,34.10578,-118.1537051
1008,4808.02,0.02,0.00,0.04,0.10,0.02,0.10,0.10,0.04,0.04,0.09,0.27,0.16,0.04,0.01,0.07,0.95,0.59,0.00,0.00,0.38,0.05,0.24,0.04,0.27,0.37,0.11,0.08,0.70,0.23,0.37,0.34,0.17,0.06,0.27,0.06,0.25,0.25,0.00,0.00,0.39,0.54,185.0,288.0,29.2,67724.0,79836.0,1080.0,1.4,0.0,4.0,558900.00,2075.0,467.0,1183.0,3229.0,1522.0,1513.0,1009.0,3277.0,95.5,45.5,480802.0,6037480802.0,6.0,['SMMI'],0.0,1051.0,480802.0,6.0,['SMMI'],0.0,CA,1713241,0,0.661,0.0,34.0820627,-118.1526495
1009,4808.03,0.05,0.00,0.07,0.06,0.00,0.07,0.06,0.03,0.10,0.14,0.27,0.12,0.05,0.04,0.11,0.90,0.58,0.00,0.01,0.46,0.10,0.32,0.04,0.33,0.30,0.09,0.06,0.78,0.31,0.46,0.43,0.07,0.08,0.34,0.08,0.18,0.35,0.01,0.01,0.28,0.58,284.0,359.0,32.4,73841.0,95380.0,1318.0,0.0,0.0,4.5,596800.00,2494.0,617.0,1308.0,3971.0,1395.0,1378.0,1269.0,3987.0,105.1,40.2,480803.0,6037480803.0,6.0,['SMMI'],0.0,2362.0,480803.0,6.0,['SMMI'],0.0,CA,1091607,0,0.421,0.0,34.0909207,-118.1536066
1010,4808.04,0.02,0.01,0.03,0.11,0.06,0.08,0.05,0.02,0.08,0.13,0.27,0.07,0.06,0.04,0.08,0.95,0.69,0.00,0.00,0.71,0.09,0.45,0.10,0.44,0.13,0.12,0.04,0.68,0.22,0.35,0.44,0.09,0.04,0.44,0.04,0.13,0.20,0.02,0.00,0.47,0.42,512.0,582.0,34.6,61934.0,78942.0,1928.0,0.0,2.0,3.5,532000.00,2505.0,576.0,1327.0,4988.0,2394.0,2385.0,1756.0,4988.0,77.4,34.5,480804.0,6037480804.0,6.0,['SMMI'],0.0,615.0,480804.0,6.0,['SMMI'],0.0,CA,838408,0,0.324,0.0,34.0957577,-118.1472584
1011,4809.02,0.05,0.00,0.03,0.06,0.02,0.09,0.10,0.03,0.08,0.11,0.21,0.11,0.12,0.03,0.03,0.90,0.47,0.00,0.00,0.86,0.20,0.42,0.08,0.43,0.16,0.04,0.12,0.80,0.20,0.41,0.25,0.11,0.15,0.25,0.02,0.13,0.22,0.02,0.01,0.46,0.45,296.0,730.0,29.4,47070.0,59808.0,1449.0,0.0,0.0,3.5,471900.00,2114.0,415.0,1264.0,4257.0,2469.0,2445.0,1339.0,4263.0,113.4,37.0,480902.0,6037480902.0,1.0,['LISD'],0.0,2422.0,480902.0,1.0,['LISD'],0.0,CA,521034,0,0.201,0.0,34.0802793,-118.1390208
1012,4809.03,0.04,0.01,0.03,0.10,0.05,0.11,0.05,0.03,0.05,0.08,0.28,0.15,0.03,0.05,0.10,0.90,0.53,0.01,0.00,0.65,0.21,0.29,0.14,0.34,0.18,0.06,0.06,0.65,0.27,0.41,0.35,0.23,0.11,0.25,0.04,0.23,0.18,0.02,0.00,0.62,0.30,195.0,353.0,29.9,59688.0,70244.0,1056.0,0.0,2.0,4.3,576100.00,2283.0,471.0,1316.0,3014.0,1842.0,1842.0,984.0,3108.0,91.5,44.1,480903.0,6037480903.0,5.0,['AdvG'],1.0,2423.0,480903.0,5.0,['AdvG'],1.0,CA,803827,0,0.31,0.0,34.0736606,-118.139349
1013,4810.01,0.06,0.00,0.03,0.07,0.01,0.11,0.08,0.01,0.07,0.18,0.29,0.05,0.05,0.04,0.09,0.95,0.57,0.01,0.15,0.66,0.10,0.43,0.19,0.24,0.13,0.04,0.03,0.74,0.15,0.44,0.30,0.19,0.07,0.38,0.04,0.32,0.21,0.01,0.00,0.61,0.25,226.0,404.0,30.6,45000.0,70250.0,1640.0,0.0,2.2,3.8,550900.00,2658.0,388.0,1417.0,3961.0,2352.0,2332.0,1486.0,4259.0,82.5,46.6,481001.0,6037481001.0,1.0,['LISD'],0.0,619.0,481001.0,1.0,['LISD'],0.0,CA,1049645,0,0.405,0.0,34.0876622,-118.1302887
1014,4810.02,0.04,0.00,0.07,0.11,0.00,0.15,0.03,0.01,0.07,0.13,0.24,0.13,0.05,0.01,0.04,0.89,0.65,0.02,0.01,0.62,0.27,0.23,0.06,0.39,0.18,0.07,0.04,0.70,0.10,0.47,0.33,0.06,0.06,0.38,0.06,0.16,0.18,0.01,0.00,0.52,0.40,550.0,344.0,33.2,58589.0,75196.0,2181.0,0.0,0.0,3.7,462000.00,2406.0,475.0,1360.0,5408.0,2695.0,2630.0,2013.0,5408.0,110.4,35.1,481002.0,6037481002.0,6.0,['SMMI'],0.0,2424.0,481002.0,6.0,['SMMI'],0.0,CA,934617,0,0.361,0.0,34.0951879,-118.1189741
1015,4811.01,0.08,0.00,0.02,0.06,0.08,0.06,0.04,0.01,0.03,0.21,0.26,0.17,0.05,0.02,0.03,0.88,0.55,0.02,0.00,0.80,0.17,0.42,0.07,0.41,0.25,0.07,0.02,0.82,0.13,0.46,0.36,0.10,0.04,0.30,0.05,0.19,0.25,0.01,0.01,0.44,0.43,198.0,404.0,30.9,55914.0,70736.0,1552.0,7.0,2.5,4.1,568700.00,2641.0,768.0,1349.0,3985.0,2460.0,2301.0,1403.0,4354.0,79.7,37.4,481101.0,6037481101.0,5.0,['AdvG'],1.0,2064.0,481101.0,5.0,['AdvG'],1.0,CA,882648,0,0.341,0.0,34.099157,-118.1069461
1016,4811.02,0.06,0.00,0.05,0.04,0.05,0.09,0.09,0.01,0.09,0.11,0.18,0.16,0.07,0.06,0.07,0.84,0.57,0.01,0.00,0.87,0.16,0.52,0.06,0.47,0.11,0.06,0.04,0.70,0.06,0.37,0.33,0.08,0.06,0.37,0.07,0.13,0.22,0.02,0.00,0.65,0.20,390.0,436.0,28.3,50087.0,75176.0,1548.0,0.0,5.7,4.0,602500.00,1898.0,687.0,1552.0,3969.0,2372.0,2332.0,1409.0,4025.0,85.6,35.5,481102.0,6037481102.0,4.0,['EOG'],1.0,2425.0,481102.0,4.0,['EOG'],1.0,CA,615125,0,0.238,0.0,34.0998401,-118.0944617
1017,4811.03,0.05,0.00,0.05,0.08,0.05,0.09,0.04,0.04,0.07,0.11,0.22,0.20,0.04,0.02,0.04,0.91,0.51,0.02,0.01,0.51,0.13,0.25,0.11,0.36,0.31,0.06,0.06,0.60,0.17,0.46,0.39,0.12,0.11,0.27,0.03,0.20,0.15,0.00,0.00,0.49,0.44,188.0,642.0,28.5,61506.0,79401.0,1622.0,3.7,4.8,4.7,587800.00,2089.0,550.0,1353.0,4918.0,2411.0,2362.0,1397.0,4952.0,101.9,40.1,481103.0,6037481103.0,6.0,['SMMI'],0.0,646.0,481103.0,6.0,['SMMI'],0.0,CA,1420414,0,0.548,0.0,34.0934639,-118.098394
1018,4812.01,0.05,0.00,0.06,0.11,0.02,0.09,0.05,0.01,0.09,0.15,0.24,0.12,0.01,0.05,0.05,0.86,0.59,0.01,0.02,0.55,0.13,0.35,0.07,0.47,0.24,0.07,0.04,0.63,0.13,0.33,0.30,0.10,0.05,0.38,0.04,0.17,0.14,0.00,0.00,0.68,0.24,158.0,556.0,31.9,58036.0,71516.0,1267.0,6.1,0.0,4.6,656800.00,2487.0,509.0,1525.0,3651.0,2114.0,2055.0,1205.0,3651.0,82.6,42.0,481201.0,6037481201.0,6.0,['SMMI'],0.0,2363.0,481201.0,6.0,['SMMI'],0.0,CA,1028931,0,0.397,0.0,34.097623,-118.0712001
1019,4812.02,0.03,0.00,0.02,0.07,0.05,0.07,0.07,0.02,0.06,0.10,0.29,0.14,0.08,0.03,0.06,0.91,0.53,0.00,0.00,0.52,0.12,0.36,0.04,0.47,0.24,0.03,0.04,0.56,0.14,0.39,0.32,0.09,0.07,0.31,0.04,0.21,0.19,0.00,0.00,0.59,0.31,302.0,613.0,30.5,70735.0,79218.0,2104.0,0.0,1.8,4.7,603700.00,2343.0,594.0,1397.0,6088.0,3408.0,3371.0,1930.0,6088.0,92.5,43.2,481202.0,6037481202.0,5.0,['AdvG'],1.0,2426.0,481202.0,5.0,['AdvG'],1.0,CA,1563597,0,0.604,0.0,34.098073,-118.0816319
1020,4814.01,0.06,0.00,0.06,0.08,0.02,0.12,0.03,0.02,0.04,0.11,0.18,0.20,0.12,0.02,0.05,0.88,0.42,0.00,0.01,0.62,0.12,0.34,0.08,0.40,0.23,0.06,0.01,0.53,0.10,0.41,0.33,0.18,0.09,0.27,0.03,0.16,0.10,0.00,0.01,0.79,0.15,274.0,467.0,25.9,43980.0,66320.0,1894.0,3.3,0.0,4.5,597300.00,2265.0,576.0,1429.0,6005.0,4317.0,4274.0,1776.0,6014.0,75.2,44.3,481401.0,6037481401.0,4.0,['EOG'],1.0,2065.0,481401.0,4.0,['EOG'],1.0,CA,1206569,0,0.466,0.0,34.0831934,-118.1039746
1021,4814.02,0.09,0.00,0.11,0.09,0.05,0.14,0.07,0.02,0.05,0.08,0.20,0.11,0.04,0.05,0.04,0.92,0.46,0.00,0.00,0.46,0.08,0.25,0.03,0.38,0.33,0.13,0.02,0.58,0.07,0.44,0.33,0.16,0.09,0.26,0.03,0.18,0.19,0.00,0.00,0.70,0.23,507.0,665.0,27.9,60699.0,77528.0,2152.0,2.4,3.8,5.0,611000.00,2355.0,633.0,1390.0,7227.0,4355.0,4336.0,1925.0,7242.0,108.8,41.8,481402.0,6037481402.0,6.0,['SMMI'],0.0,1410.0,481402.0,6.0,['SMMI'],0.0,CA,1834670,0,0.708,0.0,34.0830571,-118.0929535
1022,4816.03,0.09,0.00,0.05,0.05,0.03,0.09,0.06,0.06,0.09,0.15,0.25,0.11,0.06,0.01,0.09,0.91,0.58,0.00,0.00,0.54,0.15,0.34,0.07,0.43,0.19,0.08,0.01,0.50,0.24,0.28,0.26,0.08,0.07,0.37,0.05,0.15,0.14,0.05,0.01,0.67,0.18,244.0,437.0,27.8,48454.0,65384.0,1386.0,10.6,1.8,4.1,603200.00,2297.0,458.0,1433.0,3418.0,2036.0,2012.0,1175.0,3418.0,101.5,37.4,481603.0,6037481603.0,4.0,['EOG'],1.0,895.0,481603.0,4.0,['EOG'],1.0,CA,655706,0,0.253,0.0,34.0841555,-118.1201868
1023,4816.04,0.07,0.00,0.04,0.11,0.01,0.06,0.04,0.01,0.05,0.11,0.26,0.09,0.12,0.10,0.05,0.91,0.56,0.00,0.00,0.70,0.07,0.41,0.09,0.45,0.12,0.09,0.04,0.68,0.08,0.40,0.28,0.12,0.07,0.29,0.08,0.20,0.25,0.01,0.00,0.56,0.34,139.0,561.0,27.3,57262.0,72127.0,1402.0,0.0,2.8,3.7,587300.00,2195.0,400.0,1298.0,3825.0,2101.0,2069.0,1350.0,3825.0,99.4,43.1,481604.0,6037481604.0,5.0,['AdvG'],1.0,621.0,481604.0,5.0,['AdvG'],1.0,CA,623010,0,0.241,0.0,34.0832452,-118.1260625
1024,4816.06,0.05,0.00,0.06,0.05,0.06,0.10,0.04,0.02,0.08,0.09,0.17,0.18,0.09,0.06,0.02,0.90,0.44,0.00,0.00,0.71,0.12,0.34,0.07,0.43,0.20,0.05,0.08,0.42,0.18,0.40,0.28,0.12,0.09,0.26,0.04,0.21,0.12,0.05,0.00,0.67,0.22,236.0,527.0,28.0,53177.0,61690.0,1656.0,0.0,0.0,3.8,585600.00,2059.0,571.0,1333.0,4962.0,2971.0,2919.0,1592.0,4962.0,103.5,43.4,481606.0,6037481606.0,1.0,['LISD'],0.0,3368.0,481606.0,1.0,['LISD'],0.0,CA,862069,0,0.333,0.0,34.0764499,-118.125985
1025,4817.11,0.07,0.00,0.03,0.06,0.08,0.08,0.01,0.02,0.06,0.12,0.22,0.14,0.14,0.04,0.08,0.90,0.38,0.00,0.00,0.75,0.15,0.42,0.14,0.34,0.17,0.08,0.01,0.54,0.38,0.42,0.30,0.20,0.13,0.20,0.05,0.28,0.06,0.00,0.00,0.84,0.10,161.0,359.0,30.5,37328.0,50013.0,1476.0,0.0,1.3,3.9,472700.00,2445.0,567.0,1341.0,4151.0,3165.0,3154.0,1433.0,4341.0,92.7,49.8,481711.0,6037481711.0,1.0,['LISD'],0.0,622.0,481711.0,1.0,['LISD'],0.0,CA,447340,0,0.173,0.0,34.0661708,-118.1198426
1026,4817.12,0.03,0.00,0.02,0.08,0.06,0.10,0.08,0.02,0.03,0.09,0.17,0.23,0.08,0.03,0.07,0.93,0.48,0.02,0.00,0.68,0.12,0.38,0.12,0.41,0.21,0.08,0.04,0.65,0.18,0.39,0.30,0.17,0.10,0.25,0.01,0.21,0.10,0.00,0.00,0.81,0.18,204.0,614.0,29.9,50144.0,75848.0,1703.0,0.0,0.0,4.2,651800.00,2523.0,500.0,1371.0,5451.0,3906.0,3880.0,1656.0,5451.0,100.2,45.7,481712.0,6037481712.0,4.0,['EOG'],1.0,1900.0,481712.0,4.0,['EOG'],1.0,CA,736226,0,0.284,0.0,34.0663876,-118.1119018
1027,4817.13,0.02,0.01,0.01,0.11,0.03,0.12,0.04,0.01,0.10,0.11,0.19,0.19,0.04,0.03,0.11,0.89,0.48,0.00,0.11,0.68,0.14,0.32,0.10,0.35,0.25,0.12,0.03,0.52,0.15,0.37,0.25,0.18,0.07,0.41,0.04,0.22,0.05,0.00,0.01,0.82,0.17,162.0,221.0,28.2,56792.0,74133.0,1052.0,0.0,3.2,4.0,586300.00,2351.0,652.0,1252.0,2851.0,1913.0,1901.0,940.0,2851.0,96.2,47.7,481713.0,6037481713.0,5.0,['AdvG'],1.0,1901.0,481713.0,5.0,['AdvG'],1.0,CA,466197,0,0.18,0.0,34.0679641,-118.1291575
1028,4817.14,0.04,0.00,0.03,0.08,0.05,0.09,0.06,0.02,0.07,0.03,0.22,0.19,0.11,0.06,0.11,0.87,0.43,0.00,0.00,0.76,0.15,0.35,0.15,0.27,0.17,0.11,0.02,0.60,0.31,0.36,0.28,0.14,0.08,0.29,0.03,0.27,0.05,0.00,0.00,0.89,0.05,135.0,203.0,28.0,41512.0,60579.0,957.0,0.0,0.6,3.9,474100.00,2180.0,690.0,1233.0,2784.0,2077.0,2050.0,898.0,2784.0,83.9,47.0,481714.0,6037481714.0,4.0,['EOG'],1.0,896.0,481714.0,4.0,['EOG'],1.0,CA,455081,0,0.176,0.0,34.064306,-118.1290008
1029,4819.01,0.05,0.00,0.06,0.09,0.03,0.12,0.09,0.05,0.05,0.11,0.24,0.06,0.04,0.07,0.02,0.97,0.70,0.00,0.00,0.35,0.08,0.24,0.05,0.42,0.28,0.08,0.03,0.67,0.12,0.38,0.31,0.09,0.07,0.35,0.07,0.24,0.31,0.01,0.00,0.36,0.48,198.0,694.0,29.3,84792.0,100206.0,2007.0,0.8,0.0,5.1,612100.00,2367.0,495.0,1615.0,5940.0,2302.0,2202.0,1936.0,5954.0,93.4,45.2,481901.0,6037481901.0,6.0,['SMMI'],0.0,623.0,481901.0,6.0,['SMMI'],0.0,CA,1833957,0,0.708,0.0,34.0710196,-118.155045
1030,4819.02,0.03,0.00,0.04,0.13,0.02,0.09,0.10,0.01,0.03,0.10,0.23,0.17,0.04,0.05,0.04,0.94,0.62,0.00,0.00,0.50,0.13,0.27,0.08,0.35,0.26,0.06,0.05,0.71,0.07,0.51,0.45,0.10,0.05,0.26,0.07,0.21,0.29,0.01,0.00,0.34,0.56,211.0,396.0,31.2,62903.0,100844.0,1224.0,3.6,7.6,3.8,577700.00,2355.0,534.0,1237.0,3391.0,1419.0,1412.0,1073.0,3420.0,101.3,35.6,481902.0,6037481902.0,6.0,['SMMI'],0.0,2066.0,481902.0,6.0,['SMMI'],0.0,CA,886365,1730,0.342,0.001,34.0661164,-118.1501366
1031,4820.01,0.07,0.00,0.03,0.05,0.04,0.07,0.06,0.04,0.11,0.12,0.34,0.07,0.05,0.03,0.08,0.96,0.68,0.00,0.00,0.18,0.04,0.15,0.05,0.44,0.26,0.01,0.01,0.57,0.14,0.26,0.24,0.08,0.04,0.51,0.09,0.43,0.11,0.00,0.00,0.80,0.13,70.0,222.0,32.3,89531.0,106743.0,1080.0,0.9,5.7,5.9,652000.00,2547.0,421.0,1623.0,2603.0,1290.0,1209.0,1035.0,2615.0,106.9,57.3,482001.0,6037482001.0,6.0,['SMMI'],0.0,2428.0,482001.0,6.0,['SMMI'],0.0,CA,2914450,24958,1.125,0.01,34.0529634,-118.1585861
1032,4820.02,0.06,0.00,0.00,0.16,0.07,0.12,0.02,0.02,0.09,0.17,0.21,0.09,0.04,0.01,0.07,0.91,0.58,0.00,0.00,0.45,0.16,0.23,0.06,0.30,0.22,0.08,0.03,0.53,0.08,0.37,0.34,0.07,0.07,0.43,0.10,0.23,0.11,0.01,0.01,0.60,0.31,358.0,1040.0,30.2,59779.0,86804.0,2673.0,0.0,3.6,4.6,693400.00,2809.0,507.0,1241.0,6673.0,2926.0,2804.0,2449.0,6682.0,82.9,40.4,482002.0,6037482002.0,7.0,['ARE'],0.0,2429.0,482002.0,7.0,['ARE'],0.0,CA,2488396,0,0.961,0.0,34.0488369,-118.1482676
1033,4821.01,0.06,0.00,0.03,0.07,0.04,0.11,0.06,0.01,0.06,0.07,0.24,0.18,0.08,0.05,0.06,0.93,0.53,0.00,0.01,0.46,0.08,0.25,0.09,0.42,0.27,0.08,0.03,0.65,0.13,0.41,0.29,0.15,0.08,0.29,0.05,0.26,0.15,0.00,0.00,0.69,0.22,175.0,574.0,30.6,58255.0,82653.0,1566.0,0.0,0.0,4.2,527200.00,2507.0,484.0,1224.0,4641.0,2706.0,2617.0,1468.0,4641.0,92.3,46.5,482101.0,6037482101.0,6.0,['SMMI'],0.0,624.0,482101.0,6.0,['SMMI'],0.0,CA,1152249,0,0.445,0.0,34.0587488,-118.1353858
1034,4821.02,0.05,0.00,0.03,0.06,0.02,0.13,0.07,0.05,0.06,0.13,0.20,0.12,0.04,0.09,0.06,0.93,0.66,0.00,0.00,0.23,0.08,0.21,0.03,0.41,0.40,0.06,0.04,0.69,0.07,0.30,0.27,0.07,0.09,0.38,0.07,0.25,0.21,0.01,0.02,0.58,0.33,156.0,303.0,37.8,74297.0,102789.0,1007.0,0.0,1.4,5.4,633800.00,2485.0,505.0,1241.0,2826.0,1303.0,1266.0,893.0,2849.0,83.2,45.5,482102.0,6037482102.0,6.0,['SMMI'],0.0,1407.0,482102.0,6.0,['SMMI'],0.0,CA,1098016,0,0.424,0.0,34.050659,-118.1328703
1035,4822.01,0.04,0.00,0.01,0.07,0.07,0.10,0.05,0.02,0.06,0.19,0.22,0.08,0.08,0.04,0.09,0.93,0.46,0.01,0.00,0.60,0.21,0.35,0.14,0.35,0.19,0.05,0.09,0.59,0.24,0.39,0.33,0.18,0.07,0.30,0.03,0.28,0.07,0.00,0.00,0.78,0.19,171.0,429.0,27.0,42202.0,55334.0,1331.0,0.0,0.0,4.1,556800.00,2379.0,552.0,1373.0,3992.0,2628.0,2605.0,1229.0,4006.0,97.0,43.4,482201.0,6037482201.0,1.0,['LISD'],0.0,625.0,482201.0,1.0,['LISD'],0.0,CA,773298,0,0.299,0.0,34.0590071,-118.1219962
1036,4822.02,0.04,0.00,0.03,0.06,0.06,0.11,0.08,0.02,0.08,0.13,0.17,0.11,0.12,0.04,0.05,0.93,0.55,0.00,0.01,0.55,0.11,0.36,0.12,0.45,0.23,0.07,0.04,0.53,0.09,0.37,0.26,0.22,0.05,0.31,0.02,0.21,0.09,0.01,0.01,0.75,0.22,277.0,517.0,29.6,50407.0,72007.0,1632.0,0.0,0.0,4.5,494000.00,2399.0,669.0,1396.0,4897.0,3133.0,3085.0,1521.0,4897.0,98.7,40.0,482202.0,6037482202.0,1.0,['LISD'],0.0,626.0,482202.0,1.0,['LISD'],0.0,CA,646868,0,0.25,0.0,34.0589573,-118.1124273
1037,4823.01,0.07,0.01,0.09,0.09,0.05,0.12,0.07,0.01,0.01,0.05,0.14,0.16,0.20,0.01,0.10,0.92,0.31,0.00,0.00,0.67,0.04,0.34,0.07,0.38,0.29,0.17,0.01,0.67,0.20,0.43,0.35,0.25,0.15,0.18,0.02,0.20,0.14,0.01,0.00,0.70,0.20,225.0,619.0,28.1,40583.0,55330.0,1370.0,5.0,0.0,4.3,625700.00,2273.0,534.0,1277.0,4884.0,3138.0,3113.0,1314.0,4893.0,107.4,42.1,482301.0,6037482301.0,1.0,['LISD'],0.0,897.0,482301.0,1.0,['LISD'],0.0,CA,873607,0,0.337,0.0,34.0741046,-118.0990696
1038,4823.03,0.07,0.00,0.08,0.08,0.03,0.09,0.03,0.03,0.06,0.13,0.19,0.11,0.17,0.02,0.04,0.95,0.39,0.00,0.00,0.68,0.13,0.37,0.09,0.52,0.22,0.20,0.05,0.55,0.08,0.40,0.31,0.21,0.12,0.18,0.02,0.16,0.08,0.00,0.01,0.63,0.34,581.0,852.0,27.9,48233.0,55767.0,1654.0,0.0,0.0,3.9,550800.00,1557.0,628.0,1267.0,6084.0,3454.0,3339.0,1538.0,6084.0,98.8,36.5,482303.0,6037482303.0,4.0,['EOG'],1.0,1902.0,482303.0,4.0,['EOG'],1.0,CA,983165,0,0.38,0.0,34.0691099,-118.098744
