,EDUCATIONAL ATTAINMENT Less than 9th grade,HEALTH INSURANCE COVERAGE With private health insurance,Construction,White,"Educational services, and health care and social assistance",Retail trade,MORTGAGE STATUS Owner-occupied units Housing units with a mortgage,Median age (years),Mean travel time to work (minutes),Sex ratio (males per 100 females),GROSS RENT Occupied units paying rent Median (dollars),YEAR OF ENTRY Foreign born,relation_min_fee,Total population,Own children of the householder under 6 years,SELECTED MONTHLY OWNER COSTS (SMOC) Housing units with a mortgage Median (dollars),Mean household income (dollars),VALUE Median (dollars),SELECTED MONTHLY OWNER COSTS (SMOC) Housing units without a mortgage Median (dollars),relation_max_fee,Total housing units,Own children of the householder 6 to 17 years,Rental vacancy rate,"Professional, scientific, and management, and administrative and waste management services","Arts, entertainment, and recreation, and accommodation and food services",ROOM Median rooms,YEAR HOUSEHOLDER MOVED INTO UNIT Moved in 2010 to 2014,Black or African American,"EDUCATIONAL ATTAINMENT 9th to 12th grade, no diploma",VEHICLES AVAILABLE No vehicles available,Hispanic or Latino (of any race),HOUSING TENURE Renter-occupied,PLACE OF BIRTH Native Different state,VEHICLES AVAILABLE 3 or more vehicles available,geoid,label
1196,0.1029240631163713,0.88,0.01,0.85,0.19,0.1,0.4,35.3,34.2,68.15,1924.0,3075.0,2146.0,10094.0,523.0,2101.0,135510.0,645700.0,835.5364006988934,2254.0,6637.0,591.0,5.1,0.24,0.09,2.9,0.47,0.2795633876906861,0.02,0.76,0.15,0.79,0.29,0.0507865168539326,36061013200.0,0.0
1197,0.02,0.74,0.0572485962225625,0.67,0.14,0.09,0.48,34.9,26.4,115.68,2177.0,1507.0,535.0,4870.0,76.0,3115.0,112156.0,1071400.0,1174.0,3288.0,4206.0,79.0,11.6,0.28,0.11,2.9,0.34,0.05,0.03,0.89,0.21,0.89,0.42,0.0507865168539326,36061013300.0,1.0
1198,0.01,0.87,0.02,0.83,0.13,0.06,0.49,38.5,25.5,79.6,1872.0,2694.0,1736.0,12980.0,1360.0,2720.0,172431.0,708600.0,958.0,2390.0,7750.0,978.0,4.944467353951887,0.26,0.08,3.1,0.34,0.02,0.02,0.74,0.07,0.65,0.28,0.0507865168539326,36061013400.0,0.0
1199,0.08,0.69,0.02,0.67,0.21,0.1,0.21,41.8,27.1,94.66,1347.0,2070.0,1095.0,7000.0,375.0,2637.827457264957,116666.0,582861.2010443864,100.0,3288.0,4561.0,341.0,3.7,0.24,0.1,2.9,0.34,0.14,0.03,0.85,0.34,0.98,0.23,0.0507865168539326,36061013500.0,1.0
1200,0.02,0.86,0.01,0.86,0.25,0.05,0.4,37.9,32.0,74.02,2203.0,2908.0,1924.0,15234.0,767.0,2717.0,165606.0,918600.0,694.0,2254.0,9532.0,1044.0,4.5,0.21,0.05,3.1,0.43,0.03,0.01,0.63,0.07,0.71,0.25,0.01,36061013600.0,0.0
1201,0.02,0.88,0.01,0.75,0.12,0.04,0.41,38.2,24.5,86.16,2848.0,1977.0,2375.0,6430.0,174.0,3104.0,206567.0,1266700.0,1500.0,3413.0,5517.0,542.0,12.4,0.23,0.09,3.0,0.4,0.03,0.01,0.76,0.05,0.7,0.29,0.01,36061013700.0,0.0
1202,0.1029240631163713,0.84,0.02,0.84,0.15,0.05,0.52,38.5,29.3,77.7,2146.0,2103.0,1924.0,12704.0,692.0,3191.0,157054.0,702200.0,1096.0,2254.0,7785.0,582.0,5.9,0.25,0.1,2.9,0.4,0.02,0.02,0.76,0.07,0.74,0.31,0.0507865168539326,36061013800.0,0.0
1203,0.02,0.82,0.0572485962225625,0.7,0.2,0.05,0.44,41.3,29.8,103.65,2063.0,2307.0,535.0,8702.0,325.0,2410.0,129418.0,786100.0,835.5364006988934,3288.0,7535.0,194.0,2.5,0.25,0.14,2.6,0.35,0.04,0.03,0.93,0.11,0.75,0.38,0.0507865168539326,36061013900.0,0.0
1204,0.02,0.84,0.01,0.89,0.11,0.06,0.39,40.9,26.8,77.02,2356.0,1830.0,1736.0,8175.0,406.0,4000.0,276023.0,1596200.0,1093.0,2390.0,4513.0,1064.0,1.8,0.34,0.04,4.0,0.36,0.01,0.01,0.69,0.09,0.54,0.24,0.0507865168539326,36061014000.0,0.0
1205,0.1029240631163713,0.85,0.0572485962225625,0.94,0.2,0.06,0.36,54.0,24.9,72.9,2390.0,588.0,1736.0,4186.0,118.0,4000.0,464859.0,2000000.0,1340.0,2494.0,2879.0,544.0,8.8,0.17,0.03,4.7,0.28,0.2795633876906861,0.0965270336093527,0.63,0.02,0.39,0.28,0.02,36061014200.0,0.0
1206,0.1029240631163713,0.86,0.01,0.91,0.16,0.08,0.5,46.0,33.7,70.25,2249.0,1053.0,2093.0,5334.0,208.0,3229.0,203451.0,826600.0,956.0,2308.0,2887.0,572.0,3.3,0.28,0.05,3.6,0.31,0.2795633876906861,0.02,0.66,0.05,0.54,0.22,0.01,36061014401.0,0.0
1207,0.1029240631163713,0.88,0.01,0.89,0.28,0.05,0.52,40.4,34.0,72.25,2159.0,1017.0,2093.0,7405.0,554.0,3333.0,192623.0,1033000.0,950.0,2308.0,4276.0,547.0,3.4,0.23,0.06,3.2,0.39,0.03,0.02,0.7,0.02,0.7,0.38,0.0507865168539326,36061014402.0,0.0
1208,0.1029240631163713,0.9,0.01,0.75,0.16,0.07,0.32,37.9,26.8,90.29,3397.0,1570.0,2072.0,5465.0,266.0,3933.0,279965.0,1057900.0,1344.0,2968.0,3744.0,257.0,4.944467353951887,0.17,0.06,3.3,0.43,0.09,0.01,0.78,0.07,0.68,0.31,0.0507865168539326,36061014500.0,0.0
1209,0.02,0.85,0.01,0.81,0.23,0.07,0.44,33.3,33.4,103.64,2254.0,1147.0,1910.0,4305.0,160.0,4000.0,163829.0,1588700.0,1500.0,2308.0,2863.0,191.0,0.3,0.25,0.08,2.7,0.48,0.01,0.01,0.81,0.07,0.91,0.35,0.01,36061014601.0,0.0
1210,0.1029240631163713,0.93,0.02,0.92,0.23,0.04,0.6,38.0,31.6,68.36,2093.0,1815.0,1910.0,7731.0,303.0,2446.0,141172.0,631500.0,1004.0,2308.0,5373.0,656.0,7.3,0.2,0.07,3.1,0.41,0.02,0.01,0.83,0.12,0.72,0.29,0.0507865168539326,36061014602.0,0.0
1211,0.01,0.95,0.0572485962225625,0.67,0.34,0.03,0.64,33.4,23.2,93.59,3288.0,1274.0,1095.0,3384.0,433.0,4000.0,249134.0,1625000.0,1500.0,2754.0,1972.0,128.0,7.3,0.19,0.05,3.0,0.6,0.02,0.0965270336093527,0.73,0.12,0.86,0.31,0.0507865168539326,36061014700.0,0.0
1212,0.01,0.88,0.0572485962225625,0.84,0.22,0.01,0.68,39.8,29.1,98.0,2313.0,515.0,1736.0,3164.0,231.0,2885.0,283474.0,1744700.0,1184.0,2565.0,1731.0,334.0,6.5,0.28,0.03,4.0,0.35,0.2795633876906861,0.02,0.59,0.07,0.64,0.25,0.01,36061014801.0,0.0
1213,0.01,0.89,0.01,0.83,0.22,0.06,0.55,36.1,29.9,77.1,2308.0,1384.0,963.0,6884.0,394.0,4000.0,215363.0,2000000.0,1334.0,2404.0,4014.0,733.0,10.1,0.19,0.05,3.4,0.36,0.02,0.02,0.77,0.1,0.64,0.28,0.0507865168539326,36061014802.0,0.0
1214,0.01,0.9,0.02,0.84,0.17,0.09,0.41,47.0,29.1,97.31,2968.0,1459.0,2072.0,5866.0,238.0,4000.0,284345.0,1810100.0,1500.0,3397.0,4160.0,450.0,4.8,0.21,0.01,3.3,0.34,0.01,0.01,0.66,0.11,0.62,0.36,0.0507865168539326,36061014900.0,0.0
1215,0.01,0.88,0.02,0.89,0.19,0.01,0.35,50.2,29.5,90.66,2125.0,389.0,1736.0,2122.0,56.0,4000.0,241368.0,1762500.0,1378.0,2565.0,1294.0,402.0,7.0,0.26,0.03,4.6,0.21,0.2795633876906861,0.01,0.59,0.05,0.4,0.2,0.01,36061015001.0,0.0
1216,0.01,0.85,0.01,0.93,0.23,0.05,0.35,57.5,31.9,62.61,2494.0,946.0,1736.0,5015.0,341.0,3203.0,328662.0,2000000.0,1500.0,2565.0,2945.0,637.0,8.2,0.19,0.04,4.8,0.13,0.01,0.01,0.59,0.14,0.27,0.26,0.02,36061015002.0,0.0
1217,0.06,0.69,0.0572485962225625,0.56,0.22,0.06,0.54,38.7,32.8,72.63,1095.0,2406.0,2063.0,7682.0,449.0,4000.0,129807.0,582861.2010443864,962.0,3288.0,5049.0,614.0,3.9,0.26,0.16,3.4,0.35,0.15,0.06,0.79,0.34,0.9,0.21,0.01,36061015100.0,1.0
1218,0.06,0.7,0.02,0.68,0.22,0.08,0.6,42.9,36.8,69.68,1172.0,1916.0,582.0,7510.0,702.0,4000.0,128492.0,814800.0,1083.0,2815.0,4035.0,662.0,2.2,0.23,0.08,3.3,0.35,0.13,0.04,0.78,0.28,0.82,0.17,0.0507865168539326,36061015200.0,0.0
1219,0.1029240631163713,0.91,0.0572485962225625,0.85,0.19,0.08,0.53,40.7,27.1,85.44,2605.0,1900.0,1095.0,9298.0,1349.0,3699.0,245034.0,1077500.0,1135.0,3397.0,6339.0,255.0,4.944467353951887,0.23,0.06,3.4,0.37,0.01,0.01,0.75,0.07,0.54,0.32,0.01,36061015300.0,0.0
1220,0.01,0.82,0.01,0.77,0.25,0.04,0.53,37.0,39.1,76.72,1910.0,3410.0,963.0,15502.0,1181.0,3377.0,112488.0,581800.0,806.0,2404.0,8433.0,1116.0,7.4,0.17,0.08,3.2,0.36,0.06,0.03,0.7,0.14,0.66,0.23,0.02,36061015400.0,0.0
1221,0.1029240631163713,0.87,0.03,0.83,0.25,0.06,0.48,47.0,29.3,75.56,2754.0,1985.0,1095.0,9798.0,808.0,1968.0,176149.0,700700.0,958.0,3288.0,6584.0,776.0,3.2,0.24,0.06,3.1,0.22,0.01,0.0965270336093527,0.66,0.01,0.35,0.28,0.0507865168539326,36061015500.0,0.0
1222,0.01,0.74,0.01,0.73,0.29,0.06,0.34,32.6,34.6,80.82,2130.0,1611.0,963.0,5553.0,266.0,2637.827457264957,124857.0,582861.2010443864,835.5364006988934,2404.0,3046.0,202.0,1.0,0.22,0.04,3.1,0.53,0.08,0.01,0.79,0.12,0.99,0.28,0.01,36061015601.0,0.0
1223,0.05,0.62,0.01,0.5,0.22,0.08,0.72,37.0,34.1,70.89,963.0,483.0,1665.0,2454.0,125.0,3858.0,102468.0,995300.0,835.5364006988934,2404.0,1109.0,301.0,1.5,0.18,0.16,3.3,0.32,0.22,0.18,0.72,0.42,0.9,0.22,0.0507865168539326,36061015602.0,1.0
1224,0.01,0.91,0.0572485962225625,0.87,0.22,0.05,0.65,41.7,27.9,98.55,2072.0,1888.0,1095.0,9052.0,629.0,3057.0,187561.0,808100.0,556.0,3397.0,7196.0,443.0,3.9,0.21,0.07,3.1,0.42,0.02,0.01,0.81,0.09,0.64,0.39,0.01,36061015700.0,0.0
1225,0.01,0.92,0.03,0.86,0.23,0.05,0.52,40.5,28.2,75.72,2404.0,1062.0,963.0,5811.0,425.0,3048.0,225004.0,1101900.0,1176.0,2391.0,2983.0,507.0,2.7,0.23,0.08,3.9,0.37,0.03,0.01,0.72,0.07,0.52,0.35,0.01,36061015801.0,0.0
1226,0.01,0.84,0.02,0.67,0.36,0.09,0.29,30.1,28.6,85.7,2391.0,1629.0,632.0,4830.0,261.0,2637.827457264957,139378.0,582861.2010443864,100.0,2404.0,2051.0,200.0,2.3,0.21,0.06,2.9,0.59,0.06,0.02,0.82,0.11,0.98,0.35,0.0507865168539326,36061015802.0,0.0
1227,0.01,0.87,0.01,0.88,0.27,0.04,0.49,42.3,30.4,78.95,2122.0,1706.0,1095.0,9146.0,374.0,3288.0,170558.0,988300.0,1089.0,3288.0,6413.0,691.0,7.4,0.19,0.08,3.3,0.32,0.03,0.02,0.68,0.06,0.5,0.38,0.01,36061015900.0,0.0
1228,0.1029240631163713,0.87,0.01,0.89,0.18,0.03,0.44,51.1,32.7,85.95,2565.0,898.0,2050.0,3918.0,140.0,4000.0,445911.0,2000000.0,904.0,2494.0,1871.0,682.0,4.944467353951887,0.24,0.03,5.6,0.31,0.2795633876906861,0.0965270336093527,0.49,0.07,0.22,0.24,0.01,36061016001.0,0.0
1229,0.02,0.91,0.0572485962225625,0.75,0.5,0.04,0.54,30.7,24.4,91.03,1665.0,976.0,632.0,3599.0,265.0,2882.0,248411.0,1233300.0,785.0,2404.0,1305.0,294.0,4.0,0.16,0.03,4.4,0.39,0.04,0.03,0.67,0.08,0.6,0.35,0.0507865168539326,36061016002.0,0.0
1230,0.01,0.86,0.01,0.88,0.19,0.05,0.45,38.6,31.1,87.98,2310.0,1132.0,1835.0,6305.0,382.0,3541.0,227148.0,2000000.0,1500.0,2968.0,4409.0,400.0,13.5,0.26,0.09,3.1,0.38,0.02,0.01,0.79,0.07,0.75,0.42,0.01,36061016100.0,0.0
1231,0.09,0.38,0.03,0.25,0.31,0.13,0.04,34.2,33.5,86.93,788.0,1442.0,815.0,9429.0,783.0,2637.827457264957,37953.0,186500.0,100.0,1665.0,4124.0,1174.0,3.1,0.14,0.04,3.5,0.21,0.45,0.16,0.82,0.47,0.91,0.1,0.0507865168539326,36061016200.0,1.0
1232,0.01,0.79,0.01,0.84,0.15,0.04,0.69,42.0,29.5,82.19,2077.0,1493.0,1095.0,7118.0,596.0,3593.0,196090.0,1222400.0,1012.0,2754.0,4453.0,382.0,5.3,0.31,0.13,3.1,0.36,0.02,0.01,0.81,0.05,0.64,0.35,0.0507865168539326,36061016300.0,0.0
1233,0.13,0.5,0.01,0.36,0.3,0.14,0.6239601990049735,35.2,39.2,75.91,875.0,2590.0,788.0,7260.0,457.0,2637.827457264957,61565.0,582861.2010443864,835.5364006988934,1665.0,2849.0,826.0,0.8,0.12,0.16,3.9,0.38,0.23,0.1,0.83,0.53,1.0,0.1,0.0507865168539326,36061016400.0,1.0
1234,0.03,0.87,0.01,0.83,0.17,0.04,0.47,46.6,36.6,86.61,1912.0,1258.0,1087.0,6425.0,419.0,3465.0,243890.0,1043000.0,986.0,2494.0,3977.0,461.0,5.1,0.25,0.07,3.6,0.31,0.05,0.03,0.67,0.11,0.62,0.35,0.0507865168539326,36061016500.0,0.0
1235,0.06,0.44,0.06,0.52,0.17,0.12,0.34,31.7,29.9,97.62,1056.0,1996.0,632.0,7555.0,367.0,3767.0,63431.0,342400.0,835.5364006988934,2404.0,3124.0,811.0,1.9,0.15,0.18,3.6,0.29,0.16,0.15,0.83,0.51,0.96,0.17,0.03,36061016600.0,1.0
1236,0.1029240631163713,0.87,0.0572485962225625,0.85,0.22,0.02,0.56,44.4,28.2,85.9,2149.0,1146.0,1527.0,6423.0,386.0,3943.0,262895.0,1316500.0,1500.0,2310.0,3730.0,787.0,2.2,0.23,0.09,3.9,0.33,0.02,0.01,0.67,0.08,0.6,0.33,0.0507865168539326,36061016700.0,0.0
1237,0.11,0.5,0.0572485962225625,0.43,0.42,0.03,0.56,43.1,34.0,76.24,632.0,860.0,855.0,4681.0,207.0,2971.0,104141.0,2000000.0,1500.0,2391.0,1929.0,694.0,2.1,0.17,0.16,3.9,0.19,0.31,0.12,0.75,0.4,0.93,0.16,0.0507865168539326,36061016800.0,1.0
1238,0.02,0.85,0.01,0.84,0.24,0.04,0.6,41.9,31.0,85.9,2050.0,1449.0,1087.0,8505.0,474.0,2330.0,176280.0,972500.0,1235.0,2565.0,4959.0,960.0,4.4,0.24,0.06,3.2,0.3,0.05,0.02,0.8,0.1,0.71,0.34,0.0507865168539326,36061016900.0,0.0
1239,0.15,0.46,0.03,0.32,0.28,0.09,0.6,40.4,38.1,77.73,1063.0,2543.0,566.0,7477.0,424.0,2637.827457264957,44873.0,582861.2010443864,953.0,1014.0,3498.0,568.0,0.8,0.11,0.16,3.7,0.3,0.27,0.15,0.82,0.5,0.96,0.12,0.0507865168539326,36061017000.0,1.0
1240,0.03,0.81,0.04,0.86,0.27,0.01,0.56,44.5,31.4,78.25,1835.0,1903.0,1087.0,9050.0,244.0,3582.0,234842.0,1731900.0,1482.0,2310.0,4948.0,1000.0,4.3,0.26,0.07,3.5,0.26,0.07,0.05,0.78,0.1,0.61,0.27,0.0507865168539326,36061017100.0,0.0
1241,0.19,0.45,0.07,0.33,0.29,0.09,0.1,32.9,31.4,107.81,1057.0,1736.0,570.0,5644.0,264.0,2637.827457264957,54732.0,1022700.0,1271.0,1422.0,2470.0,912.0,7.4,0.1,0.16,3.2,0.27,0.27,0.16,0.85,0.64,0.95,0.12,0.0507865168539326,36061017200.0,1.0
1242,0.06,0.83,0.03,0.74,0.18,0.03,0.51,40.7,36.3,86.41,1760.0,1904.0,1087.0,8491.0,624.0,4000.0,187032.0,1045800.0,1500.0,2050.0,5049.0,434.0,0.9,0.28,0.04,3.4,0.38,0.05,0.05,0.72,0.15,0.72,0.3,0.0507865168539326,36061017300.0,0.0
1243,0.08,0.37,0.0572485962225625,0.24,0.36,0.05,0.53,41.4,33.9,74.59,855.0,790.0,570.0,4508.0,140.0,3174.0,52643.0,783700.0,931.0,1422.0,2271.0,1020.0,3.8,0.14,0.08,3.7,0.28,0.46,0.16,0.87,0.42,0.87,0.14,0.0507865168539326,36061017401.0,1.0
1244,0.05,0.5,0.07,0.32,0.32,0.12,1.0,32.7,32.9,78.08,1422.0,535.0,570.0,2340.0,110.0,1618.0,49882.0,562500.0,835.5364006988934,1177.0,964.0,233.0,4.944467353951887,0.11,0.09,3.7,0.26,0.43,0.11,0.83,0.36,0.95,0.18,0.01,36061017402.0,0.0
1245,0.1029240631163713,0.83,0.02,0.9,0.26,0.06,0.63,44.9,28.7,86.94,2079.0,1387.0,1087.0,10263.0,607.0,3329.0,211717.0,1084300.0,1141.0,2149.0,5937.0,1273.0,7.5,0.18,0.13,3.7,0.35,0.04,0.01,0.67,0.07,0.51,0.41,0.01,36061017500.0,0.0
1246,0.06,0.8,0.0572485962225625,0.6,0.29,0.03,0.48,43.7,33.0,65.43,1087.0,1847.0,1167.0,9476.0,470.0,1895.0,151432.0,945600.0,603.0,2050.0,5081.0,1038.0,1.8,0.21,0.08,3.6,0.28,0.15,0.03,0.73,0.29,0.68,0.21,0.0507865168539326,36061017700.0,0.0
1247,0.1,0.5,0.04,0.36,0.33,0.13,0.77,32.0,39.8,81.06,1116.0,855.0,419.0,3728.0,226.0,2961.0,57043.0,849000.0,835.5364006988934,1391.8300338000963,1860.0,504.0,8.7,0.06,0.19,3.2,0.43,0.2,0.1,0.83,0.52,0.96,0.19,0.0507865168539326,36061017800.0,1.0
1248,0.04,0.75,0.0572485962225625,0.76,0.28,0.06,0.39,42.7,31.7,87.57,1527.0,2679.0,1167.0,9521.0,580.0,3174.0,155511.0,933800.0,1218.0,2149.0,5209.0,929.0,9.1,0.24,0.11,3.7,0.31,0.02,0.05,0.73,0.24,0.74,0.29,0.0507865168539326,36061017900.0,0.0
1249,0.1,0.43,0.04,0.25,0.28,0.18,0.72,30.7,35.8,85.53,815.0,1989.0,566.0,8306.0,526.0,3500.0,53185.0,598800.0,1500.0,1063.0,3056.0,1345.0,1.3,0.06,0.17,3.8,0.3,0.26,0.16,0.82,0.62,0.94,0.08,0.01,36061018000.0,1.0
1250,0.02,0.75,0.01,0.69,0.24,0.05,0.61,46.2,31.8,83.21,1167.0,1682.0,1087.0,9135.0,583.0,2731.0,148766.0,1122800.0,835.5364006988934,2050.0,4694.0,963.0,2.2,0.23,0.13,3.6,0.29,0.19,0.03,0.75,0.15,0.78,0.29,0.0507865168539326,36061018100.0,0.0
1251,0.13,0.3,0.02,0.2,0.32,0.11,0.88,31.2,34.4,76.26,566.0,1287.0,575.0,7218.0,341.0,2637.827457264957,32509.0,582861.2010443864,835.5364006988934,1304.0,2888.0,1235.0,1.4,0.14,0.12,3.8,0.25,0.28,0.12,0.87,0.57,0.97,0.12,0.0507865168539326,36061018200.0,1.0
1252,0.01,0.87,0.01,0.82,0.27,0.03,0.67,43.3,30.6,84.34,1998.0,1561.0,1527.0,7582.0,396.0,3365.0,168506.0,937500.0,1084.0,2149.0,5173.0,598.0,10.4,0.24,0.13,3.4,0.36,0.04,0.03,0.73,0.16,0.68,0.31,0.0507865168539326,36061018300.0,0.0
1253,0.11,0.4,0.01,0.18,0.23,0.12,0.85,36.9,35.5,87.83,634.0,1266.0,570.0,7286.0,356.0,2554.0,42102.0,515600.0,835.5364006988934,1422.0,3308.0,1000.0,2.4,0.07,0.27,3.8,0.23,0.5,0.16,0.83,0.45,0.91,0.12,0.0507865168539326,36061018400.0,1.0
1254,0.01,0.87,0.01,0.66,0.28,0.06,0.52,41.2,35.9,81.78,2010.0,1724.0,1087.0,5259.0,312.0,2333.0,136770.0,875000.0,1134.0,2050.0,3281.0,435.0,3.3,0.27,0.05,2.9,0.34,0.14,0.02,0.73,0.08,0.74,0.21,0.0507865168539326,36061018500.0,0.0
1255,0.09,0.29,0.01,0.18,0.34,0.15,1.0,29.5,33.1,73.14,570.0,1238.0,634.0,7774.0,1160.0,2637.827457264957,46594.0,582861.2010443864,835.5364006988934,1422.0,2114.0,841.0,3.4,0.14,0.13,4.1,0.16,0.55,0.23,0.89,0.35,0.99,0.09,0.01,36061018600.0,1.0
1256,0.02,0.77,0.03,0.76,0.36,0.03,0.75,43.6,34.0,88.08,1763.0,1534.0,1087.0,8046.0,467.0,3468.0,162143.0,1220200.0,952.0,2144.0,4616.0,687.0,7.2,0.17,0.1,3.6,0.27,0.1,0.04,0.72,0.08,0.69,0.28,0.0507865168539326,36061018700.0,0.0
1257,0.14,0.39,0.06,0.35,0.16,0.19,1.0,33.2,36.7,108.81,1014.0,2043.0,566.0,5262.0,355.0,1633.0,50602.0,380600.0,835.5364006988934,1304.0,2595.0,878.0,8.3,0.12,0.24,2.9,0.37,0.26,0.17,0.8,0.53,0.95,0.11,0.01,36061018800.0,1.0
1258,0.13,0.54,0.0572485962225625,0.38,0.42,0.13,0.8,41.0,37.0,62.9,780.0,3957.0,1213.0,12939.0,744.0,3758.0,76218.0,1506900.0,864.0,3500.0,5447.0,1755.0,1.2,0.22,0.06,3.7,0.31,0.3,0.14,0.79,0.47,0.87,0.13,0.01,36061018900.0,1.0
1259,0.05,0.6,0.03,0.24,0.37,0.05,0.7,41.6,36.5,85.23,789.0,854.0,570.0,3260.0,274.0,2574.0,100036.0,531300.0,1030.0,1364.0,1686.0,325.0,9.3,0.14,0.12,3.7,0.29,0.59,0.05,0.77,0.12,0.61,0.16,0.01,36061019000.0,1.0
1260,0.05,0.82,0.02,0.69,0.29,0.02,0.64,48.2,31.5,95.2,1668.0,2816.0,1167.0,9481.0,383.0,2417.0,134682.0,874400.0,835.5364006988934,2144.0,4947.0,852.0,2.2,0.24,0.09,3.5,0.3,0.1,0.03,0.71,0.14,0.64,0.28,0.0507865168539326,36061019100.0,0.0
1261,0.19,0.21,0.02,0.13,0.29,0.14,1.0,28.9,40.3,80.59,419.0,939.0,417.0,4000.0,328.0,2637.827457264957,37893.0,582861.2010443864,835.5364006988934,1116.0,1399.0,884.0,1.6,0.11,0.13,3.9,0.27,0.41,0.22,0.81,0.57,0.99,0.1,0.0507865168539326,36061019200.0,1.0
1262,0.11,0.62,0.03,0.49,0.25,0.05,0.62,35.7,32.2,84.03,1351.0,3075.0,780.0,9360.0,678.0,2603.0,76793.0,547100.0,283.0,3500.0,4259.0,754.0,4.0,0.16,0.13,3.5,0.35,0.14,0.07,0.82,0.4,0.85,0.25,0.0507865168539326,36061019300.0,0.0
1263,0.18,0.3,0.01,0.15,0.25,0.23,1.0,34.0,33.4,77.64,627.0,1665.0,566.0,6729.0,658.0,1845.0,33368.0,357100.0,835.5364006988934,1304.0,2781.0,909.0,5.4,0.07,0.21,3.8,0.2,0.39,0.24,0.83,0.53,0.95,0.06,0.0507865168539326,36061019400.0,1.0
1264,0.03,0.84,0.02,0.76,0.33,0.08,0.63,38.3,35.9,83.8,2144.0,1830.0,1213.0,7339.0,261.0,2987.0,164172.0,1007200.0,598.0,2010.0,3833.0,920.0,6.8,0.27,0.04,3.9,0.36,0.04,0.02,0.68,0.17,0.7,0.35,0.01,36061019500.0,0.0
1265,0.2,0.44,0.04,0.26,0.32,0.2,1.0,40.5,33.9,109.52,575.0,1390.0,566.0,4291.0,173.0,2637.827457264957,47394.0,582861.2010443864,835.5364006988934,1304.0,1722.0,393.0,3.1,0.14,0.07,3.3,0.33,0.38,0.15,0.84,0.47,0.99,0.16,0.0507865168539326,36061019600.0,1.0
1266,0.1029240631163713,0.74,0.03,0.51,0.21,0.1,0.6239601990049735,35.8,37.7,89.14,3500.0,282.0,1213.0,749.0,106.0,2637.827457264957,133383.0,582861.2010443864,835.5364006988934,1869.0,376.0,23.0,4.0,0.2,0.01,2.6,0.59,0.05,0.02,0.85,0.21,1.0,0.21,0.0507865168539326,36061019701.0,0.0
1267,0.05,0.65,0.01,0.35,0.18,0.13,0.64,36.2,31.2,103.47,1228.0,666.0,780.0,2228.0,66.0,2750.0,87028.0,648200.0,1195.0,3500.0,1197.0,105.0,2.1,0.15,0.19,3.5,0.36,0.38,0.13,0.71,0.24,0.77,0.3,0.0507865168539326,36061019702.0,0.0
1268,0.03,0.67,0.01,0.22,0.34,0.11,0.67,38.6,31.7,91.07,1304.0,514.0,566.0,2824.0,194.0,2169.0,97106.0,467000.0,1237.0,1094.0,1304.0,233.0,4.944467353951887,0.1,0.03,3.9,0.38,0.59,0.11,0.66,0.19,0.64,0.18,0.01,36061019800.0,1.0
1269,0.02,0.92,0.01,0.75,0.5,0.04,0.64,29.6,28.1,73.16,1711.0,2078.0,1668.0,9013.0,269.0,2372.0,133259.0,908200.0,343.0,3500.0,3862.0,735.0,4.5,0.11,0.08,3.9,0.44,0.07,0.02,0.75,0.14,0.73,0.39,0.0507865168539326,36061019900.0,0.0
1270,0.04,0.72,0.0572485962225625,0.27,0.39,0.05,0.76,42.0,33.6,80.68,1364.0,653.0,789.0,3478.0,262.0,4000.0,96194.0,1050300.0,869.0,1624.0,1557.0,292.0,8.6,0.07,0.17,3.7,0.3,0.57,0.06,0.71,0.16,0.7,0.32,0.02,36061020000.0,0.0
1271,0.1029240631163713,0.94,0.0572485962225625,0.6,0.5,0.04,0.45,21.7,22.3,83.87,1869.0,280.0,805.0,1813.0,40.0,4000.0,161972.0,1146600.0,813.0,3500.0,289.0,62.0,4.944467353951887,0.13,0.06,5.0,0.37,0.17,0.0965270336093527,0.82,0.11,0.78,0.49,0.0507865168539326,36061020101.0,0.0
1272,0.05,0.69,0.02,0.35,0.3,0.1,0.76,35.6,35.4,89.77,1213.0,1256.0,1228.0,4378.0,345.0,4000.0,103260.0,1160000.0,1074.0,3500.0,1923.0,470.0,5.7,0.14,0.12,3.8,0.37,0.53,0.05,0.71,0.2,0.84,0.29,0.0507865168539326,36061020102.0,1.0
1273,0.01,0.93,0.0572485962225625,0.63,0.58,0.15,0.44,20.6,23.3,79.09,1467.0,804.0,805.0,3238.0,41.0,2637.827457264957,67500.0,892900.0,835.5364006988934,3500.0,449.0,22.0,7.7,0.07,0.04,3.7,0.68,0.12,0.05,0.83,0.12,0.96,0.45,0.01,36061020300.0,0.0
1274,0.1029240631163713,0.95,0.0572485962225625,0.78,0.48,0.05,0.72,21.8,24.3,50.25,1968.0,1063.0,805.0,5188.0,162.0,2706.0,192242.0,1075500.0,620.0,2144.0,1265.0,316.0,4.944467353951887,0.09,0.11,4.8,0.33,0.08,0.0965270336093527,0.61,0.09,0.78,0.44,0.0507865168539326,36061020500.0,0.0
1275,0.05,0.51,0.05,0.14,0.29,0.05,0.73,34.6,35.7,113.45,1002.0,520.0,575.0,3142.0,252.0,4000.0,51348.0,582861.2010443864,835.5364006988934,1503.0,1728.0,393.0,13.8,0.18,0.1,3.3,0.46,0.68,0.12,0.85,0.25,0.88,0.26,0.0507865168539326,36061020600.0,1.0
