,EDUCATIONAL ATTAINMENT Less than 9th grade,HEALTH INSURANCE COVERAGE With private health insurance,Construction,White,"Educational services, and health care and social assistance",Retail trade,MORTGAGE STATUS Owner-occupied units Housing units with a mortgage,Median age (years),Mean travel time to work (minutes),Sex ratio (males per 100 females),GROSS RENT Occupied units paying rent Median (dollars),YEAR OF ENTRY Foreign born,relation_min_fee,Total population,Own children of the householder under 6 years,SELECTED MONTHLY OWNER COSTS (SMOC) Housing units with a mortgage Median (dollars),Mean household income (dollars),VALUE Median (dollars),SELECTED MONTHLY OWNER COSTS (SMOC) Housing units without a mortgage Median (dollars),relation_max_fee,Total housing units,Own children of the householder 6 to 17 years,Rental vacancy rate,"Professional, scientific, and management, and administrative and waste management services","Arts, entertainment, and recreation, and accommodation and food services",ROOM Median rooms,YEAR HOUSEHOLDER MOVED INTO UNIT Moved in 2010 to 2014,Black or African American,"EDUCATIONAL ATTAINMENT 9th to 12th grade, no diploma",VEHICLES AVAILABLE No vehicles available,Hispanic or Latino (of any race),HOUSING TENURE Renter-occupied,PLACE OF BIRTH Native Different state,VEHICLES AVAILABLE 3 or more vehicles available,geoid,label
1636,0.21,0.34,0.08,0.5,0.21,0.09,0.69,32.3,41.2,90.99,1241.0,4032.0,1375.0,6765.0,1064.0,2637.827457264957,39550.0,582861.2010443864,731.0,1595.0,2233.0,821.0,1.8,0.07,0.16,3.3,0.35,0.02,0.17,0.69,0.64,0.89,0.1021207729468604,0.01,36081046700.0,1.0
1637,0.12,0.46,0.1,0.11,0.3,0.11,0.57,39.6,52.3,91.97,1375.0,2122.0,1220.0,3083.0,174.0,2136.0,59953.0,445100.0,945.0,1440.0,1125.0,395.0,7.2,0.13,0.1,4.1,0.3,0.14,0.11,0.47,0.18,0.61,0.01,0.02,36081046800.0,0.0
1638,0.16,0.32,0.04,0.31,0.15,0.13,0.23,38.2,43.7,90.87,1200.0,5180.0,1230.0,7860.0,665.0,1668.0,53809.0,300500.0,657.0,1776.0,2931.0,1015.0,4.944467353951887,0.11,0.2,3.3,0.26,0.05,0.14,0.68,0.54,0.84,0.02,0.03,36081046900.0,1.0
1639,0.14,0.46,0.02,0.07,0.26,0.13,0.68,40.8,47.7,96.63,1320.0,2106.0,1247.0,3205.0,268.0,2423.0,66935.0,449700.0,797.0,1506.0,899.0,389.0,2.5,0.16,0.05,5.2,0.26,0.15,0.12,0.28,0.15,0.46,0.01,0.05,36081047000.0,0.0
1640,0.14,0.41,0.06,0.17,0.19,0.14,0.54,38.6,42.9,102.52,1425.0,3206.0,1200.0,4415.0,299.0,2595.0,60780.0,574600.0,702.0,1776.0,1423.0,458.0,1.8,0.12,0.19,3.4,0.4,0.2795633876906861,0.08,0.65,0.26,0.76,0.01,0.03,36081047100.0,0.0
1641,0.09,0.66,0.04,0.34,0.26,0.1,0.6,47.5,47.0,72.37,1301.0,2347.0,1320.0,4204.0,259.0,4000.0,92929.0,693900.0,965.0,2137.0,1391.0,444.0,4.944467353951887,0.08,0.07,3.9,0.12,0.21,0.07,0.22,0.12,0.53,0.06,0.07,36081047200.0,0.0
1642,0.18,0.56,0.02,0.21,0.26,0.12,0.31,40.5,40.4,92.0,1592.0,2927.0,1230.0,4007.0,100.0,2506.0,67335.0,442700.0,900.0,1776.0,1706.0,293.0,2.3,0.12,0.18,3.4,0.24,0.03,0.07,0.54,0.18,0.59,0.03,0.01,36081047300.0,0.0
1643,0.12,0.5,0.04,0.23,0.21,0.15,0.53,36.7,42.3,89.05,1504.0,2755.0,1423.0,4142.0,275.0,2505.0,70732.0,493100.0,649.0,1776.0,1695.0,447.0,4.944467353951887,0.11,0.17,3.6,0.34,0.01,0.06,0.5,0.27,0.74,0.02,0.01,36081047500.0,0.0
1644,0.04,0.8,0.08,0.34,0.41,0.06,0.52,46.1,34.2,124.35,3500.0,707.0,1221.0,1456.0,73.0,3614.0,128380.0,806200.0,1350.0,2137.0,473.0,274.0,4.944467353951887,0.11,0.03,7.3,0.18,0.21,0.07,0.01,0.14,0.24,0.05,0.19,36081047600.0,0.0
1645,0.1,0.67,0.07,0.2,0.21,0.16,0.56,45.7,44.2,89.34,1335.0,3004.0,1221.0,5506.0,165.0,1357.0,84055.0,174800.0,567.0,3500.0,2260.0,589.0,4.944467353951887,0.08,0.07,3.9,0.21,0.27,0.06,0.18,0.18,0.28,0.03,0.12,36081047800.0,0.0
1646,0.14,0.49,0.04,0.21,0.22,0.12,0.56,43.0,43.4,89.17,1456.0,3585.0,1423.0,5170.0,126.0,2685.0,63621.0,610400.0,684.0,1776.0,1827.0,718.0,4.944467353951887,0.1,0.11,3.9,0.24,0.01,0.06,0.45,0.14,0.57,0.02,0.01,36081047900.0,0.0
1647,0.18,0.4,0.09,0.16,0.28,0.21,0.77,40.2,46.1,99.7,1506.0,1860.0,1254.0,2684.0,92.0,2552.0,91885.0,461600.0,800.0,3500.0,682.0,402.0,2.4,0.08,0.09,6.0,0.29,0.12,0.11,0.26,0.25,0.32,0.01,0.04,36081048000.0,0.0
1648,0.15,0.3,0.07,0.34,0.17,0.1,0.38,45.8,39.1,118.77,1389.0,3772.0,1266.0,6130.0,356.0,2125.0,49042.0,376700.0,621.0,1632.0,2317.0,671.0,1.6,0.05,0.2,3.3,0.29,0.07,0.1,0.63,0.29,0.88,0.04,0.01,36081048100.0,0.0
1649,0.08,0.65,0.03,0.09,0.27,0.11,0.81,44.2,44.9,90.62,1353.0,886.0,1296.0,1504.0,11.0,2686.0,99555.0,601600.0,1200.0,3500.0,415.0,175.0,10.5,0.11,0.07,5.7,0.24,0.24,0.03,0.16,0.14,0.35,0.05,0.16,36081048200.0,0.0
1650,0.15,0.28,0.03,0.3,0.13,0.09,0.48,37.5,38.0,97.0,1612.0,2954.0,1266.0,4399.0,343.0,3014.0,70119.0,540700.0,866.0,1632.0,1334.0,495.0,2.2,0.09,0.3,4.2,0.28,0.2795633876906861,0.09,0.47,0.37,0.63,0.02,0.02,36081048300.0,0.0
1651,0.12,0.61,0.07,0.07,0.31,0.15,0.76,36.2,50.8,86.96,1296.0,3247.0,988.0,5377.0,268.0,2469.0,84770.0,435100.0,873.0,1573.0,1576.0,694.0,4.0,0.05,0.05,5.6,0.25,0.3,0.07,0.27,0.11,0.38,0.02,0.11,36081048400.0,0.0
1652,0.12,0.56,0.07,0.14,0.14,0.12,0.34,40.2,49.0,88.26,1776.0,3347.0,1200.0,4620.0,207.0,2125.0,80443.0,429800.0,940.0,1592.0,1623.0,386.0,4.944467353951887,0.11,0.15,4.0,0.33,0.02,0.05,0.46,0.17,0.52,0.02,0.03,36081048500.0,0.0
1653,0.17,0.45,0.07,0.27,0.15,0.16,0.71,31.3,38.2,93.88,1632.0,1094.0,1337.0,1712.0,138.0,2492.0,81748.0,649000.0,733.0,1612.0,454.0,218.0,6.0,0.02,0.28,4.8,0.41,0.2795633876906861,0.09,0.24,0.36,0.37,0.1021207729468604,0.07,36081048900.0,0.0
1654,0.05,0.59,0.03,0.13,0.4,0.12,0.7,42.5,42.2,76.13,1221.0,2142.0,1296.0,4597.0,322.0,2558.0,69603.0,410800.0,700.0,3500.0,1857.0,448.0,2.5,0.08,0.03,3.8,0.28,0.53,0.07,0.29,0.15,0.69,0.06,0.05,36081049200.0,0.0
1655,0.13,0.56,0.1,0.6,0.24,0.07,0.48,38.2,39.4,88.94,1605.0,938.0,1356.0,1914.0,109.0,2525.0,74827.0,596800.0,848.0,1632.0,775.0,294.0,5.2,0.14,0.09,5.1,0.21,0.02,0.07,0.19,0.22,0.42,0.02,0.08,36081049301.0,0.0
1656,0.09,0.59,0.13,0.66,0.16,0.16,0.77,35.7,45.2,92.01,1434.0,946.0,1356.0,2669.0,211.0,2475.0,77275.0,593900.0,814.0,1605.0,973.0,386.0,2.2,0.13,0.11,4.5,0.27,0.04,0.03,0.3,0.37,0.6,0.06,0.11,36081049302.0,0.0
1657,0.06,0.68,0.17,0.81,0.26,0.06,0.53,39.6,37.5,81.24,1526.0,481.0,1356.0,1343.0,95.0,2929.0,75318.0,629500.0,968.0,1605.0,516.0,217.0,3.3,0.08,0.07,4.7,0.26,0.2795633876906861,0.04,0.15,0.38,0.54,0.06,0.04,36081049500.0,0.0
1658,0.13,0.58,0.11,0.13,0.27,0.07,0.73,41.0,43.1,99.14,1379.0,1899.0,1092.0,3254.0,182.0,2585.0,80514.0,415900.0,732.0,1514.0,922.0,380.0,4.1,0.08,0.07,5.7,0.21,0.2,0.05,0.15,0.24,0.31,0.01,0.1,36081049600.0,0.0
1659,0.1,0.6,0.13,0.5,0.18,0.07,0.53,37.6,39.3,98.75,1529.0,1236.0,1356.0,2854.0,151.0,2306.0,79411.0,602100.0,775.0,1632.0,1069.0,405.0,4.944467353951887,0.12,0.11,4.9,0.3,0.01,0.05,0.28,0.22,0.47,0.03,0.06,36081049700.0,0.0
1660,0.18,0.43,0.04,0.23,0.19,0.1,0.48,40.9,42.0,101.85,1423.0,3202.0,1456.0,5123.0,379.0,2284.0,68732.0,650800.0,800.0,1776.0,1691.0,674.0,1.0,0.1,0.2,4.3,0.22,0.2795633876906861,0.1,0.31,0.19,0.52,0.01,0.05,36081049900.0,0.0
1661,0.09,0.51,0.09,0.09,0.31,0.11,0.64,40.3,49.9,111.34,1254.0,1924.0,988.0,4362.0,331.0,2299.0,53959.0,498700.0,1050.0,1573.0,1589.0,481.0,6.2,0.03,0.08,3.4,0.43,0.64,0.15,0.55,0.14,0.83,0.11,0.01,36081050000.0,0.0
1662,0.09,0.56,0.06,0.03,0.29,0.09,0.67,38.6,49.2,75.49,1573.0,448.0,988.0,1246.0,103.0,2371.0,88971.0,382900.0,784.0,1380.0,428.0,104.0,8.6,0.16,0.07,5.8,0.2,0.83,0.1,0.31,0.13,0.36,0.09,0.15,36081050201.0,0.0
1663,0.13,0.59,0.02,0.03,0.23,0.08,0.81,31.3,47.9,96.37,1380.0,527.0,988.0,1351.0,119.0,2662.0,76250.0,420700.0,596.0,1573.0,412.0,120.0,8.7,0.12,0.09,5.9,0.17,0.69,0.02,0.11,0.14,0.25,0.1,0.18,36081050202.0,0.0
1664,0.06,0.52,0.05,0.05,0.33,0.16,0.81,43.3,43.7,84.89,1292.0,722.0,988.0,1921.0,105.0,2392.0,76329.0,412000.0,870.0,1573.0,582.0,212.0,4.7,0.03,0.12,6.0,0.11,0.87,0.05,0.16,0.06,0.33,0.11,0.08,36081050400.0,0.0
1665,0.13,0.54,0.12,0.48,0.23,0.08,0.53,36.0,45.1,99.32,1433.0,775.0,1223.0,1467.0,104.0,2704.0,76455.0,642200.0,1084.0,1537.0,665.0,142.0,7.9,0.21,0.1,4.3,0.49,0.02,0.04,0.39,0.21,0.68,0.04,0.02,36081050500.0,0.0
1666,0.08,0.69,0.02,0.01,0.3,0.07,0.78,35.6,48.6,70.49,1236.0,568.0,988.0,1652.0,124.0,2288.0,101540.0,409800.0,920.0,1573.0,428.0,249.0,13.8,0.1,0.04,6.7,0.13,0.73,0.04,0.19,0.1,0.2,0.06,0.23,36081050600.0,1.0
1667,0.06,0.57,0.07,0.6,0.23,0.09,0.51,39.7,44.0,78.42,1702.0,1617.0,1422.0,3943.0,261.0,2525.0,81128.0,575600.0,692.0,1738.0,1429.0,540.0,4.944467353951887,0.11,0.1,4.7,0.32,0.03,0.04,0.21,0.21,0.45,0.01,0.04,36081050700.0,0.0
1668,0.08,0.7,0.08,0.04,0.37,0.09,0.75,34.1,54.2,94.32,988.0,584.0,1140.0,1846.0,152.0,2728.0,82333.0,413300.0,913.0,1573.0,608.0,373.0,4.944467353951887,0.09,0.03,5.4,0.28,0.84,0.05,0.19,0.06,0.38,0.13,0.11,36081050800.0,0.0
1669,0.04,0.61,0.03,0.03,0.36,0.14,0.82,38.9,59.7,85.66,1092.0,811.0,1260.0,1955.0,121.0,2408.0,94814.0,417700.0,664.0,1431.0,495.0,230.0,4.944467353951887,0.07,0.06,5.7,0.04,0.77,0.05,0.19,0.07,0.17,0.08,0.17,36081051000.0,1.0
1670,0.04,0.73,0.17,0.87,0.24,0.05,0.59,41.3,39.7,94.0,1455.0,859.0,1263.0,2068.0,183.0,2587.0,111278.0,589300.0,770.0,1615.0,803.0,270.0,4.944467353951887,0.15,0.08,5.1,0.18,0.2795633876906861,0.04,0.23,0.16,0.32,0.03,0.04,36081051100.0,0.0
1671,0.1,0.63,0.04,0.02,0.3,0.14,0.83,40.3,52.9,82.81,1332.0,1198.0,1092.0,2850.0,194.0,2153.0,98891.0,421000.0,797.0,1431.0,760.0,463.0,4.944467353951887,0.08,0.03,6.2,0.12,0.72,0.08,0.2,0.11,0.21,0.05,0.12,36081051200.0,0.0
1672,0.1,0.54,0.17,0.58,0.17,0.15,0.55,38.9,43.2,91.78,1494.0,1155.0,1406.0,2146.0,76.0,3160.0,71732.0,663900.0,793.0,1615.0,863.0,358.0,1.1,0.1,0.1,4.7,0.32,0.01,0.08,0.27,0.22,0.57,0.01,0.1,36081051300.0,0.0
1673,0.06,0.71,0.11,0.86,0.23,0.04,0.53,43.8,39.8,96.51,1406.0,1074.0,1455.0,2757.0,247.0,1922.0,86301.0,514100.0,859.0,1615.0,1262.0,268.0,4.944467353951887,0.13,0.08,4.5,0.25,0.02,0.06,0.18,0.25,0.27,0.03,0.04,36081051500.0,0.0
1674,0.08,0.61,0.03,0.05,0.34,0.04,0.76,43.7,54.9,101.3,1321.0,786.0,1092.0,1854.0,64.0,2057.0,72180.0,379900.0,581.0,1534.0,622.0,145.0,4.944467353951887,0.15,0.09,6.1,0.2,0.85,0.08,0.22,0.12,0.29,0.14,0.1,36081051600.0,0.0
1675,0.06,0.7,0.11,0.79,0.22,0.14,0.44,39.9,38.5,83.94,1487.0,790.0,1263.0,1959.0,204.0,2602.0,81534.0,472900.0,782.0,1584.0,802.0,173.0,2.2,0.12,0.07,4.4,0.41,0.01,0.1,0.33,0.43,0.66,0.03,0.03,36081051700.0,0.0
1676,0.05,0.73,0.02,0.04,0.44,0.08,0.71,41.9,51.9,77.12,1431.0,643.0,1092.0,1695.0,38.0,2214.0,91198.0,367700.0,692.0,1534.0,468.0,234.0,4.944467353951887,0.08,0.08,6.4,0.22,0.88,0.08,0.11,0.09,0.23,0.09,0.15,36081052000.0,1.0
1677,0.08,0.72,0.15,0.81,0.28,0.09,0.61,41.1,39.8,104.17,1263.0,755.0,1406.0,1958.0,129.0,2442.0,73526.0,460900.0,832.0,1584.0,722.0,285.0,4.4,0.05,0.14,4.9,0.23,0.04,0.05,0.26,0.2,0.44,0.02,0.02,36081052100.0,0.0
1678,0.08,0.73,0.01,0.03,0.32,0.07,0.79,45.7,62.1,82.21,1140.0,643.0,988.0,1516.0,92.0,2618.0,84129.0,413800.0,686.0,1549.0,594.0,133.0,4.944467353951887,0.1,0.06,6.0,0.03,0.85,0.07,0.23,0.08,0.1,0.04,0.04,36081052400.0,0.0
1679,0.08,0.61,0.12,0.73,0.24,0.13,0.69,33.9,39.3,97.04,1517.0,718.0,1263.0,1864.0,170.0,2414.0,91760.0,550700.0,726.0,1584.0,766.0,226.0,4.944467353951887,0.08,0.12,4.6,0.32,0.03,0.08,0.24,0.24,0.47,0.03,0.08,36081052500.0,0.0
1680,0.1,0.57,0.05,0.04,0.3,0.12,0.9,32.5,56.0,92.86,1549.0,624.0,1140.0,1998.0,231.0,2450.0,80037.0,406300.0,472.0,1455.0,572.0,320.0,4.944467353951887,0.13,0.1,5.6,0.23,0.82,0.06,0.26,0.09,0.33,0.06,0.12,36081052600.0,0.0
1681,0.05,0.57,0.06,0.4330876685934471,0.32,0.14,0.6,44.5,60.4,68.67,1455.0,507.0,1140.0,1405.0,129.0,2708.0,78634.0,393000.0,900.0,1549.0,497.0,125.0,5.6,0.1,0.06,5.7,0.23,0.88,0.13,0.24,0.08,0.4,0.09,0.05,36081052800.0,0.0
1682,0.05,0.63,0.02,0.01,0.39,0.11,0.85,39.4,55.1,90.06,1317.0,981.0,1321.0,2389.0,138.0,2417.0,73311.0,383200.0,688.0,1549.0,722.0,371.0,4.944467353951887,0.06,0.07,5.9,0.14,0.92,0.06,0.2,0.03,0.29,0.08,0.05,36081053000.0,0.0
1683,0.06,0.61,0.15,0.78,0.18,0.08,0.56,36.8,46.9,109.91,1311.0,1257.0,1263.0,2943.0,95.0,2519.0,68135.0,464900.0,694.0,1584.0,1324.0,383.0,2.8,0.09,0.13,4.2,0.32,0.02,0.08,0.29,0.34,0.6,0.1021207729468604,0.07,36081053100.0,0.0
1684,0.05,0.72,0.01,0.03,0.43,0.05,0.8,39.1,55.3,80.62,1534.0,661.0,1092.0,1994.0,208.0,2268.0,101217.0,373900.0,771.0,1431.0,617.0,227.0,4.944467353951887,0.04,0.06,5.8,0.35,0.85,0.07,0.14,0.09,0.22,0.1,0.1,36081053200.0,1.0
1685,0.05,0.65,0.02,0.04,0.4,0.09,0.7,46.4,50.6,81.78,1012.0,895.0,1094.0,1956.0,67.0,2124.0,81883.0,381700.0,790.0,1548.0,648.0,248.0,4.944467353951887,0.07,0.05,6.1,0.1,0.9,0.04,0.16,0.04,0.21,0.12,0.15,36081053401.0,0.0
1686,0.09,0.31,0.16,0.64,0.07,0.11,0.82,32.1,42.5,93.26,1473.0,586.0,758.0,1405.0,135.0,2598.0,60823.0,469800.0,630.0,1517.0,463.0,314.0,3.2,0.16,0.22,4.2,0.41,0.01,0.1,0.48,0.72,0.64,0.04,0.02,36081053500.0,1.0
1687,0.13,0.67,0.05,0.04,0.35,0.13,0.71,39.7,49.2,109.3,1260.0,966.0,1092.0,1913.0,33.0,2363.0,77071.0,403100.0,742.0,1534.0,522.0,272.0,4.944467353951887,0.04,0.11,6.1,0.25,0.75,0.04,0.19,0.13,0.19,0.07,0.08,36081053601.0,0.0
1688,0.03,0.59,0.02,0.01,0.33,0.14,0.89,36.2,45.5,63.86,1094.0,727.0,1012.0,1696.0,133.0,2204.0,86741.0,386400.0,775.0,1548.0,470.0,222.0,4.944467353951887,0.03,0.07,5.9,0.23,0.89,0.07,0.16,0.06,0.18,0.1,0.08,36081053800.0,0.0
1689,0.08,0.55,0.07,0.67,0.3,0.07,0.65,34.5,36.8,110.34,1383.0,1880.0,1213.0,4413.0,292.0,2741.0,75645.0,516900.0,784.0,1473.0,1503.0,544.0,4.944467353951887,0.17,0.1,4.5,0.3,0.02,0.1,0.4,0.43,0.57,0.06,0.08,36081053900.0,0.0
1690,0.12,0.51,0.08,0.04,0.28,0.17,0.8,36.3,51.7,96.49,1406.0,2538.0,1094.0,4535.0,317.0,2298.0,70994.0,406500.0,595.0,1648.0,1343.0,570.0,2.9,0.08,0.03,5.7,0.28,0.65,0.09,0.36,0.16,0.41,0.03,0.08,36081054000.0,0.0
1691,0.05,0.72,0.06,0.24,0.26,0.12,0.85,36.9,53.4,87.21,1417.0,2842.0,1092.0,5429.0,348.0,2573.0,83639.0,423200.0,800.0,1514.0,1528.0,748.0,8.4,0.11,0.07,5.9,0.16,0.23,0.07,0.12,0.19,0.26,0.01,0.11,36081054200.0,0.0
1692,0.17,0.39,0.14,0.81,0.19,0.14,0.7,30.2,38.1,90.58,1334.0,2126.0,1213.0,4126.0,316.0,3318.0,63018.0,567900.0,1306.0,1403.0,1351.0,609.0,1.3,0.11,0.18,4.3,0.35,0.01,0.09,0.66,0.68,0.87,0.05,0.0507865168539326,36081054500.0,0.0
1693,0.21,0.35,0.14,0.74,0.16,0.1,0.65,31.7,41.6,103.36,1364.0,2430.0,1213.0,4909.0,413.0,3023.0,73020.0,546300.0,1015.0,1403.0,1522.0,648.0,3.8,0.11,0.14,4.7,0.27,0.04,0.11,0.57,0.65,0.76,0.06,0.01,36081054700.0,0.0
1694,0.06,0.71,0.06,0.13,0.27,0.12,0.76,40.1,44.3,95.27,1328.0,1448.0,1221.0,2351.0,203.0,2605.0,82820.0,444500.0,668.0,1514.0,656.0,244.0,4.944467353951887,0.12,0.06,5.8,0.15,0.19,0.08,0.14,0.18,0.16,0.02,0.11,36081054800.0,0.0
1695,0.18,0.28,0.09,0.85,0.16,0.1,0.3,29.2,38.9,117.33,1403.0,2818.0,1289.0,5807.0,600.0,2637.827457264957,59221.0,582861.2010443864,835.5364006988934,1371.0,1819.0,901.0,5.0,0.11,0.19,4.7,0.35,0.02,0.09,0.69,0.74,0.97,0.04,0.0507865168539326,36081054900.0,0.0
1696,0.18,0.46,0.06,0.78,0.22,0.09,0.38,35.5,40.4,99.71,1318.0,2150.0,1302.0,4745.0,456.0,3542.0,72744.0,445300.0,1065.0,1404.0,1777.0,556.0,3.1,0.14,0.13,4.7,0.42,0.02,0.09,0.62,0.38,0.9,0.05,0.0507865168539326,36081055100.0,0.0
1697,0.04,0.52,0.04,0.18,0.31,0.14,0.65,42.1,55.2,86.59,1354.0,1599.0,1328.0,2950.0,146.0,2896.0,69430.0,556100.0,827.0,1540.0,1067.0,283.0,4.944467353951887,0.14,0.11,4.1,0.23,0.35,0.1,0.3,0.22,0.57,0.03,0.05,36081055200.0,0.0
1698,0.18,0.27,0.13,0.66,0.12,0.18,0.75,29.1,37.0,85.21,1371.0,1203.0,1289.0,2554.0,61.0,2684.0,66025.0,495800.0,600.0,1428.0,920.0,469.0,3.8,0.11,0.17,4.5,0.39,0.03,0.13,0.69,0.56,0.85,0.06,0.0507865168539326,36081055300.0,1.0
1699,0.09,0.64,0.07,0.27,0.38,0.14,0.64,43.2,45.1,85.2,1540.0,1295.0,1196.0,2302.0,110.0,2201.0,74559.0,444300.0,679.0,1648.0,766.0,320.0,4.944467353951887,0.1,0.07,5.3,0.22,0.15,0.07,0.23,0.25,0.42,0.01,0.1,36081055400.0,0.0
1700,0.19,0.35,0.15,0.82,0.13,0.1,0.43,34.0,38.5,109.28,1312.0,964.0,1306.0,2233.0,163.0,2844.0,59895.0,571100.0,730.0,1473.0,711.0,340.0,1.7,0.12,0.15,4.7,0.29,0.03,0.07,0.55,0.72,0.79,0.04,0.02,36081055500.0,0.0
1701,0.07,0.59,0.06,0.16,0.4,0.11,0.77,45.2,40.4,94.12,1514.0,1562.0,1328.0,2345.0,42.0,2202.0,88754.0,415500.0,663.0,1417.0,642.0,240.0,4.2,0.06,0.1,5.5,0.19,0.13,0.14,0.04,0.15,0.17,0.02,0.13,36081055600.0,0.0
1702,0.1,0.51,0.09,0.81,0.19,0.13,0.68,32.7,42.8,92.85,1306.0,1613.0,1312.0,3452.0,204.0,2705.0,61190.0,435200.0,716.0,1473.0,1399.0,428.0,9.0,0.09,0.12,4.4,0.35,0.01,0.07,0.59,0.51,0.76,0.08,0.05,36081055700.0,0.0
1703,0.1,0.67,0.08,0.26,0.28,0.15,0.72,50.0,38.4,97.45,1648.0,896.0,1299.0,1625.0,40.0,2592.0,86565.0,416800.0,781.0,1540.0,505.0,123.0,4.944467353951887,0.08,0.06,5.9,0.23,0.13,0.09,0.08,0.23,0.19,0.06,0.19,36081055800.0,0.0
1704,0.13,0.42,0.08,0.65,0.14,0.06,0.85,29.4,38.0,95.84,1359.0,525.0,1306.0,1365.0,110.0,3007.0,60116.0,457100.0,835.5364006988934,1473.0,448.0,280.0,2.3,0.05,0.33,4.3,0.46,0.02,0.12,0.57,0.81,0.8,0.06,0.05,36081055900.0,1.0
1705,0.1,0.67,0.04,0.28,0.29,0.13,0.63,38.0,40.4,92.6,1363.0,703.0,1196.0,1666.0,95.0,2335.0,83050.0,474500.0,711.0,1648.0,496.0,281.0,4.944467353951887,0.05,0.06,5.7,0.23,0.15,0.05,0.12,0.1,0.32,0.1021207729468604,0.13,36081056000.0,0.0
1706,0.06,0.8,0.05,0.29,0.23,0.18,0.78,36.9,38.0,113.48,1390.0,713.0,1302.0,1695.0,151.0,2456.0,84029.0,456400.0,814.0,1753.0,451.0,154.0,4.944467353951887,0.09,0.05,5.8,0.12,0.13,0.2,0.08,0.26,0.17,0.02,0.21,36081056200.0,0.0
1707,0.07,0.59,0.02,0.24,0.24,0.07,0.55,36.9,37.5,110.59,1464.0,623.0,1299.0,1432.0,134.0,2529.0,66388.0,422000.0,936.0,1648.0,586.0,243.0,15.0,0.07,0.1,4.6,0.24,0.14,0.07,0.28,0.27,0.67,0.03,0.1,36081056400.0,0.0
1708,0.13,0.55,0.1,0.91,0.33,0.04,0.57,37.2,37.1,112.97,1473.0,573.0,1306.0,1527.0,91.0,3056.0,74932.0,474700.0,631.0,1404.0,509.0,271.0,4.944467353951887,0.12,0.08,5.0,0.4,0.2795633876906861,0.08,0.27,0.78,0.57,0.04,0.05,36081056500.0,0.0
1709,0.1,0.52,0.12,0.19,0.27,0.03,0.74,35.8,47.3,97.25,1299.0,921.0,1363.0,1505.0,83.0,2531.0,72391.0,465400.0,838.0,1648.0,472.0,207.0,12.2,0.13,0.06,5.2,0.28,0.3,0.17,0.14,0.29,0.42,0.01,0.11,36081056600.0,0.0
1710,0.07,0.73,0.06,0.73,0.18,0.07,0.71,40.4,36.1,98.0,1449.0,1635.0,1208.0,4552.0,248.0,2751.0,98117.0,475800.0,797.0,1397.0,1681.0,692.0,14.9,0.16,0.13,5.3,0.26,0.03,0.09,0.26,0.53,0.33,0.02,0.09,36081056700.0,0.0
1711,0.07,0.58,0.0572485962225625,0.1,0.34,0.14,0.74,40.4,43.2,89.52,1302.0,1928.0,1299.0,4414.0,170.0,2527.0,77358.0,414300.0,786.0,1648.0,1510.0,483.0,3.2,0.09,0.03,5.5,0.22,0.71,0.11,0.22,0.22,0.47,0.04,0.1,36081056800.0,0.0
1712,0.07,0.55,0.08,0.82,0.27,0.03,0.75,35.7,38.5,92.54,1208.0,1690.0,1321.0,4001.0,91.0,2377.0,66903.0,547700.0,863.0,1449.0,1415.0,606.0,3.0,0.1,0.18,4.6,0.29,0.01,0.1,0.48,0.42,0.72,0.03,0.05,36081057700.0,0.0
1713,0.1,0.58,0.15,0.84,0.14,0.17,0.52,38.7,42.7,95.27,1321.0,595.0,1208.0,1693.0,127.0,2565.0,62876.0,482000.0,646.0,1449.0,682.0,233.0,5.7,0.07,0.16,5.1,0.35,0.01,0.07,0.37,0.34,0.7,0.06,0.05,36081057900.0,0.0
1714,0.03,0.61,0.06,0.04,0.35,0.13,0.8,39.2,52.5,81.25,1421.0,1279.0,1094.0,3654.0,128.0,2466.0,91933.0,385500.0,734.0,1548.0,1156.0,431.0,4.944467353951887,0.07,0.03,5.8,0.06,0.84,0.08,0.13,0.08,0.32,0.1,0.1,36081058000.0,0.0
1715,0.05,0.62,0.1,0.91,0.23,0.06,0.66,35.0,38.7,80.53,1342.0,1247.0,1208.0,2865.0,189.0,2542.0,87208.0,456800.0,1005.0,1449.0,1135.0,386.0,2.8,0.12,0.06,4.8,0.42,0.02,0.07,0.39,0.4,0.64,0.02,0.04,36081058100.0,0.0
1716,0.06,0.62,0.05,0.03,0.39,0.08,0.73,37.9,47.0,90.94,1548.0,2396.0,1012.0,5268.0,179.0,2520.0,90648.0,386900.0,854.0,1476.0,1430.0,804.0,4.944467353951887,0.09,0.05,5.8,0.18,0.84,0.09,0.22,0.11,0.27,0.03,0.08,36081058200.0,0.0
1717,0.05,0.56,0.09,0.79,0.17,0.07,0.55,35.8,40.3,89.09,1381.0,1212.0,1302.0,3572.0,308.0,3559.0,83123.0,553500.0,746.0,1404.0,1401.0,325.0,4.944467353951887,0.21,0.08,4.8,0.28,0.07,0.05,0.45,0.4,0.69,0.05,0.01,36081058300.0,0.0
1718,0.12,0.5,0.14,0.79,0.18,0.1,0.6,35.2,41.4,98.85,1404.0,1811.0,1302.0,4685.0,438.0,2949.0,71591.0,548900.0,776.0,1381.0,1593.0,591.0,3.1,0.11,0.17,4.8,0.31,0.02,0.1,0.51,0.45,0.73,0.07,0.01,36081058500.0,0.0
