GEOID,label,label_three,label_four,TRACTCE10,NAME10,NAMELSAD10,INTPTLAT,INTPTLONG,long+,long-,lat+,lat-,"Agriculture, forestry, fishing and hunting, and mining",Construction,Manufacturing,Wholesale trade,Retail trade,"Transportation and warehousing, and utilities",Information,"Finance and insurance, and real estate and rental and leasing","Professional, scientific, and management, and administrative and waste management services","Educational services, and health care and social assistance","Arts, entertainment, and recreation, and accommodation and food services","Other services, except public administration",Public administration,"INCOME AND BENEFITS (IN 2017 INFLATION-ADJUSTED DOLLARS) Less than $10,000",HEALTH INSURANCE COVERAGE With health insurance coverage,HEALTH INSURANCE COVERAGE With private health insurance,YEAR STRUCTURE BUILT Built 2014 or later,YEAR STRUCTURE BUILT Built 2010 to 2013,HOUSING TENURE Renter-occupied,YEAR HOUSEHOLDER MOVED INTO UNIT Moved in 2015 or later,YEAR HOUSEHOLDER MOVED INTO UNIT Moved in 2010 to 2014,VEHICLES AVAILABLE No vehicles available,VEHICLES AVAILABLE 2 vehicles available,VEHICLES AVAILABLE 3 or more vehicles available,OCCUPANTS PER ROOM 1.01 to 1.50,OCCUPANTS PER ROOM 1.51 or more,MORTGAGE STATUS Owner-occupied units Housing units with a mortgage,65 years and over,MARITAL STATUS Males 15 years and over Never married,MARITAL STATUS Females 15 years and over Never married,EDUCATIONAL ATTAINMENT Less than 9th grade,"EDUCATIONAL ATTAINMENT 9th to 12th grade, no diploma",Percent bachelor's degree or higher,PLACE OF BIRTH Native Different state,SEX AND AGE 62 years and over,White,Black or African American,American Indian and Alaska Native,Asian,Hispanic or Latino (of any race),Own children of the householder under 6 years,Own children of the householder 6 to 17 years,Mean travel time to work (minutes),Median household income (dollars),Mean household income (dollars),Total housing units,Homeowner vacancy rate,Rental vacancy rate,ROOM Median rooms,VALUE Median (dollars),SELECTED MONTHLY OWNER COSTS (SMOC) Housing units with a mortgage Median (dollars),SELECTED MONTHLY OWNER COSTS (SMOC) Housing units without a mortgage Median (dollars),GROSS RENT Occupied units paying rent Median (dollars),Population in households,YEAR OF ENTRY Population born outside the United States,YEAR OF ENTRY Foreign born,Total households,Total population,Sex ratio (males per 100 females),Median age (years),relation_max_fee,relation_min_fee
17031151002,0,0,0,151002,1510.02,Census Tract 1510.02,41.94,-87.75,-87.74,-87.75,41.95,41.94,0.01,0.05,0.09,0.05,0.11,0.05,0.01,0.05,0.12,0.22,0.16,0.05,0.02,0.05,0.77,0.5,0,0,0.52,0.12,0.27,0.08,0.28,0.11,0.02,0.03,0.7,0.07,0.47,0.36,0.13,0.13,0.19,0.06,0.12,0.61,0.01,0,0.03,0.69,398,571,35.6,48225,60421,1678,0,1.5,5,287400,1858,818,922,4360,1888,1658,1528,4360,109.8,36.1,1076,880
17031151100,0,0,0,151100,1511,Census Tract 1511,41.94,-87.76,-87.76,-87.77,41.94,41.94,0,0.06,0.09,0.02,0.17,0.07,0.01,0.07,0.09,0.18,0.17,0.05,0.02,0.06,0.8,0.5,0,0,0.56,0.09,0.36,0.15,0.46,0.13,0.03,0.02,0.63,0.06,0.41,0.37,0.08,0.15,0.19,0.05,0.16,0.66,0.01,0,0.05,0.59,476,787,39.7,58269,69708,1925,0,2.1,5.2,270400,1977,789,1028,5602,2667,2241,1760,5612,88.4,35.1,1148,821
17031151200,0,0,0,151200,1512,Census Tract 1512,41.94,-87.77,-87.77,-87.78,41.94,41.94,0,0.14,0.1,0.02,0.12,0.13,0.01,0.07,0.07,0.19,0.09,0.03,0.03,0.03,0.88,0.69,0.02,0,0.27,0.07,0.28,0.12,0.4,0.17,0.03,0.02,0.76,0.13,0.4,0.35,0.07,0.08,0.22,0.06,0.16,0.81,0.01,0,0.01,0.42,209,514,35.1,54671,72838,1330,3.4,4.6,5.5,266300,1860,675,844,3687,1686,1571,1217,3687,90.5,40.5,1148,976
17031160100,0,0,0,160100,1601,Census Tract 1601,41.96,-87.74,-87.74,-87.75,41.97,41.96,0,0.09,0.11,0.03,0.06,0.06,0.04,0.06,0.11,0.23,0.06,0.08,0.06,0.06,0.88,0.66,0,0.01,0.48,0.09,0.35,0.11,0.33,0.06,0.04,0,0.76,0.06,0.43,0.29,0.06,0.04,0.38,0.13,0.11,0.73,0,0.01,0.14,0.31,292,309,34.5,65161,81147,1031,3.1,3.6,5.1,317100,1982,806,1147,2683,847,749,946,2688,103.2,36.5,1067,870
17031160200,0,0,0,160200,1602,Census Tract 1602,41.96,-87.74,-87.73,-87.74,41.96,41.96,0,0.02,0.06,0.02,0.14,0.04,0.05,0.11,0.17,0.27,0.03,0.07,0.02,0.05,0.92,0.77,0.02,0,0.37,0.05,0.28,0.14,0.35,0.13,0,0,0.74,0.02,0.48,0.27,0.01,0.04,0.52,0.17,0.18,0.83,0.02,0.01,0.09,0.26,192,339,34.1,74219,100531,1355,6.8,0,6.1,380900,2485,775,889,3048,608,479,1248,3093,114.6,38,1334,925
17031160300,1,2,2,160300,1603,Census Tract 1603,41.96,-87.73,-87.73,-87.73,41.96,41.95,0,0.02,0.11,0.01,0.1,0.12,0.03,0.05,0.1,0.2,0.14,0.07,0.06,0.08,0.83,0.65,0,0,0.61,0.12,0.5,0.23,0.18,0.03,0.02,0.06,0.65,0.13,0.42,0.42,0.04,0.02,0.45,0.12,0.18,0.71,0.07,0.01,0.12,0.17,404,148,34.5,51511,64851,2035,5.5,0,4.1,159900,1358,604,925,3709,1446,1411,1859,3834,86.9,35.6,1334,889
17031160400,0,0,0,160400,1604,Census Tract 1604,41.96,-87.72,-87.72,-87.73,41.96,41.95,0,0.03,0.07,0.01,0.08,0.11,0.05,0.08,0.13,0.17,0.18,0.09,0.01,0.05,0.86,0.62,0.01,0,0.52,0.11,0.36,0.12,0.31,0.06,0.03,0,0.67,0.06,0.42,0.32,0.1,0.07,0.35,0.11,0.14,0.8,0.05,0,0.06,0.41,290,569,34.2,49216,67025,2042,4.7,8.2,4.9,297700,1980,728,992,4697,1535,1306,1807,4708,100.7,36.2,1080,925
17031160501,0,2,2,160501,1605.01,Census Tract 1605.01,41.96,-87.71,-87.71,-87.72,41.96,41.96,0,0.01,0.15,0.03,0.1,0.04,0.02,0.04,0.12,0.19,0.22,0.02,0.06,0.06,0.78,0.43,0,0.01,0.59,0.13,0.3,0.2,0.25,0.12,0.06,0.01,0.7,0.05,0.44,0.46,0.16,0.07,0.32,0.1,0.11,0.76,0.04,0,0.12,0.61,468,670,34.2,56477,71125,1529,6.7,8.3,5.3,280600,2068,671,1075,4237,1800,1681,1298,4237,85.3,31.5,1137,948
17031160502,0,2,2,160502,1605.02,Census Tract 1605.02,41.96,-87.71,-87.71,-87.72,41.96,41.95,0,0.05,0.06,0.05,0.11,0.09,0.02,0.08,0.11,0.18,0.12,0.09,0.03,0.05,0.77,0.53,0,0.01,0.57,0.17,0.29,0.17,0.3,0.08,0.03,0,0.83,0.05,0.54,0.43,0.13,0.06,0.3,0.09,0.07,0.78,0.02,0,0.08,0.64,293,555,35.5,58776,74020,1464,7.3,11.5,5,266100,1940,761,1080,3905,1549,1423,1290,3905,99.8,32.1,1088,948
17031160601,0,2,2,160601,1606.01,Census Tract 1606.01,41.96,-87.7,-87.7,-87.71,41.96,41.96,0,0.05,0.13,0.01,0.04,0.02,0.06,0.08,0.15,0.25,0.15,0.05,0.01,0.06,0.81,0.66,0.03,0.01,0.55,0.14,0.38,0.14,0.36,0.04,0.06,0,0.81,0.06,0.48,0.46,0.06,0.1,0.48,0.16,0.08,0.85,0.02,0,0.05,0.46,450,327,36.4,67113,78836,1444,3.6,6.7,5.1,251500,2091,640,1072,3664,1099,1078,1325,3674,87.1,33.6,1280,948
17031160602,0,2,2,160602,1606.02,Census Tract 1606.02,41.96,-87.7,-87.7,-87.7,41.96,41.95,0,0.02,0.03,0.03,0.09,0.07,0.03,0.11,0.17,0.2,0.15,0.08,0.03,0.04,0.87,0.68,0,0.01,0.61,0.1,0.46,0.14,0.29,0.03,0,0,0.71,0.02,0.49,0.39,0.12,0.05,0.4,0.13,0.08,0.75,0.01,0,0.12,0.46,297,515,35.3,59821,73661,1617,6.1,5.2,4.7,284300,2450,657,987,3679,1300,1217,1443,3679,96.3,34.7,1363,1064
17031160700,0,0,0,160700,1607,Census Tract 1607,41.95,-87.7,-87.7,-87.71,41.95,41.95,0,0.05,0.03,0.03,0.13,0.03,0.05,0.08,0.15,0.2,0.15,0.07,0.03,0.01,0.78,0.63,0.01,0.01,0.51,0.09,0.4,0.07,0.33,0.1,0.02,0,0.77,0.06,0.39,0.28,0.13,0.05,0.39,0.11,0.16,0.68,0.05,0,0.12,0.41,421,568,35.5,65281,88090,2462,0,0,5.4,288300,1958,681,1280,6364,2366,2254,2251,6533,100.3,39,1211,987
17031160800,0,0,0,160800,1608,Census Tract 1608,41.95,-87.71,-87.71,-87.72,41.95,41.95,0,0.04,0.08,0.02,0.1,0.09,0.02,0.1,0.18,0.14,0.15,0.06,0.03,0.03,0.82,0.63,0,0,0.61,0.12,0.41,0.17,0.3,0.1,0.05,0.02,0.7,0.04,0.56,0.41,0.12,0.06,0.33,0.1,0.11,0.74,0.01,0,0.1,0.51,366,620,33.9,57261,74380,2046,1.1,2.5,5.1,285200,2262,850,1088,5164,1793,1735,1859,5164,110.9,33.7,1280,984
17031160900,0,2,2,160900,1609,Census Tract 1609,41.95,-87.72,-87.72,-87.73,41.95,41.95,0,0.02,0.04,0.02,0.09,0.13,0.02,0.12,0.16,0.19,0.12,0.02,0.09,0.02,0.96,0.8,0,0,0.44,0.16,0.29,0.15,0.3,0.05,0,0,0.72,0.08,0.44,0.39,0.03,0.02,0.51,0.15,0.13,0.82,0.02,0,0.09,0.31,173,335,36,80551,91897,1105,0,5,5.6,388400,2503,894,984,2464,518,434,1048,2470,93.9,39.3,1118,925
17031161000,0,0,0,161000,1610,Census Tract 1610,41.95,-87.73,-87.73,-87.73,41.95,41.95,0,0.04,0.05,0.03,0.07,0.09,0.06,0.16,0.21,0.17,0.04,0.06,0.02,0.04,0.94,0.84,0,0,0.47,0.15,0.34,0.2,0.25,0.07,0.01,0,0.75,0.1,0.43,0.4,0.01,0.05,0.49,0.22,0.14,0.79,0.02,0,0.03,0.38,228,215,33.7,73342,100534,913,3.4,9.9,5.4,482700,2943,810,1118,2022,267,205,809,2027,96.8,35.4,1334,925
17031161100,0,0,0,161100,1611,Census Tract 1611,41.95,-87.74,-87.73,-87.74,41.95,41.95,0,0.02,0.1,0.03,0.1,0.04,0.01,0.13,0.23,0.21,0.07,0.03,0.03,0,0.99,0.92,0,0.03,0.27,0.05,0.27,0.05,0.41,0.11,0.01,0,0.66,0.08,0.36,0.23,0.02,0.03,0.62,0.16,0.14,0.75,0.07,0,0.09,0.16,171,339,38.3,101848,155564,802,0,0,6.4,443300,2713,971,1334,1935,252,213,746,1935,99.1,40.3,1118,889
17031161200,0,0,0,161200,1612,Census Tract 1612,41.94,-87.74,-87.73,-87.74,41.95,41.94,0,0.03,0.14,0.02,0.13,0.08,0,0.04,0.22,0.14,0.1,0.05,0.03,0.05,0.79,0.58,0,0.01,0.38,0.05,0.37,0.11,0.31,0.15,0.03,0.02,0.79,0.06,0.47,0.41,0.14,0.06,0.33,0.12,0.11,0.77,0.01,0,0.06,0.58,249,385,34.8,61466,78071,1066,2.8,11.5,5.4,255600,1911,698,1050,3021,1193,1095,946,3021,108.2,34.8,1334,880
17031161300,0,0,0,161300,1613,Census Tract 1613,41.94,-87.73,-87.73,-87.73,41.95,41.94,0,0.05,0.07,0.01,0.13,0.08,0.01,0.05,0.12,0.19,0.18,0.1,0.02,0.06,0.7,0.48,0.01,0,0.63,0.1,0.36,0.26,0.28,0.08,0.01,0.02,0.69,0.09,0.48,0.44,0.13,0.06,0.24,0.1,0.1,0.87,0.03,0,0.02,0.6,289,413,35.4,45616,57644,1615,0,15,4.8,258900,1954,757,940,3589,1444,1393,1361,3638,88.9,36.9,1334,936
17031170100,0,0,0,170100,1701,Census Tract 1701,41.96,-87.79,-87.79,-87.8,41.96,41.95,0,0.06,0.1,0.01,0.12,0.14,0.01,0.05,0.17,0.2,0,0.06,0.07,0.13,0.95,0.69,0,0.01,0.28,0.17,0.16,0.22,0.13,0.06,0.01,0,0.51,0.37,0.37,0.3,0.06,0.11,0.26,0.1,0.47,0.84,0.07,0,0.05,0.1,58,51,40.8,39643,52751,1131,0,9.6,4.1,162500,1400,551,1210,1647,715,667,982,1805,84.4,59.3,1649,941
17031170200,0,0,0,170200,1702,Census Tract 1702,41.95,-87.78,-87.78,-87.79,41.95,41.95,0,0.07,0.11,0.01,0.16,0.11,0.02,0.06,0.13,0.22,0.07,0.03,0.03,0.01,0.82,0.61,0,0,0.24,0.07,0.28,0.07,0.45,0.16,0,0,0.78,0.04,0.36,0.35,0.1,0.06,0.25,0.05,0.2,0.7,0,0,0.11,0.41,343,606,40.3,71660,86674,1325,0,9.3,5.7,254600,1955,662,941,4170,1298,1110,1241,4178,93.5,38.4,1050,844
17031170300,0,0,0,170300,1703,Census Tract 1703,41.95,-87.8,-87.79,-87.8,41.95,41.95,0,0.09,0.13,0.04,0.12,0.05,0.04,0.06,0.11,0.18,0.09,0.03,0.07,0.06,0.91,0.62,0,0,0.34,0.08,0.29,0.09,0.42,0.13,0.01,0.01,0.63,0.13,0.4,0.37,0.06,0.05,0.3,0.04,0.17,0.87,0,0,0.05,0.38,460,974,37,59554,72642,1992,2.1,8.5,5.4,227300,1655,604,1053,5491,2053,1876,1848,5496,97,37.1,1210,781
17031170400,0,0,0,170400,1704,Census Tract 1704,41.95,-87.81,-87.81,-87.82,41.95,41.95,0,0.17,0.09,0.04,0.07,0.14,0,0.08,0.06,0.2,0.09,0.05,0.01,0.05,0.9,0.63,0,0,0.25,0.06,0.24,0.06,0.43,0.14,0.01,0.01,0.64,0.09,0.35,0.31,0.04,0.07,0.25,0.07,0.21,0.9,0.03,0.01,0.03,0.12,299,442,39.6,56645,69834,1581,0,0,5.2,234700,1874,603,1113,3765,1395,1347,1517,3765,104.2,44.2,1123,904
17031170500,0,0,0,170500,1705,Census Tract 1705,41.95,-87.83,-87.83,-87.83,41.95,41.95,0,0.06,0.09,0.01,0.12,0.09,0.02,0.08,0.08,0.23,0.11,0.02,0.1,0.03,0.89,0.73,0,0,0.26,0.06,0.31,0.07,0.41,0.15,0.01,0.01,0.69,0.08,0.39,0.31,0.04,0.03,0.24,0.05,0.19,0.89,0.01,0,0.03,0.21,414,755,36.6,78650,81202,2069,3,0,5.7,236300,1848,660,1123,5504,1352,1293,1989,5504,87.7,40.3,1113,963
17031170600,0,0,0,170600,1706,Census Tract 1706,41.94,-87.83,-87.83,-87.83,41.94,41.94,0,0.1,0.05,0.03,0.1,0.08,0,0.05,0.1,0.28,0.06,0.06,0.1,0.04,0.93,0.71,0,0,0.19,0.02,0.19,0.06,0.44,0.15,0,0,0.58,0.16,0.43,0.32,0.06,0.07,0.2,0.05,0.23,0.88,0,0,0.04,0.24,179,340,32,71875,76734,995,0.7,0,5.6,252100,1886,657,981,2621,672,612,989,2631,83,44.8,1123,904
17031170700,0,0,0,170700,1707,Census Tract 1707,41.94,-87.82,-87.82,-87.83,41.94,41.94,0,0.07,0.11,0.02,0.11,0.09,0.03,0.07,0.15,0.18,0.07,0.03,0.09,0.07,0.93,0.8,0.02,0.01,0.16,0.06,0.26,0.06,0.41,0.17,0.02,0.03,0.62,0.16,0.35,0.39,0.04,0.05,0.25,0.04,0.18,0.83,0,0,0.1,0.19,160,496,38.1,74414,83200,1214,2.5,4,5.3,231200,1941,631,1095,2941,978,908,1041,2941,94.9,42.4,1123,781
17031170800,0,0,0,170800,1708,Census Tract 1708,41.94,-87.81,-87.81,-87.82,41.94,41.94,0.01,0.16,0.1,0.02,0.11,0.03,0.02,0.03,0.13,0.23,0.06,0.06,0.05,0.04,0.86,0.65,0,0,0.25,0.03,0.3,0.09,0.44,0.16,0.02,0.01,0.57,0.12,0.38,0.35,0.07,0.07,0.2,0.06,0.16,0.9,0.01,0,0.05,0.27,276,452,38.9,67391,72928,1502,0,0,5.2,249700,1729,629,963,4060,1634,1544,1424,4060,77.9,40.2,1113,781
17031170900,0,0,0,170900,1709,Census Tract 1709,41.94,-87.81,-87.81,-87.82,41.94,41.93,0.01,0.07,0.14,0.02,0.15,0.06,0.02,0.05,0.13,0.18,0.09,0.03,0.05,0.12,0.88,0.66,0,0,0.34,0.07,0.29,0.12,0.36,0.14,0.02,0.03,0.57,0.15,0.34,0.36,0.05,0.13,0.22,0.08,0.21,0.8,0.07,0,0.02,0.36,65,299,36.9,49508,66221,669,0,0,5.2,228500,1819,573,904,1868,620,551,653,1868,97,41.4,1113,781
17031171000,0,0,0,171000,1710,Census Tract 1710,41.94,-87.8,-87.79,-87.8,41.94,41.94,0,0.11,0.06,0.02,0.12,0.07,0.05,0.07,0.15,0.17,0.09,0.05,0.04,0.02,0.78,0.58,0,0.01,0.28,0.08,0.22,0.08,0.37,0.14,0.02,0.01,0.55,0.07,0.43,0.33,0.04,0.1,0.21,0.06,0.19,0.86,0.05,0,0.06,0.3,477,1010,38.1,67308,90989,2763,0,0,5.4,261500,1804,724,1084,7578,2382,2195,2672,7597,108.4,42.1,1210,781
17031171100,0,0,0,171100,1711,Census Tract 1711,41.94,-87.78,-87.78,-87.78,41.94,41.94,0,0.05,0.06,0.02,0.14,0.07,0.04,0.09,0.1,0.31,0.04,0.04,0.05,0.06,0.92,0.68,0,0,0.28,0.01,0.32,0.07,0.34,0.16,0.02,0,0.71,0.08,0.45,0.44,0.04,0.08,0.3,0.05,0.18,0.83,0.02,0,0.03,0.38,307,526,36.5,65952,76790,1383,2.2,0,5.8,251900,1764,632,976,3844,1259,1081,1260,3844,84.4,34.7,1117,844
17031180100,0,0,0,180100,1801,Census Tract 1801,41.93,-87.8,-87.8,-87.8,41.94,41.93,0,0.12,0.12,0.03,0.13,0.03,0.01,0.04,0.15,0.15,0.08,0.06,0.08,0.11,0.83,0.53,0,0.06,0.22,0.07,0.27,0.12,0.36,0.18,0.03,0.02,0.64,0.08,0.4,0.38,0.06,0.11,0.18,0.03,0.18,0.78,0.02,0,0.04,0.48,569,634,38.7,59286,83458,2316,0,0,5.2,221900,1758,648,781,6136,2683,2379,2094,6210,85.7,36.6,1084,904
17031190100,1,1,1,190100,1901,Census Tract 1901,41.94,-87.74,-87.74,-87.75,41.94,41.93,0.01,0.06,0.22,0.01,0.1,0.03,0.01,0.05,0.09,0.18,0.2,0.04,0.01,0.04,0.8,0.42,0,0,0.68,0.12,0.45,0.31,0.14,0.06,0.07,0.01,0.68,0.13,0.51,0.38,0.25,0.11,0.12,0.03,0.15,0.42,0.02,0,0.04,0.84,194,488,37.5,35565,46821,863,2.9,0,5,222200,1967,756,880,2534,1347,1163,824,2534,97.7,32.9,1076,921
17031190200,0,0,0,190200,1902,Census Tract 1902,41.94,-87.75,-87.75,-87.76,41.94,41.93,0,0.08,0.24,0.04,0.06,0.02,0,0.05,0.09,0.15,0.19,0.06,0.01,0.06,0.85,0.52,0,0.01,0.41,0.06,0.28,0.13,0.32,0.19,0.05,0,0.78,0.09,0.4,0.38,0.21,0.17,0.16,0.07,0.12,0.5,0.02,0,0.02,0.83,529,1018,36.7,55842,65709,1726,0,4.9,5.5,249900,1999,553,1076,5518,2549,2307,1499,5525,95.9,33.4,1009,821
17031190300,1,0,0,190300,1903,Census Tract 1903,41.93,-87.76,-87.76,-87.77,41.94,41.93,0,0.09,0.15,0.02,0.08,0.04,0.03,0.05,0.16,0.2,0.11,0.07,0.01,0.08,0.79,0.5,0,0,0.51,0.06,0.26,0.16,0.21,0.22,0.02,0.01,0.67,0.13,0.36,0.38,0.16,0.11,0.15,0.05,0.15,0.65,0.02,0.01,0.02,0.66,419,668,38,46010,58020,1989,3.8,0,5.1,232800,1946,628,821,5302,2477,2079,1729,5302,81,34.1,1076,985
17031190401,0,0,0,190401,1904.01,Census Tract 1904.01,41.93,-87.78,-87.78,-87.78,41.94,41.93,0,0.14,0.16,0.03,0.11,0.08,0.01,0.03,0.11,0.17,0.07,0.07,0.04,0.08,0.86,0.5,0,0.01,0.32,0.06,0.28,0.06,0.32,0.17,0.04,0.02,0.67,0.06,0.39,0.41,0.11,0.1,0.22,0.03,0.15,0.68,0.01,0.01,0.07,0.59,295,668,42,56016,65576,1345,3.3,0,5.5,228600,1816,563,1041,3983,1934,1576,1234,3983,85.8,35.1,1117,844
17031190402,0,0,0,190402,1904.02,Census Tract 1904.02,41.93,-87.77,-87.77,-87.77,41.94,41.93,0,0.08,0.15,0.04,0.09,0.05,0.03,0.08,0.08,0.15,0.14,0.07,0.06,0.05,0.78,0.42,0,0,0.39,0.05,0.28,0.07,0.35,0.12,0.08,0.02,0.68,0.04,0.45,0.41,0.17,0.12,0.16,0.04,0.15,0.67,0.01,0.01,0.02,0.72,335,955,37.7,46993,65533,1794,0,0,5.2,251300,1852,691,1032,5429,2466,2176,1638,5434,87.3,35.6,1117,821
17031190601,0,0,0,190601,1906.01,Census Tract 1906.01,41.93,-87.78,-87.78,-87.78,41.93,41.92,0,0.08,0.16,0.04,0.09,0.04,0,0.02,0.19,0.15,0.18,0.03,0.02,0.06,0.83,0.49,0,0,0.47,0.09,0.37,0.1,0.36,0.18,0.09,0.02,0.78,0.03,0.42,0.3,0.18,0.1,0.16,0.03,0.08,0.44,0.05,0,0.02,0.84,645,920,41.4,50781,73630,1344,0,0,5.5,199100,1744,801,1117,5126,1945,1738,1191,5126,94.8,30.3,1053,966
17031190602,0,0,0,190602,1906.02,Census Tract 1906.02,41.93,-87.77,-87.77,-87.77,41.93,41.92,0,0.11,0.18,0.03,0.09,0.08,0.01,0.05,0.12,0.16,0.13,0.04,0.01,0.04,0.78,0.41,0,0,0.31,0.08,0.29,0.09,0.4,0.13,0.12,0,0.69,0.04,0.5,0.44,0.24,0.12,0.12,0.05,0.13,0.5,0.03,0,0.03,0.79,417,934,36.4,51986,65659,1555,2.8,0,5.7,204500,1863,742,1053,5606,2628,2330,1416,5867,111.3,37.1,1117,821
17031190701,0,0,0,190701,1907.01,Census Tract 1907.01,41.93,-87.76,-87.76,-87.77,41.93,41.93,0,0.12,0.17,0.04,0.09,0.1,0,0.06,0.16,0.19,0.04,0.01,0.01,0.02,0.75,0.39,0,0.02,0.62,0.1,0.36,0.1,0.45,0.11,0.04,0.02,0.63,0.05,0.47,0.32,0.17,0.12,0.13,0.06,0.1,0.55,0.01,0,0.02,0.8,207,589,40.5,44797,56940,880,5,1.8,5.1,239600,1908,733,1002,2861,1374,1276,780,2861,101.3,34.1,1053,821
17031190702,0,0,0,190702,1907.02,Census Tract 1907.02,41.93,-87.76,-87.76,-87.76,41.93,41.92,0,0.06,0.28,0.05,0.1,0.07,0.01,0.03,0.12,0.15,0.1,0.03,0.01,0.08,0.77,0.36,0,0,0.7,0.11,0.45,0.2,0.28,0.07,0.07,0.06,0.87,0.06,0.44,0.39,0.32,0.17,0.1,0.03,0.08,0.49,0.05,0,0,0.86,615,901,40.9,40761,50190,1583,0,3.5,4.9,184300,1923,597,985,5177,2495,2349,1434,5177,92.6,29.4,1053,821
17031190800,0,0,0,190800,1908,Census Tract 1908,41.93,-87.75,-87.75,-87.75,41.93,41.93,0,0.07,0.17,0.02,0.15,0.06,0.01,0.06,0.09,0.17,0.12,0.04,0.03,0.07,0.77,0.44,0,0,0.58,0.07,0.37,0.13,0.36,0.08,0.04,0,0.77,0.05,0.42,0.41,0.26,0.12,0.13,0.05,0.11,0.39,0.01,0,0,0.85,635,1259,39.7,42279,55965,2114,0,1.4,5.1,235400,1909,635,959,7216,2998,2465,2019,7222,92.1,34,1076,855
17031190900,0,0,0,190900,1909,Census Tract 1909,41.93,-87.74,-87.74,-87.75,41.93,41.93,0,0.04,0.25,0,0.21,0.06,0.01,0.05,0.08,0.13,0.1,0.06,0.02,0.06,0.8,0.41,0,0,0.6,0.18,0.24,0.15,0.33,0.17,0.06,0.04,0.67,0.18,0.44,0.25,0.2,0.19,0.09,0.05,0.18,0.46,0.06,0,0,0.87,180,340,33.6,39706,55873,699,0,5.8,5.3,257700,1819,791,921,2226,1003,801,674,2226,110.8,35.3,1012,880
17031191000,1,2,2,191000,1910,Census Tract 1910,41.92,-87.74,-87.74,-87.75,41.92,41.92,0,0.06,0.17,0.04,0.06,0.12,0.03,0.06,0.07,0.14,0.14,0.06,0.04,0.05,0.81,0.49,0,0,0.38,0.03,0.37,0.12,0.31,0.21,0.08,0.01,0.71,0.02,0.46,0.39,0.28,0.14,0.08,0.03,0.12,0.54,0.03,0,0.05,0.88,254,380,39.9,48125,63555,774,0,4.2,5.2,214200,1738,687,994,2653,1192,919,719,2653,118.2,35,988,855
17031191100,0,0,0,191100,1911,Census Tract 1911,41.92,-87.75,-87.75,-87.75,41.92,41.92,0,0.09,0.2,0.03,0.14,0.07,0,0.04,0.08,0.13,0.17,0.04,0.01,0.05,0.77,0.37,0,0,0.46,0.07,0.39,0.07,0.29,0.13,0.09,0,0.75,0.04,0.46,0.41,0.28,0.14,0.07,0.03,0.08,0.38,0.04,0.01,0.01,0.92,670,1701,39.2,47750,52348,2214,4,5.2,5.2,199900,1757,672,855,7618,3297,2877,1999,7618,99.1,30,994,921
17031191200,0,0,0,191200,1912,Census Tract 1912,41.92,-87.76,-87.76,-87.76,41.92,41.92,0,0.08,0.27,0.01,0.12,0.05,0,0.03,0.15,0.06,0.15,0.07,0.02,0.04,0.72,0.33,0,0,0.61,0.09,0.38,0.19,0.26,0.14,0.07,0.06,0.77,0.01,0.46,0.48,0.37,0.21,0.05,0.03,0.06,0.36,0.02,0.01,0,0.95,457,707,39.3,44167,49796,1095,0,5.5,4.8,210400,1746,713,951,3827,1886,1761,988,3832,83,28.6,1014,855
17031191301,0,0,0,191301,1913.01,Census Tract 1913.01,41.92,-87.78,-87.78,-87.78,41.92,41.92,0,0.05,0.21,0.05,0.1,0.08,0.02,0.05,0.1,0.13,0.13,0.07,0,0.04,0.78,0.32,0,0,0.61,0.1,0.37,0.34,0.28,0.15,0.08,0.05,0.74,0.09,0.57,0.51,0.16,0.28,0.12,0.06,0.09,0.35,0.09,0,0.05,0.83,637,1144,35,42910,55117,1560,0,4.5,5,212900,1826,635,966,5677,2337,2109,1407,5686,115.5,31.3,1117,1000
17031191302,0,0,0,191302,1913.02,Census Tract 1913.02,41.92,-87.77,-87.77,-87.77,41.92,41.92,0.01,0.08,0.21,0,0.11,0.05,0.01,0.09,0.11,0.1,0.15,0.05,0.03,0.03,0.81,0.42,0,0,0.51,0.09,0.38,0.19,0.25,0.19,0.08,0.01,0.82,0.03,0.5,0.33,0.2,0.19,0.08,0.04,0.09,0.49,0.05,0,0.01,0.87,441,1114,33.7,43403,59980,1531,3,0,5.2,207200,1807,612,1014,5370,2347,2113,1385,5370,134.6,30.3,1059,951
17031200100,0,0,0,200100,2001,Census Tract 2001,41.94,-87.74,-87.73,-87.74,41.94,41.93,0,0.05,0.08,0.02,0.08,0.06,0.02,0.03,0.1,0.21,0.2,0.1,0.07,0.03,0.85,0.49,0,0,0.47,0.04,0.29,0.14,0.42,0.09,0.06,0.02,0.62,0.1,0.39,0.33,0.21,0.09,0.24,0.05,0.13,0.49,0.05,0.01,0.04,0.71,426,602,39.5,44419,63877,1427,0,3.3,5.3,235600,1748,666,970,4275,1828,1467,1362,4275,116.3,34.6,1050,880
