GEOID,label,label_three,label_four,TRACTCE10,NAME10,NAMELSAD10,INTPTLAT,INTPTLONG,long+,long-,lat+,lat-,"Agriculture, forestry, fishing and hunting, and mining",Construction,Manufacturing,Wholesale trade,Retail trade,"Transportation and warehousing, and utilities",Information,"Finance and insurance, and real estate and rental and leasing","Professional, scientific, and management, and administrative and waste management services","Educational services, and health care and social assistance","Arts, entertainment, and recreation, and accommodation and food services","Other services, except public administration",Public administration,"INCOME AND BENEFITS (IN 2017 INFLATION-ADJUSTED DOLLARS) Less than $10,000",HEALTH INSURANCE COVERAGE With health insurance coverage,HEALTH INSURANCE COVERAGE With private health insurance,YEAR STRUCTURE BUILT Built 2014 or later,YEAR STRUCTURE BUILT Built 2010 to 2013,HOUSING TENURE Renter-occupied,YEAR HOUSEHOLDER MOVED INTO UNIT Moved in 2015 or later,YEAR HOUSEHOLDER MOVED INTO UNIT Moved in 2010 to 2014,VEHICLES AVAILABLE No vehicles available,VEHICLES AVAILABLE 2 vehicles available,VEHICLES AVAILABLE 3 or more vehicles available,OCCUPANTS PER ROOM 1.01 to 1.50,OCCUPANTS PER ROOM 1.51 or more,MORTGAGE STATUS Owner-occupied units Housing units with a mortgage,65 years and over,MARITAL STATUS Males 15 years and over Never married,MARITAL STATUS Females 15 years and over Never married,EDUCATIONAL ATTAINMENT Less than 9th grade,"EDUCATIONAL ATTAINMENT 9th to 12th grade, no diploma",Percent bachelor's degree or higher,PLACE OF BIRTH Native Different state,SEX AND AGE 62 years and over,White,Black or African American,American Indian and Alaska Native,Asian,Hispanic or Latino (of any race),Own children of the householder under 6 years,Own children of the householder 6 to 17 years,Mean travel time to work (minutes),Median household income (dollars),Mean household income (dollars),Total housing units,Homeowner vacancy rate,Rental vacancy rate,ROOM Median rooms,VALUE Median (dollars),SELECTED MONTHLY OWNER COSTS (SMOC) Housing units with a mortgage Median (dollars),SELECTED MONTHLY OWNER COSTS (SMOC) Housing units without a mortgage Median (dollars),GROSS RENT Occupied units paying rent Median (dollars),Population in households,YEAR OF ENTRY Population born outside the United States,YEAR OF ENTRY Foreign born,Total households,Total population,Sex ratio (males per 100 females),Median age (years),relation_max_fee,relation_min_fee
17031700302,0,0,0,700302,7003.02,Census Tract 7003.02,41.74,-87.73,-87.73,-87.73,41.74,41.74,0,0.07,0.09,0.02,0.16,0.09,0.01,0.06,0.11,0.16,0.05,0.03,0.16,0.04,0.92,0.74,0,0,0.15,0.09,0.2,0.09,0.44,0.15,0.01,0,0.69,0.14,0.39,0.29,0.09,0.06,0.2,0.08,0.16,0.51,0.2,0,0,0.54,387,925,37.1,67776,80020,1832,2.2,0,6,207800,1736,493,1128,5469,1195,1146,1713,5469,109.9,37.3,1083,982
17031700401,0,0,0,700401,7004.01,Census Tract 7004.01,41.75,-87.71,-87.71,-87.72,41.75,41.74,0,0.04,0.06,0.03,0.09,0.16,0.03,0.03,0.11,0.24,0.08,0.04,0.1,0.05,0.9,0.62,0,0,0.17,0.04,0.22,0.05,0.37,0.16,0.03,0,0.89,0.06,0.48,0.43,0.08,0.06,0.22,0.12,0.1,0.17,0.6,0,0.01,0.31,403,1298,36.9,64776,71597,1934,1.1,10.8,6,142200,1536,431,1071,6296,852,778,1857,6301,94.5,31.7,1083,982
17031700402,0,0,0,700402,7004.02,Census Tract 7004.02,41.74,-87.71,-87.71,-87.72,41.74,41.74,0,0.04,0.11,0.03,0.13,0.05,0.01,0.1,0.1,0.27,0.08,0.02,0.08,0.05,0.91,0.61,0,0,0.12,0,0.22,0.1,0.35,0.2,0.04,0.01,0.75,0.04,0.37,0.47,0.07,0.08,0.26,0.11,0.12,0.29,0.6,0,0.01,0.29,331,758,37.3,61369,75910,1318,0,0,6.2,145600,1428,550,0,4337,728,658,1293,4337,84.9,38,1128,982
17031700501,0,0,0,700501,7005.01,Census Tract 7005.01,41.75,-87.69,-87.69,-87.69,41.75,41.74,0,0.01,0.02,0.01,0.11,0.14,0.05,0.12,0.07,0.2,0.09,0.06,0.13,0.07,0.92,0.65,0,0.02,0.21,0.02,0.22,0.1,0.36,0.15,0,0,0.76,0.05,0.47,0.43,0.04,0.03,0.27,0.17,0.18,0.06,0.86,0,0.01,0.04,171,1186,40.9,66619,78472,2614,2.4,12.6,6,160100,1579,496,1084,7111,362,354,2455,7469,98.5,45.5,1064,860
17031700502,0,0,0,700502,7005.02,Census Tract 7005.02,41.74,-87.69,-87.69,-87.69,41.74,41.74,0,0.01,0.03,0.01,0.07,0.07,0.03,0.06,0.03,0.36,0.07,0.07,0.19,0.03,0.96,0.74,0,0.04,0.07,0.06,0.09,0.02,0.42,0.29,0.04,0,0.86,0.08,0.4,0.34,0.03,0.06,0.26,0.16,0.2,0.07,0.9,0,0,0.03,282,522,38.7,80625,95690,1100,0.7,34.8,6.5,173500,1653,543,860,3243,120,105,1054,3437,88.4,39.1,1084,821
17031710100,1,1,1,710100,7101,Census Tract 7101,41.75,-87.64,-87.64,-87.65,41.76,41.75,0,0.08,0,0.04,0.09,0.16,0,0,0.06,0.27,0.18,0.12,0,0.36,0.9,0.3,0,0,0.89,0.1,0.45,0.51,0.11,0.05,0,0.03,0.23,0.15,0.42,0.62,0.09,0.14,0.08,0.14,0.12,0.02,0.97,0,0,0.02,120,229,32.1,15524,28992,638,26.1,2.9,4.7,113500,1450,358,708,1188,24,17,471,1188,111,32.4,967,755
17031710200,0,1,1,710200,7102,Census Tract 7102,41.76,-87.65,-87.65,-87.66,41.76,41.75,0,0.02,0.04,0.03,0.19,0.08,0.01,0.03,0.09,0.31,0.1,0.06,0.06,0.15,0.91,0.36,0,0,0.71,0.09,0.42,0.36,0.13,0.02,0.01,0.01,0.62,0.12,0.63,0.58,0.03,0.12,0.12,0.14,0.14,0.04,0.94,0,0.01,0.03,612,827,38.8,26934,36016,2278,14.2,9.3,5.1,118000,1168,523,908,4925,29,29,1812,4925,81.3,32.4,1273,705
17031710300,0,0,0,710300,7103,Census Tract 7103,41.75,-87.66,-87.66,-87.66,41.76,41.75,0,0.05,0.01,0.01,0.06,0.24,0,0.03,0.15,0.15,0.17,0.03,0.09,0.17,0.84,0.32,0,0,0.7,0.13,0.41,0.4,0.23,0.01,0.03,0.01,0.59,0.11,0.6,0.61,0.02,0.12,0.13,0.2,0.18,0.04,0.89,0,0,0.09,101,244,41.6,33281,38729,634,6.5,15,5,114900,1544,571,956,1444,33,33,534,1444,83.5,35.3,1273,705
17031710400,0,0,0,710400,7104,Census Tract 7104,41.75,-87.67,-87.67,-87.67,41.76,41.75,0,0.05,0.08,0.01,0.09,0.17,0.02,0.02,0.04,0.37,0.06,0.03,0.05,0.15,0.91,0.46,0.01,0,0.48,0.08,0.3,0.24,0.21,0.07,0.04,0,0.58,0.1,0.5,0.54,0.05,0.13,0.1,0.18,0.2,0.01,0.97,0,0,0.02,180,897,35,35581,54074,2223,5.5,10.2,5.7,119800,1271,493,928,5458,255,255,1826,5458,71.9,40.6,1145,821
17031710500,1,1,1,710500,7105,Census Tract 7105,41.75,-87.67,-87.67,-87.67,41.75,41.74,0,0.02,0.06,0.03,0.11,0.15,0.02,0.04,0.09,0.32,0.1,0.04,0.03,0.14,0.88,0.44,0,0,0.69,0.11,0.39,0.27,0.2,0.01,0,0,0.63,0.08,0.56,0.52,0.02,0.11,0.16,0.21,0.15,0.01,0.91,0,0,0.02,347,532,42.3,30793,45175,1907,14,15,5.2,119200,1210,643,881,4222,35,27,1540,4268,61.1,35.1,1145,705
17031710600,1,0,0,710600,7106,Census Tract 7106,41.75,-87.66,-87.66,-87.66,41.75,41.74,0,0,0.07,0,0.1,0.13,0.03,0.08,0.07,0.29,0.17,0.03,0.02,0.17,0.87,0.36,0,0,0.68,0.14,0.37,0.33,0.14,0.06,0.01,0.03,0.61,0.14,0.61,0.59,0.06,0.13,0.12,0.2,0.18,0.01,0.98,0,0,0,218,351,38.6,26696,38711,832,8,10.8,5.2,103800,1446,417,842,1934,53,53,665,1934,91.5,29.4,956,705
17031710700,1,1,1,710700,7107,Census Tract 7107,41.75,-87.66,-87.65,-87.66,41.75,41.74,0,0,0.09,0,0,0.15,0.02,0.09,0.19,0.3,0.06,0.03,0.08,0.21,0.89,0.56,0.01,0.02,0.71,0.09,0.36,0.41,0.18,0.04,0,0.03,0.69,0.33,0.47,0.5,0.02,0.1,0.11,0.26,0.26,0,0.99,0,0,0,135,441,47.2,23026,40894,1594,9.5,11.2,4.8,126300,1396,425,705,2935,14,14,1344,2941,81.2,47.9,956,755
17031710800,1,1,1,710800,7108,Census Tract 7108,41.75,-87.65,-87.65,-87.65,41.75,41.75,0,0.02,0.08,0.06,0.19,0.08,0.01,0.03,0.16,0.23,0.1,0.01,0.04,0.15,0.88,0.45,0,0,0.61,0.06,0.25,0.33,0.19,0.08,0.01,0,0.65,0.17,0.45,0.48,0.03,0.09,0.25,0.12,0.19,0,0.98,0.01,0,0.02,300,256,45.7,27367,45899,2359,15.6,5.2,5.2,153400,1401,622,799,4713,106,106,1946,4719,66.5,44,908,705
17031710900,0,0,0,710900,7109,Census Tract 7109,41.74,-87.64,-87.64,-87.64,41.74,41.74,0,0.02,0.04,0.02,0.04,0.1,0.03,0.02,0.12,0.32,0.09,0.05,0.14,0.31,0.8,0.39,0.01,0.07,0.57,0.07,0.31,0.37,0.16,0.04,0.01,0.01,0.71,0.15,0.6,0.55,0.07,0.14,0.2,0.2,0.17,0.01,0.97,0,0,0.02,150,424,39.6,23929,37002,938,2.3,2.8,5.3,135900,1464,436,755,2153,41,41,816,2153,74.1,33,1457,708
17031711000,1,1,1,711000,7110,Census Tract 7110,41.74,-87.65,-87.64,-87.65,41.74,41.74,0,0.05,0.02,0.07,0.17,0.13,0.02,0.06,0.1,0.25,0.06,0.04,0.03,0.14,0.85,0.41,0,0,0.54,0.11,0.34,0.37,0.2,0.03,0.03,0,0.55,0.1,0.64,0.57,0.08,0.2,0.16,0.22,0.19,0.03,0.95,0,0.01,0,151,308,38,33664,40427,1378,13.8,15,5.5,126500,1583,448,793,3098,68,68,1046,3098,107.1,48.6,1457,705
17031711100,0,1,1,711100,7111,Census Tract 7111,41.74,-87.66,-87.65,-87.66,41.74,41.74,0,0,0.01,0,0.08,0.27,0.03,0.09,0.09,0.25,0.08,0.03,0.07,0.12,0.88,0.56,0,0,0.48,0.1,0.2,0.23,0.25,0.12,0.01,0,0.76,0.16,0.38,0.38,0.08,0.14,0.15,0.27,0.25,0.02,0.97,0,0,0.02,37,353,32,37377,65191,1160,3.4,2.4,5.7,153400,1404,538,755,2283,45,45,946,2283,87.7,48.1,947,705
17031711200,0,1,1,711200,7112,Census Tract 7112,41.74,-87.67,-87.67,-87.67,41.74,41.74,0,0.02,0.04,0.03,0.1,0.14,0.02,0.07,0.07,0.32,0.09,0.05,0.07,0.13,0.91,0.58,0,0,0.37,0.03,0.22,0.22,0.29,0.06,0,0,0.62,0.13,0.51,0.46,0.05,0.1,0.2,0.24,0.25,0,1,0,0,0,188,735,41.2,42667,59994,2094,2.4,7.5,5.7,151300,1333,556,821,4986,25,25,1956,4986,72.2,47.6,1024,755
17031711300,0,0,0,711300,7113,Census Tract 7113,41.73,-87.67,-87.66,-87.67,41.74,41.73,0,0,0.02,0.01,0.07,0.22,0.01,0.04,0.09,0.36,0.05,0.07,0.06,0.1,0.88,0.46,0,0,0.52,0.19,0.31,0.18,0.26,0.11,0.02,0.01,0.64,0.08,0.48,0.46,0.03,0.14,0.17,0.16,0.19,0.02,0.97,0,0.01,0.02,93,239,37.1,36307,51029,673,9.6,4.8,5.7,139900,1487,536,947,1728,38,38,571,1780,99.6,41.3,1024,755
17031711400,1,1,1,711400,7114,Census Tract 7114,41.73,-87.65,-87.65,-87.66,41.74,41.73,0,0.05,0.04,0.05,0.06,0.09,0,0.01,0.08,0.44,0.09,0.04,0.04,0.2,0.83,0.46,0,0,0.4,0.04,0.21,0.28,0.22,0.07,0.03,0,0.54,0.12,0.56,0.53,0.06,0.14,0.15,0.16,0.19,0,0.98,0,0,0.03,122,366,33,37434,41529,960,1.5,0,6,131100,1354,591,792,2419,58,52,829,2424,83.2,43.4,1457,755
17031711500,0,0,0,711500,7115,Census Tract 7115,41.73,-87.64,-87.64,-87.64,41.74,41.73,0.01,0.02,0.07,0.02,0.1,0.15,0.02,0.1,0.05,0.31,0.1,0.06,0,0.1,0.78,0.36,0,0,0.31,0.03,0.23,0.22,0.25,0.06,0,0,0.5,0.09,0.56,0.4,0.05,0.11,0.13,0.2,0.19,0,0.96,0,0,0.02,218,343,40.4,39188,49691,946,2.9,0,5.7,136300,1251,468,1457,2677,36,36,809,2677,93.4,42,1254,755
17031720100,0,0,3,720100,7201,Census Tract 7201,41.73,-87.67,-87.67,-87.68,41.73,41.72,0,0.03,0.05,0.02,0.07,0.05,0.02,0.11,0.16,0.26,0.05,0.03,0.15,0.01,0.97,0.85,0,0,0.11,0.04,0.17,0.01,0.47,0.22,0,0,0.67,0.11,0.2,0.18,0.01,0,0.68,0.14,0.23,0.69,0.27,0,0,0.09,310,535,35.7,133636,160572,1221,0,0,7.8,386600,2307,910,1024,3376,161,120,1192,3381,98.5,46.7,969,783
17031720200,0,0,0,720200,7202,Census Tract 7202,41.71,-87.67,-87.66,-87.67,41.72,41.71,0,0.05,0.04,0,0.06,0.03,0.06,0.08,0.15,0.28,0.09,0.07,0.12,0.05,0.95,0.83,0,0,0.27,0.03,0.28,0.07,0.3,0.14,0,0,0.62,0.13,0.35,0.4,0.01,0.05,0.48,0.2,0.23,0.42,0.51,0,0.01,0.05,226,547,37.6,63295,89210,1722,0.7,0,6.3,254000,1845,643,850,4031,247,179,1651,4043,87.3,47,1257,654
17031720300,0,0,3,720300,7203,Census Tract 7203,41.71,-87.68,-87.67,-87.68,41.72,41.71,0,0.07,0.03,0.01,0.09,0.02,0.04,0.07,0.12,0.39,0.06,0.03,0.1,0.04,0.98,0.91,0,0,0.01,0.02,0.09,0.03,0.49,0.25,0,0,0.76,0.08,0.36,0.22,0,0.02,0.56,0.16,0.22,0.57,0.38,0,0.01,0.06,320,773,33.1,125625,134561,1380,3.7,0,7.6,352600,2349,831,0,4203,153,145,1320,4208,108.7,45.8,1070,654
17031720400,0,0,0,720400,7204,Census Tract 7204,41.71,-87.69,-87.68,-87.69,41.71,41.71,0,0.06,0.03,0.01,0.05,0.06,0,0.09,0.13,0.25,0.09,0.06,0.19,0.03,0.92,0.85,0,0,0.05,0.03,0.1,0.05,0.45,0.19,0,0,0.78,0.08,0.35,0.23,0.01,0.01,0.45,0.08,0.15,0.93,0.02,0,0,0.05,236,264,27.4,95481,113843,725,2.6,0,6.2,241900,1792,539,696,1948,47,47,665,1953,92,38.1,1268,654
17031720500,0,0,0,720500,7205,Census Tract 7205,41.7,-87.69,-87.69,-87.69,41.71,41.7,0,0.07,0.06,0.03,0.04,0.04,0.02,0.07,0.08,0.38,0.06,0.02,0.14,0.03,0.99,0.96,0,0.01,0.08,0.03,0.19,0.05,0.41,0.2,0,0,0.65,0.1,0.35,0.28,0.02,0.01,0.64,0.06,0.16,0.96,0.02,0,0.01,0.06,144,456,32.6,115417,127453,821,1.9,19.5,6.2,264400,1869,657,1070,2199,78,72,791,2199,95.1,40.2,1268,654
17031720600,0,0,0,720600,7206,Census Tract 7206,41.7,-87.68,-87.67,-87.68,41.71,41.7,0,0.06,0.05,0.05,0.03,0.09,0,0.13,0.14,0.22,0.04,0.07,0.11,0.04,0.99,0.93,0,0.01,0.1,0.04,0.13,0.03,0.53,0.16,0.01,0,0.69,0.15,0.29,0.18,0.01,0.02,0.63,0.12,0.21,0.74,0.24,0,0,0.04,181,266,29.3,109390,143227,655,0,0,7.1,360300,2353,853,654,1758,19,19,618,1758,106.1,43.2,1070,696
17031720700,0,0,0,720700,7207,Census Tract 7207,41.7,-87.67,-87.66,-87.67,41.71,41.7,0,0.02,0.03,0.03,0.06,0.07,0.02,0.03,0.14,0.32,0.08,0.04,0.17,0.08,0.9,0.81,0.01,0,0.51,0.07,0.31,0.09,0.35,0.05,0,0.01,0.76,0.1,0.46,0.36,0.02,0.02,0.47,0.1,0.18,0.35,0.6,0.01,0.02,0.03,238,439,34.2,61438,89984,1524,0,5.5,5.5,263400,2123,673,880,3280,117,87,1436,3280,81.7,39.2,1233,654
17031730100,0,0,0,730100,7301,Census Tract 7301,41.73,-87.64,-87.63,-87.64,41.73,41.72,0,0.03,0.04,0.02,0.17,0.1,0.01,0.04,0.12,0.28,0.07,0.01,0.12,0.04,0.88,0.51,0,0,0.21,0.04,0.21,0.13,0.23,0.13,0.02,0,0.59,0.15,0.59,0.49,0.02,0.09,0.29,0.2,0.22,0,0.98,0,0,0.01,91,333,38.2,50385,62063,970,4,0,6.1,119500,1361,460,980,2567,5,5,888,2567,65.4,42,1587,939
17031730201,0,0,0,730201,7302.01,Census Tract 7302.01,41.73,-87.66,-87.65,-87.66,41.73,41.72,0,0.02,0.07,0.04,0.11,0.05,0,0.05,0.08,0.36,0.1,0.06,0.06,0.17,0.86,0.5,0,0.02,0.55,0.11,0.37,0.3,0.19,0.03,0.01,0.02,0.79,0.13,0.6,0.53,0.02,0.08,0.21,0.22,0.26,0.02,0.94,0.04,0,0.02,252,539,42.3,26706,41616,2637,0,4.6,5.3,144100,1308,635,783,5714,54,38,2326,5719,72.4,44,1257,755
17031730202,0,0,0,730202,7302.02,Census Tract 7302.02,41.73,-87.65,-87.64,-87.65,41.73,41.72,0,0.02,0.09,0.05,0.11,0.19,0.03,0.04,0.08,0.22,0.05,0.03,0.1,0.07,0.82,0.57,0,0,0.26,0.02,0.18,0.11,0.34,0.08,0.03,0,0.68,0.11,0.55,0.54,0.02,0.07,0.16,0.25,0.24,0.03,0.97,0,0,0,94,505,40.9,48564,60652,1120,0,8.9,6.1,155100,1417,639,1254,3239,48,29,1092,3439,83,42.2,1457,783
17031730300,0,0,0,730300,7303,Census Tract 7303,41.73,-87.66,-87.66,-87.67,41.73,41.72,0,0.02,0.03,0,0.18,0.11,0.01,0.04,0.04,0.4,0.04,0.04,0.1,0.14,0.86,0.51,0,0,0.4,0.07,0.36,0.18,0.21,0.1,0.01,0,0.61,0.12,0.5,0.6,0.05,0.07,0.18,0.18,0.19,0,0.98,0,0,0,74,149,31.2,43897,56225,473,2.9,15.3,5.8,146900,1541,544,969,1126,0,0,419,1126,78.4,34.5,1024,755
17031730400,0,0,0,730400,7304,Census Tract 7304,41.72,-87.65,-87.65,-87.66,41.72,41.72,0,0.02,0.02,0.06,0.08,0.14,0.01,0.05,0.08,0.35,0.07,0.05,0.08,0.08,0.95,0.62,0,0,0.2,0.06,0.1,0.12,0.27,0.17,0.01,0,0.74,0.12,0.47,0.51,0.02,0.07,0.24,0.22,0.22,0,0.95,0,0,0.01,168,531,41.3,60481,74572,1409,2.8,7.6,6.6,150400,1550,611,1257,4112,134,134,1317,4129,88.7,42,1254,783
17031730500,0,0,0,730500,7305,Census Tract 7305,41.71,-87.64,-87.63,-87.64,41.72,41.71,0,0.03,0.08,0,0.09,0.13,0.02,0.04,0.08,0.29,0.09,0.06,0.1,0.13,0.9,0.56,0,0,0.22,0.08,0.15,0.18,0.28,0.15,0,0,0.62,0.12,0.56,0.42,0.01,0.09,0.2,0.18,0.18,0,0.97,0,0,0,140,840,35.6,57820,70004,1683,4.4,0,6.1,121800,1184,467,939,4502,98,55,1550,4507,88.9,40.2,1587,817
17031730600,0,1,1,730600,7306,Census Tract 7306,41.71,-87.65,-87.65,-87.65,41.71,41.71,0,0,0.06,0.03,0.1,0.12,0.02,0.04,0.04,0.37,0.09,0.06,0.08,0.1,0.95,0.53,0,0,0.33,0.06,0.17,0.19,0.31,0.08,0,0,0.65,0.21,0.36,0.45,0.05,0.06,0.25,0.23,0.24,0,0.98,0.01,0,0,240,497,38.1,41307,54420,1342,2.3,0,6.1,128700,1487,494,817,3621,155,155,1262,3621,63,44.7,1257,739
17031730700,0,0,0,730700,7307,Census Tract 7307,41.7,-87.65,-87.65,-87.65,41.71,41.7,0,0,0.02,0,0.06,0.06,0.03,0.06,0.18,0.34,0.08,0.07,0.1,0.08,0.96,0.53,0.02,0.02,0.2,0.04,0.19,0.12,0.23,0.16,0.02,0,0.62,0.12,0.46,0.41,0.05,0.1,0.2,0.19,0.19,0.01,0.94,0,0,0.01,182,334,40.2,49688,59427,836,12.4,0,6.1,124700,1526,563,1233,2345,29,29,716,2345,72.2,41.3,1257,739
17031740100,0,0,0,740100,7401,Census Tract 7401,41.7,-87.7,-87.69,-87.7,41.7,41.69,0,0.05,0.07,0.03,0.09,0.02,0.01,0.05,0.12,0.21,0.08,0.02,0.26,0.02,0.98,0.91,0,0.01,0.13,0.12,0.16,0.04,0.47,0.15,0.01,0,0.77,0.09,0.3,0.24,0.02,0.02,0.27,0.06,0.16,0.95,0.02,0,0,0.09,334,367,34.5,89984,100557,1274,5.2,0,5.9,220300,1724,508,1268,3128,129,111,1151,3128,91.3,37.1,1234,696
17031740200,0,0,0,740200,7402,Census Tract 7402,41.7,-87.71,-87.71,-87.72,41.71,41.7,0,0.08,0.02,0.01,0.11,0.09,0.01,0.03,0.04,0.28,0.11,0.02,0.19,0.06,0.98,0.94,0,0.01,0.09,0.03,0.14,0.04,0.47,0.2,0.03,0,0.7,0.1,0.35,0.41,0.02,0.04,0.39,0.08,0.17,0.94,0.01,0,0.04,0.1,587,882,30.8,97450,100946,1955,1.4,0,5.8,239200,1817,577,1139,5788,504,458,1902,6523,89.2,34.9,1268,696
17031740300,0,0,0,740300,7403,Census Tract 7403,41.7,-87.71,-87.71,-87.71,41.7,41.69,0,0.04,0.03,0.02,0.07,0.05,0.02,0.05,0.08,0.27,0.07,0.02,0.29,0.02,0.99,0.95,0,0.01,0.12,0.04,0.15,0.01,0.52,0.18,0.02,0.02,0.74,0.09,0.36,0.23,0.01,0.01,0.38,0.08,0.13,0.95,0.02,0,0.01,0.07,534,817,33.9,110268,117234,1835,0,0,5.8,246600,1870,610,1234,4950,83,67,1724,4957,96.1,38.8,1268,906
17031740400,0,0,0,740400,7404,Census Tract 7404,41.69,-87.72,-87.72,-87.72,41.69,41.68,0,0.09,0.06,0.01,0.05,0.04,0.02,0.07,0.07,0.27,0.06,0.04,0.23,0.03,0.95,0.89,0,0.01,0.26,0.08,0.24,0.08,0.47,0.15,0.01,0.01,0.69,0.11,0.38,0.35,0.01,0.03,0.35,0.07,0.17,0.84,0.1,0,0.03,0.09,402,719,37.9,82128,91932,1968,3.7,4,5.7,232900,1740,610,1051,4664,162,144,1818,4669,91.7,37.6,1268,906
17031750100,1,1,1,750100,7501,Census Tract 7501,41.7,-87.65,-87.65,-87.66,41.7,41.69,0,0.08,0.04,0.02,0.13,0.08,0.03,0.06,0.12,0.23,0.11,0.02,0.09,0.11,0.92,0.56,0,0,0.27,0.07,0.13,0.19,0.23,0.12,0,0,0.63,0.17,0.61,0.49,0.02,0.09,0.21,0.21,0.24,0.01,0.93,0,0,0.04,137,433,48.9,38859,55414,1560,3.8,5,6.1,140400,1414,537,739,4014,61,61,1424,4014,78.5,42.5,1233,817
17031750200,0,0,0,750200,7502,Census Tract 7502,41.7,-87.67,-87.67,-87.68,41.7,41.69,0,0.02,0.04,0,0.06,0.08,0.01,0.12,0.17,0.33,0.01,0.04,0.13,0.11,0.94,0.72,0,0,0.26,0.12,0.14,0.11,0.42,0.06,0,0,0.76,0.12,0.3,0.31,0.01,0.02,0.5,0.24,0.22,0.36,0.59,0,0,0.03,239,395,32.2,66326,111362,1398,2.5,7.1,6.2,234500,1719,605,995,2859,46,46,1219,2868,72.4,45.4,1168,654
17031750300,0,0,0,750300,7503,Census Tract 7503,41.7,-87.69,-87.68,-87.69,41.7,41.69,0,0.05,0.05,0.01,0.05,0.03,0.02,0.08,0.16,0.28,0.06,0.03,0.19,0.04,0.96,0.84,0,0,0.2,0.02,0.22,0.06,0.41,0.12,0.01,0,0.69,0.13,0.35,0.21,0.01,0.03,0.5,0.05,0.21,0.85,0.12,0,0.01,0.05,211,444,32.9,85888,105208,994,1.3,14.2,6.1,279300,1916,629,996,2452,114,114,937,2452,106.4,42.7,1268,654
17031750400,0,0,0,750400,7504,Census Tract 7504,41.69,-87.69,-87.68,-87.69,41.69,41.68,0,0.03,0.05,0.01,0.08,0.08,0,0.06,0.1,0.35,0.06,0.06,0.12,0.02,0.94,0.88,0,0,0.22,0.02,0.21,0.02,0.44,0.15,0,0,0.73,0.12,0.36,0.36,0,0.02,0.47,0.07,0.18,0.66,0.33,0,0,0.03,191,517,34.7,93188,98632,1220,2.6,0,6.1,228300,1828,616,897,3212,96,33,1195,3212,95,40.3,1268,906
17031750500,0,0,0,750500,7505,Census Tract 7505,41.68,-87.67,-87.67,-87.67,41.69,41.68,0.01,0.02,0.07,0,0.06,0.11,0.03,0.05,0.12,0.33,0.07,0.06,0.07,0.08,0.9,0.63,0,0,0.41,0.05,0.27,0.1,0.2,0.13,0.01,0,0.65,0.19,0.56,0.4,0.02,0.09,0.31,0.18,0.27,0.2,0.76,0,0,0.06,269,1166,35.8,55485,65649,2340,0,9.7,5.9,214100,1632,633,1168,6066,354,290,2087,6403,71.1,42.8,1137,654
17031750600,0,0,0,750600,7506,Census Tract 7506,41.69,-87.65,-87.65,-87.66,41.69,41.69,0,0.02,0.07,0,0.18,0.08,0.06,0.01,0.13,0.28,0.04,0.02,0.12,0.19,0.94,0.5,0,0,0.35,0.07,0.18,0.27,0.28,0.03,0.01,0,0.61,0.14,0.55,0.45,0.05,0.09,0.17,0.14,0.21,0.01,0.91,0,0,0,220,651,42.7,34470,51966,1468,6.5,4.4,6,121400,1222,583,1137,3421,83,83,1208,3426,78.6,39.7,1233,739
17031760801,0,0,0,760801,7608.01,Census Tract 7608.01,41.98,-87.84,-87.84,-87.85,41.99,41.98,0,0.05,0.07,0.03,0.05,0.24,0.01,0.03,0.17,0.18,0.13,0.03,0.01,0.06,0.79,0.59,0,0,0.78,0.21,0.43,0.11,0.28,0.05,0.01,0.01,0.71,0.04,0.38,0.29,0.03,0.02,0.49,0.16,0.11,0.69,0.02,0,0.13,0.1,286,296,31.3,55500,61587,2296,0,1.1,3.7,123900,1137,442,1128,4020,2069,1962,2124,4020,105.1,34,1643,967
17031760802,0,0,0,760802,7608.02,Census Tract 7608.02,41.96,-87.84,-87.84,-87.85,41.96,41.95,0,0.1,0.06,0.01,0.08,0.2,0.02,0.05,0.11,0.19,0.02,0.04,0.14,0.04,0.94,0.68,0,0,0.26,0.01,0.35,0.11,0.37,0.08,0.02,0.02,0.39,0.22,0.29,0.29,0.07,0.05,0.32,0.07,0.31,0.95,0.01,0,0.01,0.04,111,288,32.2,51595,67952,1188,0,0,5,280400,1824,680,1075,2540,849,837,1119,2540,87.5,45,1128,981
17031760803,0,0,0,760803,7608.03,Census Tract 7608.03,41.98,-87.84,-87.84,-87.85,41.98,41.97,0,0.13,0.1,0.01,0.06,0.28,0.02,0.04,0.1,0.09,0.1,0.04,0.03,0.06,0.8,0.51,0,0,0.61,0.15,0.4,0.17,0.31,0.03,0.01,0.01,0.45,0.12,0.41,0.31,0.09,0.07,0.29,0.06,0.18,0.85,0.01,0,0.08,0.05,360,556,34.5,41545,47626,3052,0,0,4,138300,1348,503,1005,5569,3598,3502,2772,5579,125.5,37.6,1643,967
